Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9524.0,476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476.0,9442.0,73.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,75.0,6623.0,871.0,1309.0,955.0,150.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,7.0,1949.0,2492.0,2761.0,2158.0,499.0,133.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,836.0,2799.0,2538.0,2352.0,1066.0,403.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,384.0,2101.0,2132.0,2368.0,2014.0,964.0,2.0,28.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,110.0,1345.0,967.0,1516.0,3661.0,2177.0,31.0,151.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,25.0,355.0,271.0,604.0,2352.0,4604.0,363.0,1088.0,333.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,33.0,17.0,39.0,223.0,1171.0,2293.0,4261.0,1750.0,80.0,128.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,6.0,32.0,380.0,3330.0,2642.0,2909.0,273.0,398.0,18.0,10.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,136.0,2959.0,1457.0,3487.0,746.0,1069.0,103.0,40.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,818.0,309.0,1086.0,2934.0,3800.0,696.0,314.0,29.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,186.0,54.0,336.0,3750.0,2964.0,1593.0,977.0,137.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,48.0,1692.0,1263.0,3520.0,2769.0,684.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,484.0,350.0,3111.0,4042.0,1976.0,31.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,27.0,939.0,1814.0,6517.0,599.0,67.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,33.0,645.0,7332.0,1975.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,2034.0,7953.0
