Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Red Bull Bragantino,Vasco da Gama,Coritiba,Vitória,Cruzeiro,Botafogo,Atlético-MG,Internacional,Santos,Corinthians,Grêmio,Mirassol,Remo,Chapecoense
6505.0,3237.0,160.0,70.0,22.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3033.0,5469.0,814.0,365.0,201.0,23.0,18.0,24.0,17.0,5.0,4.0,3.0,2.0,11.0,7.0,1.0,3.0,0.0,0.0,0.0
356.0,942.0,3827.0,2026.0,1365.0,227.0,223.0,244.0,266.0,59.0,67.0,70.0,54.0,130.0,85.0,25.0,34.0,0.0,0.0,0.0
78.0,246.0,2119.0,2472.0,1806.0,519.0,481.0,520.0,560.0,137.0,175.0,170.0,135.0,246.0,189.0,81.0,65.0,1.0,0.0,0.0
19.0,76.0,1220.0,1649.0,1737.0,846.0,691.0,747.0,826.0,260.0,302.0,304.0,226.0,472.0,305.0,173.0,137.0,6.0,4.0,0.0
4.0,13.0,684.0,1078.0,1206.0,1018.0,931.0,858.0,971.0,361.0,400.0,452.0,383.0,687.0,428.0,289.0,212.0,17.0,8.0,0.0
1.0,7.0,412.0,710.0,954.0,1021.0,932.0,980.0,934.0,509.0,519.0,571.0,425.0,766.0,575.0,367.0,292.0,14.0,11.0,0.0
3.0,5.0,287.0,503.0,701.0,984.0,1009.0,889.0,992.0,533.0,588.0,660.0,534.0,788.0,650.0,431.0,396.0,21.0,26.0,0.0
1.0,1.0,160.0,348.0,538.0,871.0,912.0,923.0,884.0,710.0,609.0,805.0,574.0,847.0,761.0,522.0,459.0,49.0,25.0,1.0
0.0,2.0,116.0,239.0,408.0,817.0,864.0,846.0,827.0,804.0,725.0,785.0,670.0,804.0,793.0,622.0,559.0,72.0,47.0,0.0
0.0,2.0,80.0,172.0,315.0,814.0,800.0,743.0,756.0,843.0,768.0,842.0,804.0,794.0,759.0,716.0,601.0,116.0,73.0,2.0
0.0,0.0,47.0,117.0,233.0,675.0,703.0,726.0,693.0,863.0,785.0,900.0,826.0,780.0,841.0,826.0,754.0,146.0,83.0,2.0
0.0,0.0,32.0,107.0,169.0,592.0,625.0,655.0,607.0,900.0,859.0,896.0,833.0,738.0,861.0,934.0,786.0,246.0,154.0,6.0
0.0,0.0,25.0,59.0,121.0,516.0,539.0,576.0,516.0,947.0,840.0,828.0,932.0,749.0,865.0,1034.0,947.0,296.0,202.0,8.0
0.0,0.0,7.0,36.0,116.0,364.0,474.0,426.0,436.0,943.0,916.0,802.0,954.0,679.0,874.0,1032.0,1057.0,526.0,350.0,8.0
0.0,0.0,7.0,32.0,66.0,356.0,382.0,415.0,334.0,847.0,834.0,754.0,954.0,606.0,754.0,1066.0,1176.0,789.0,598.0,30.0
0.0,0.0,2.0,15.0,31.0,211.0,246.0,253.0,229.0,708.0,841.0,648.0,907.0,520.0,697.0,1005.0,1275.0,1308.0,1036.0,68.0
0.0,0.0,1.0,2.0,10.0,118.0,132.0,133.0,122.0,414.0,539.0,356.0,569.0,283.0,391.0,647.0,839.0,2906.0,2247.0,291.0
0.0,0.0,0.0,0.0,1.0,28.0,35.0,37.0,28.0,144.0,218.0,146.0,203.0,94.0,149.0,211.0,366.0,2898.0,4233.0,1209.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,12.0,11.0,8.0,15.0,6.0,15.0,18.0,42.0,589.0,903.0,8375.0
