Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8196.0,1804.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1803.0,8185.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,11.0,4879.0,3510.0,1412.0,147.0,12.0,6.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3138.0,3740.0,2297.0,560.0,47.0,66.0,128.0,16.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1407.0,2047.0,3416.0,1675.0,307.0,343.0,577.0,140.0,55.0,22.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,408.0,530.0,1676.0,2770.0,963.0,1018.0,1655.0,432.0,305.0,160.0,29.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,105.0,131.0,687.0,1813.0,1616.0,1545.0,2025.0,761.0,680.0,380.0,99.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,41.0,26.0,292.0,1242.0,1803.0,1768.0,1717.0,987.0,976.0,637.0,198.0,312.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,7.0,147.0,796.0,1597.0,1635.0,1401.0,1294.0,1358.0,923.0,293.0,525.0,11.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,49.0,528.0,1429.0,1366.0,1064.0,1459.0,1625.0,1176.0,495.0,774.0,32.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,1.0,21.0,281.0,1029.0,1064.0,668.0,1770.0,1579.0,1486.0,844.0,1160.0,95.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,147.0,696.0,703.0,442.0,1544.0,1462.0,1873.0,1329.0,1585.0,211.0,5.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,36.0,345.0,362.0,224.0,1038.0,1069.0,1776.0,2320.0,2205.0,582.0,34.0,8.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,139.0,115.0,67.0,497.0,668.0,1316.0,3059.0,2397.0,1507.0,159.0,63.0,8.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.0,14.0,58.0,204.0,240.0,1206.0,746.0,5726.0,1189.0,388.0,203.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,10.0,114.0,78.0,1398.0,5135.0,1824.0,1429.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,356.0,2451.0,4074.0,3111.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,1027.0,3642.0,5236.0,11.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7574.0,2413.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415.0,7585.0
