Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
6.0,59.0,131.0,1341.0,60.0,29.0,1401.0,101.0,0.0,6289.0,191.0,77.0,0.0,315.0,0.0,0.0,0.0,0.0
44.0,268.0,431.0,2436.0,223.0,96.0,2367.0,308.0,4.0,2041.0,641.0,309.0,0.0,832.0,0.0,0.0,0.0,0.0
102.0,442.0,746.0,1990.0,427.0,184.0,1952.0,544.0,12.0,881.0,965.0,562.0,0.0,1193.0,0.0,0.0,0.0,0.0
211.0,641.0,927.0,1349.0,600.0,338.0,1364.0,785.0,20.0,414.0,1143.0,794.0,0.0,1414.0,0.0,0.0,0.0,0.0
262.0,852.0,1115.0,951.0,790.0,503.0,959.0,960.0,38.0,181.0,1170.0,897.0,1.0,1320.0,0.0,1.0,0.0,0.0
381.0,919.0,1123.0,689.0,960.0,629.0,695.0,1069.0,61.0,94.0,1132.0,1046.0,7.0,1194.0,0.0,1.0,0.0,0.0
551.0,1032.0,1131.0,471.0,1027.0,797.0,498.0,1134.0,136.0,52.0,1035.0,1146.0,13.0,970.0,0.0,7.0,0.0,0.0
753.0,1057.0,1003.0,310.0,1089.0,1006.0,306.0,1173.0,219.0,26.0,1020.0,1151.0,26.0,852.0,0.0,9.0,0.0,0.0
935.0,1183.0,982.0,218.0,1149.0,1158.0,210.0,1046.0,349.0,10.0,932.0,1060.0,70.0,666.0,0.0,32.0,0.0,0.0
1219.0,1090.0,882.0,138.0,1185.0,1350.0,142.0,996.0,547.0,8.0,697.0,1065.0,106.0,518.0,0.0,57.0,0.0,0.0
1588.0,983.0,723.0,68.0,1084.0,1444.0,68.0,874.0,896.0,3.0,558.0,899.0,279.0,384.0,0.0,149.0,0.0,0.0
1903.0,905.0,489.0,31.0,855.0,1338.0,27.0,647.0,1595.0,1.0,341.0,619.0,638.0,223.0,0.0,388.0,0.0,0.0
1287.0,396.0,245.0,7.0,405.0,784.0,11.0,280.0,3157.0,0.0,147.0,290.0,1764.0,96.0,0.0,1130.0,1.0,0.0
557.0,138.0,58.0,1.0,125.0,281.0,0.0,70.0,1971.0,0.0,25.0,80.0,3849.0,22.0,0.0,2819.0,4.0,0.0
200.0,35.0,14.0,0.0,21.0,63.0,0.0,13.0,991.0,0.0,3.0,5.0,3209.0,1.0,0.0,5331.0,114.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,0.0,38.0,76.0,9843.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9044.0,0.0,38.0,918.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,918.0,0.0,0.0,9082.0
