Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Red Bull Bragantino,Vasco da Gama,Coritiba,Vitória,Cruzeiro,Botafogo,Atlético-MG,Internacional,Santos,Corinthians,Grêmio,Mirassol,Remo,Chapecoense
6437.0,3335.0,146.0,47.0,27.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3073.0,5448.0,829.0,335.0,179.0,24.0,23.0,26.0,22.0,5.0,9.0,3.0,4.0,10.0,8.0,2.0,0.0,0.0,0.0,0.0
379.0,891.0,3965.0,2003.0,1350.0,229.0,201.0,237.0,248.0,60.0,73.0,56.0,55.0,118.0,82.0,27.0,25.0,1.0,0.0,0.0
91.0,209.0,2053.0,2433.0,1807.0,554.0,523.0,503.0,555.0,144.0,194.0,161.0,120.0,284.0,194.0,87.0,84.0,2.0,2.0,0.0
9.0,62.0,1156.0,1658.0,1770.0,821.0,770.0,724.0,806.0,250.0,305.0,304.0,225.0,448.0,330.0,199.0,156.0,4.0,3.0,0.0
9.0,29.0,682.0,1088.0,1279.0,1041.0,894.0,915.0,906.0,364.0,406.0,513.0,365.0,605.0,424.0,255.0,209.0,11.0,5.0,0.0
2.0,16.0,375.0,701.0,856.0,1080.0,955.0,908.0,984.0,474.0,574.0,569.0,445.0,748.0,608.0,358.0,307.0,30.0,10.0,0.0
0.0,8.0,288.0,524.0,692.0,928.0,979.0,933.0,956.0,662.0,572.0,682.0,525.0,775.0,642.0,431.0,351.0,44.0,8.0,0.0
0.0,1.0,174.0,374.0,548.0,948.0,887.0,906.0,858.0,651.0,610.0,750.0,633.0,828.0,739.0,559.0,457.0,51.0,26.0,0.0
0.0,1.0,129.0,251.0,405.0,810.0,856.0,833.0,853.0,757.0,704.0,783.0,715.0,875.0,737.0,615.0,558.0,72.0,46.0,0.0
0.0,0.0,74.0,174.0,325.0,702.0,776.0,767.0,763.0,830.0,749.0,894.0,724.0,845.0,809.0,747.0,634.0,116.0,71.0,0.0
0.0,0.0,55.0,143.0,253.0,647.0,713.0,717.0,696.0,836.0,780.0,850.0,838.0,795.0,843.0,810.0,746.0,170.0,107.0,1.0
0.0,0.0,35.0,105.0,181.0,639.0,619.0,648.0,598.0,910.0,814.0,874.0,859.0,779.0,857.0,903.0,829.0,217.0,130.0,3.0
0.0,0.0,15.0,68.0,146.0,518.0,514.0,553.0,546.0,904.0,832.0,806.0,959.0,737.0,873.0,976.0,992.0,337.0,220.0,4.0
0.0,0.0,10.0,49.0,83.0,398.0,461.0,474.0,429.0,905.0,902.0,821.0,935.0,685.0,871.0,1037.0,1072.0,503.0,355.0,10.0
0.0,0.0,5.0,29.0,62.0,336.0,389.0,403.0,359.0,897.0,917.0,756.0,954.0,573.0,734.0,1050.0,1160.0,768.0,592.0,16.0
0.0,0.0,8.0,13.0,23.0,198.0,266.0,264.0,247.0,764.0,798.0,648.0,933.0,490.0,698.0,1031.0,1214.0,1355.0,977.0,73.0
0.0,0.0,1.0,4.0,14.0,98.0,134.0,142.0,131.0,439.0,550.0,370.0,502.0,298.0,405.0,647.0,856.0,2874.0,2261.0,274.0
0.0,0.0,0.0,1.0,0.0,26.0,35.0,46.0,41.0,131.0,200.0,150.0,194.0,100.0,131.0,250.0,313.0,2850.0,4311.0,1221.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,16.0,10.0,10.0,15.0,7.0,14.0,16.0,37.0,595.0,876.0,8398.0
