Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Cruzeiro,Bahia,Corinthians,Red Bull Bragantino,Botafogo,Coritiba,Atlético-MG,São Paulo,Vitória,Grêmio,Mirassol,Internacional,Santos,Vasco da Gama,Remo,Chapecoense
6076.0,3896.0,26.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3776.0,5875.0,268.0,48.0,18.0,4.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138.0,208.0,5651.0,1793.0,720.0,281.0,133.0,92.0,760.0,18.0,161.0,28.0,0.0,2.0,14.0,0.0,0.0,1.0,0.0,0.0
7.0,16.0,2031.0,2713.0,1352.0,778.0,517.0,272.0,1576.0,101.0,463.0,121.0,4.0,19.0,28.0,0.0,1.0,0.0,1.0,0.0
3.0,4.0,981.0,1900.0,1525.0,1195.0,798.0,506.0,1770.0,207.0,722.0,234.0,6.0,61.0,75.0,3.0,5.0,5.0,0.0,0.0
0.0,1.0,526.0,1289.0,1520.0,1326.0,1129.0,761.0,1498.0,325.0,930.0,406.0,11.0,95.0,140.0,23.0,13.0,6.0,1.0,0.0
0.0,0.0,262.0,870.0,1335.0,1377.0,1210.0,986.0,1250.0,501.0,1125.0,545.0,36.0,188.0,237.0,26.0,17.0,29.0,6.0,0.0
0.0,0.0,122.0,583.0,1115.0,1279.0,1272.0,1104.0,972.0,699.0,1134.0,788.0,88.0,282.0,390.0,73.0,44.0,45.0,10.0,0.0
0.0,0.0,69.0,342.0,816.0,1094.0,1187.0,1214.0,780.0,928.0,1170.0,1013.0,158.0,430.0,521.0,111.0,75.0,72.0,20.0,0.0
0.0,0.0,37.0,236.0,608.0,849.0,1125.0,1232.0,535.0,1077.0,1151.0,1130.0,234.0,627.0,665.0,199.0,115.0,124.0,56.0,0.0
0.0,0.0,16.0,99.0,421.0,671.0,864.0,1074.0,330.0,1271.0,1046.0,1246.0,387.0,779.0,918.0,354.0,183.0,232.0,109.0,0.0
0.0,0.0,7.0,81.0,273.0,481.0,670.0,899.0,233.0,1239.0,780.0,1246.0,466.0,1090.0,1118.0,504.0,316.0,379.0,218.0,0.0
0.0,0.0,3.0,21.0,140.0,290.0,449.0,711.0,142.0,1219.0,524.0,1062.0,795.0,1275.0,1290.0,731.0,469.0,576.0,303.0,0.0
0.0,0.0,1.0,14.0,85.0,174.0,300.0,474.0,71.0,901.0,361.0,763.0,992.0,1355.0,1325.0,1133.0,747.0,812.0,491.0,1.0
0.0,0.0,0.0,5.0,44.0,105.0,186.0,323.0,45.0,631.0,235.0,618.0,1293.0,1253.0,1081.0,1253.0,940.0,1152.0,834.0,2.0
0.0,0.0,0.0,4.0,20.0,61.0,98.0,194.0,19.0,435.0,118.0,398.0,1399.0,983.0,902.0,1528.0,1320.0,1336.0,1183.0,2.0
0.0,0.0,0.0,1.0,5.0,26.0,43.0,86.0,5.0,251.0,55.0,225.0,1499.0,785.0,652.0,1447.0,1644.0,1627.0,1636.0,13.0
0.0,0.0,0.0,0.0,3.0,8.0,17.0,59.0,3.0,140.0,19.0,134.0,1478.0,498.0,428.0,1405.0,1853.0,1778.0,2114.0,63.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,0.0,57.0,6.0,42.0,1128.0,274.0,211.0,1167.0,2194.0,1773.0,2895.0,238.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0,4.0,5.0,43.0,64.0,53.0,123.0,9681.0
