Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,TSG Hoffenheim,Bayer Leverkusen,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,FC Augsburg,Mainz,Hamburg SV,Borussia Mönchengladbach,Werder Bremen,FC Cologne,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9826.0,105.0,33.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,158.0,5020.0,2708.0,1816.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,2677.0,3951.0,2531.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1661.0,2406.0,3753.0,2177.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,536.0,901.0,1860.0,6603.0,82.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,4.0,92.0,6043.0,3295.0,210.0,119.0,118.0,69.0,42.0,2.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,2799.0,4867.0,827.0,414.0,543.0,284.0,205.0,24.0,31.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,724.0,1276.0,2523.0,1335.0,1910.0,1004.0,889.0,149.0,178.0,12.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,229.0,390.0,2019.0,1589.0,2140.0,1490.0,1303.0,389.0,412.0,38.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,97.0,120.0,1636.0,1700.0,1860.0,1677.0,1478.0,619.0,712.0,96.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,21.0,30.0,1220.0,1589.0,1410.0,1784.0,1692.0,955.0,1079.0,202.0,18.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,772.0,1443.0,1022.0,1537.0,1691.0,1470.0,1582.0,432.0,44.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,1072.0,601.0,1236.0,1458.0,2032.0,2130.0,838.0,116.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,621.0,304.0,712.0,939.0,2858.0,2220.0,1778.0,338.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,115.0,90.0,199.0,279.0,1370.0,1446.0,4833.0,1587.0,35.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,24.0,131.0,203.0,1722.0,7501.0,406.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,47.0,390.0,9559.0
