Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9753.0,179.0,60.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231.0,5873.0,2670.0,1119.0,87.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2606.0,3796.0,2894.0,513.0,172.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1045.0,2391.0,3873.0,1806.0,849.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,257.0,844.0,1552.0,4493.0,2528.0,326.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,38.0,232.0,520.0,2682.0,5334.0,1186.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,7.0,33.0,418.0,1076.0,8006.0,331.0,93.0,21.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,19.0,398.0,6060.0,1938.0,807.0,763.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,42.0,2227.0,3858.0,2123.0,1618.0,16.0,63.0,47.0,1.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,971.0,2493.0,3179.0,2789.0,64.0,238.0,197.0,24.0,39.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,1416.0,2827.0,3497.0,252.0,787.0,589.0,74.0,173.0,4.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,156.0,701.0,919.0,1296.0,3086.0,2100.0,530.0,1032.0,72.0,81.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0,245.0,308.0,1996.0,2357.0,2275.0,967.0,1428.0,162.0,219.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,73.0,67.0,2242.0,1627.0,1894.0,1522.0,1819.0,333.0,419.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,23.0,2140.0,1026.0,1439.0,1939.0,2027.0,676.0,709.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1445.0,559.0,1017.0,2499.0,1809.0,1329.0,1334.0,0.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,476.0,193.0,346.0,1670.0,1102.0,3179.0,2981.0,1.0,51.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,57.0,90.0,768.0,562.0,4089.0,4110.0,22.0,230.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,155.0,137.0,3330.0,6365.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6647.0,3351.0
