Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9395.0,605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604.0,9283.0,94.0,6.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,110.0,6649.0,821.0,1352.0,889.0,160.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1910.0,2468.0,2989.0,1972.0,526.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,811.0,2782.0,2497.0,2301.0,1198.0,404.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,384.0,2103.0,1958.0,2486.0,2128.0,900.0,10.0,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,135.0,1388.0,953.0,1607.0,3596.0,2071.0,73.0,144.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,399.0,233.0,687.0,2161.0,4587.0,603.0,1004.0,295.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,32.0,7.0,49.0,198.0,1274.0,2876.0,3947.0,1428.0,62.0,121.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,1.0,6.0,30.0,441.0,3225.0,2850.0,2807.0,213.0,393.0,26.0,7.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,153.0,2528.0,1593.0,3861.0,716.0,995.0,106.0,43.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,575.0,364.0,1159.0,2925.0,3918.0,685.0,322.0,34.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,99.0,58.0,367.0,3851.0,2962.0,1593.0,909.0,159.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,47.0,1706.0,1253.0,3553.0,2720.0,705.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,475.0,322.0,3036.0,4039.0,2088.0,34.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,30.0,977.0,1936.0,6428.0,513.0,73.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,567.0,7308.0,2083.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2142.0,7841.0
