Coventry City,Middlesbrough,Ipswich Town,Millwall,Hull City,Southampton,Wrexham,Derby County,Watford,Norwich City,Birmingham City,Queens Park Rangers,Preston North End,Swansea City,Stoke City,Bristol City,Sheffield United,Charlton Athletic,Blackburn Rovers,West Bromwich Albion,Portsmouth,Leicester City,Oxford United,Sheffield Wednesday
9913.0,35.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,4461.0,4487.0,883.0,51.0,31.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,3715.0,3479.0,2218.0,305.0,245.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1460.0,1443.0,4441.0,1200.0,1129.0,276.0,49.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,266.0,412.0,1668.0,2963.0,3044.0,1220.0,408.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.0,112.0,630.0,2998.0,2825.0,2212.0,1016.0,86.0,44.0,16.0,3.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,12.0,13.0,137.0,1686.0,1751.0,3520.0,2081.0,368.0,252.0,85.0,26.0,8.0,9.0,28.0,4.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,21.0,639.0,733.0,1927.0,3775.0,1226.0,754.0,322.0,160.0,85.0,44.0,162.0,27.0,102.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,130.0,187.0,553.0,1459.0,2744.0,1887.0,890.0,443.0,285.0,219.0,490.0,165.0,435.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,23.0,46.0,164.0,667.0,1988.0,1847.0,1425.0,746.0,543.0,434.0,922.0,368.0,659.0,167.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,7.0,62.0,307.0,1287.0,1553.0,1526.0,905.0,767.0,630.0,1155.0,525.0,922.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,27.0,146.0,919.0,1152.0,1336.0,1039.0,895.0,790.0,1407.0,739.0,1072.0,469.0,1.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,53.0,555.0,845.0,1216.0,1185.0,1104.0,990.0,1355.0,916.0,1161.0,599.0,2.0,14.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,376.0,663.0,1082.0,1224.0,1242.0,1091.0,1228.0,1007.0,1194.0,831.0,4.0,23.0,6.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,242.0,426.0,791.0,1241.0,1310.0,1289.0,1082.0,1249.0,1201.0,1073.0,18.0,51.0,8.0,10.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,119.0,294.0,630.0,1180.0,1341.0,1390.0,954.0,1358.0,1187.0,1331.0,33.0,111.0,34.0,31.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,187.0,409.0,1050.0,1209.0,1516.0,711.0,1553.0,1032.0,1715.0,112.0,293.0,53.0,86.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,72.0,230.0,692.0,925.0,1291.0,402.0,1591.0,768.0,2334.0,320.0,780.0,182.0,349.0,51.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,36.0,97.0,235.0,265.0,83.0,410.0,207.0,735.0,1942.0,3078.0,803.0,1734.0,358.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,9.0,48.0,31.0,15.0,78.0,39.0,196.0,2227.0,2518.0,1563.0,2276.0,994.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,10.0,5.0,58.0,2399.0,1759.0,1928.0,2061.0,1767.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,1943.0,1006.0,2418.0,1984.0,2643.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,999.0,360.0,3004.0,1465.0,4171.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
