utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-09-29T16:30:00Z,5,FINISHED,Parma Calcio 1913,Torino FC,2,1,HOME_TEAM
2025-09-29T18:45:00Z,5,FINISHED,Genoa CFC,SS Lazio,0,3,AWAY_TEAM
2025-10-03T18:45:00Z,6,FINISHED,Hellas Verona FC,US Sassuolo Calcio,0,1,AWAY_TEAM
2025-10-04T13:00:00Z,6,FINISHED,SS Lazio,Torino FC,3,3,DRAW
2025-10-04T13:00:00Z,6,FINISHED,Parma Calcio 1913,US Lecce,0,1,AWAY_TEAM
2025-10-04T16:00:00Z,6,FINISHED,FC Internazionale Milano,US Cremonese,4,1,HOME_TEAM
2025-10-04T18:45:00Z,6,FINISHED,Atalanta BC,Como 1907,1,1,DRAW
2025-10-05T10:30:00Z,6,FINISHED,Udinese Calcio,Cagliari Calcio,1,1,DRAW
2025-10-05T13:00:00Z,6,FINISHED,ACF Fiorentina,AS Roma,1,2,AWAY_TEAM
2025-10-05T13:00:00Z,6,FINISHED,Bologna FC 1909,AC Pisa 1909,4,0,HOME_TEAM
2025-10-05T16:00:00Z,6,FINISHED,SSC Napoli,Genoa CFC,2,1,HOME_TEAM
2025-10-05T18:45:00Z,6,FINISHED,Juventus FC,AC Milan,0,0,DRAW
2025-10-18T13:00:00Z,7,FINISHED,AC Pisa 1909,Hellas Verona FC,0,0,DRAW
2025-10-18T13:00:00Z,7,FINISHED,US Lecce,US Sassuolo Calcio,0,0,DRAW
2025-10-18T16:00:00Z,7,FINISHED,Torino FC,SSC Napoli,1,0,HOME_TEAM
2025-10-18T18:45:00Z,7,FINISHED,AS Roma,FC Internazionale Milano,0,1,AWAY_TEAM
2025-10-19T10:30:00Z,7,FINISHED,Como 1907,Juventus FC,2,0,HOME_TEAM
2025-10-19T13:00:00Z,7,FINISHED,Cagliari Calcio,Bologna FC 1909,0,2,AWAY_TEAM
2025-10-19T13:00:00Z,7,FINISHED,Genoa CFC,Parma Calcio 1913,0,0,DRAW
2025-10-19T16:00:00Z,7,FINISHED,Atalanta BC,SS Lazio,0,0,DRAW
2025-10-19T18:45:00Z,7,FINISHED,AC Milan,ACF Fiorentina,2,1,HOME_TEAM
2025-10-20T18:45:00Z,7,FINISHED,US Cremonese,Udinese Calcio,1,1,DRAW
2025-10-24T18:45:00Z,8,FINISHED,AC Milan,AC Pisa 1909,2,2,DRAW
2025-10-25T13:00:00Z,8,FINISHED,Parma Calcio 1913,Como 1907,0,0,DRAW
2025-10-25T13:00:00Z,8,FINISHED,Udinese Calcio,US Lecce,3,2,HOME_TEAM
2025-10-25T16:00:00Z,8,FINISHED,SSC Napoli,FC Internazionale Milano,3,1,HOME_TEAM
2025-10-25T18:45:00Z,8,FINISHED,US Cremonese,Atalanta BC,1,1,DRAW
2025-10-26T11:30:00Z,8,FINISHED,Torino FC,Genoa CFC,2,1,HOME_TEAM
2025-10-26T14:00:00Z,8,FINISHED,Hellas Verona FC,Cagliari Calcio,2,2,DRAW
2025-10-26T14:00:00Z,8,FINISHED,US Sassuolo Calcio,AS Roma,0,1,AWAY_TEAM
2025-10-26T17:00:00Z,8,FINISHED,ACF Fiorentina,Bologna FC 1909,2,2,DRAW
2025-10-26T19:45:00Z,8,FINISHED,SS Lazio,Juventus FC,1,0,HOME_TEAM
2025-10-28T17:30:00Z,9,FINISHED,US Lecce,SSC Napoli,0,1,AWAY_TEAM
2025-10-28T19:45:00Z,9,FINISHED,Atalanta BC,AC Milan,1,1,DRAW
2025-10-29T17:30:00Z,9,FINISHED,AS Roma,Parma Calcio 1913,2,1,HOME_TEAM
2025-10-29T17:30:00Z,9,FINISHED,Como 1907,Hellas Verona FC,3,1,HOME_TEAM
2025-10-29T17:30:00Z,9,FINISHED,Juventus FC,Udinese Calcio,3,1,HOME_TEAM
2025-10-29T19:45:00Z,9,FINISHED,Genoa CFC,US Cremonese,0,2,AWAY_TEAM
2025-10-29T19:45:00Z,9,FINISHED,Bologna FC 1909,Torino FC,0,0,DRAW
2025-10-29T19:45:00Z,9,FINISHED,FC Internazionale Milano,ACF Fiorentina,3,0,HOME_TEAM
2025-10-30T17:30:00Z,9,FINISHED,Cagliari Calcio,US Sassuolo Calcio,1,2,AWAY_TEAM
2025-10-30T19:45:00Z,9,FINISHED,AC Pisa 1909,SS Lazio,0,0,DRAW
2025-11-01T14:00:00Z,10,FINISHED,Udinese Calcio,Atalanta BC,1,0,HOME_TEAM
2025-11-01T17:00:00Z,10,FINISHED,SSC Napoli,Como 1907,0,0,DRAW
2025-11-01T19:45:00Z,10,FINISHED,US Cremonese,Juventus FC,1,2,AWAY_TEAM
2025-11-02T11:30:00Z,10,FINISHED,Hellas Verona FC,FC Internazionale Milano,1,2,AWAY_TEAM
2025-11-02T14:00:00Z,10,FINISHED,ACF Fiorentina,US Lecce,0,1,AWAY_TEAM
2025-11-02T14:00:00Z,10,FINISHED,Torino FC,AC Pisa 1909,2,2,DRAW
2025-11-02T17:00:00Z,10,FINISHED,Parma Calcio 1913,Bologna FC 1909,1,3,AWAY_TEAM
2025-11-02T19:45:00Z,10,FINISHED,AC Milan,AS Roma,1,0,HOME_TEAM
2025-11-03T17:30:00Z,10,FINISHED,US Sassuolo Calcio,Genoa CFC,1,2,AWAY_TEAM
2025-11-03T19:45:00Z,10,FINISHED,SS Lazio,Cagliari Calcio,2,0,HOME_TEAM
2025-11-07T19:45:00Z,11,FINISHED,AC Pisa 1909,US Cremonese,1,0,HOME_TEAM
2025-11-08T14:00:00Z,11,FINISHED,Como 1907,Cagliari Calcio,0,0,DRAW
2025-11-08T14:00:00Z,11,FINISHED,US Lecce,Hellas Verona FC,0,0,DRAW
2025-11-08T17:00:00Z,11,FINISHED,Juventus FC,Torino FC,0,0,DRAW
2025-11-08T19:45:00Z,11,FINISHED,Parma Calcio 1913,AC Milan,2,2,DRAW
2025-11-09T11:30:00Z,11,FINISHED,Atalanta BC,US Sassuolo Calcio,0,3,AWAY_TEAM
2025-11-09T14:00:00Z,11,FINISHED,Genoa CFC,ACF Fiorentina,2,2,DRAW
2025-11-09T14:00:00Z,11,FINISHED,Bologna FC 1909,SSC Napoli,2,0,HOME_TEAM
2025-11-09T17:00:00Z,11,FINISHED,AS Roma,Udinese Calcio,2,0,HOME_TEAM
2025-11-09T19:45:00Z,11,FINISHED,FC Internazionale Milano,SS Lazio,2,0,HOME_TEAM
2025-11-22T14:00:00Z,12,FINISHED,Cagliari Calcio,Genoa CFC,3,3,DRAW
2025-11-22T14:00:00Z,12,FINISHED,Udinese Calcio,Bologna FC 1909,0,3,AWAY_TEAM
2025-11-22T17:00:00Z,12,FINISHED,ACF Fiorentina,Juventus FC,1,1,DRAW
2025-11-22T19:45:00Z,12,FINISHED,SSC Napoli,Atalanta BC,3,1,HOME_TEAM
2025-11-23T11:30:00Z,12,FINISHED,Hellas Verona FC,Parma Calcio 1913,1,2,AWAY_TEAM
2025-11-23T14:00:00Z,12,FINISHED,US Cremonese,AS Roma,1,3,AWAY_TEAM
2025-11-23T17:00:00Z,12,FINISHED,SS Lazio,US Lecce,2,0,HOME_TEAM
2025-11-23T19:45:00Z,12,FINISHED,FC Internazionale Milano,AC Milan,0,1,AWAY_TEAM
2025-11-24T17:30:00Z,12,FINISHED,Torino FC,Como 1907,1,5,AWAY_TEAM
2025-11-24T19:45:00Z,12,FINISHED,US Sassuolo Calcio,AC Pisa 1909,2,2,DRAW
2025-11-28T19:45:00Z,13,FINISHED,Como 1907,US Sassuolo Calcio,2,0,HOME_TEAM
2025-11-29T14:00:00Z,13,FINISHED,Genoa CFC,Hellas Verona FC,2,1,HOME_TEAM
2025-11-29T14:00:00Z,13,FINISHED,Parma Calcio 1913,Udinese Calcio,0,2,AWAY_TEAM
2025-11-29T17:00:00Z,13,FINISHED,Juventus FC,Cagliari Calcio,2,1,HOME_TEAM
2025-11-29T19:45:00Z,13,FINISHED,AC Milan,SS Lazio,1,0,HOME_TEAM
2025-11-30T11:30:00Z,13,FINISHED,US Lecce,Torino FC,2,1,HOME_TEAM
2025-11-30T14:00:00Z,13,FINISHED,AC Pisa 1909,FC Internazionale Milano,0,2,AWAY_TEAM
2025-11-30T17:00:00Z,13,FINISHED,Atalanta BC,ACF Fiorentina,2,0,HOME_TEAM
2025-11-30T19:45:00Z,13,FINISHED,AS Roma,SSC Napoli,0,1,AWAY_TEAM
2025-12-01T19:45:00Z,13,FINISHED,Bologna FC 1909,US Cremonese,1,3,AWAY_TEAM
2025-12-06T14:00:00Z,14,FINISHED,US Sassuolo Calcio,ACF Fiorentina,3,1,HOME_TEAM
2025-12-06T17:00:00Z,14,FINISHED,FC Internazionale Milano,Como 1907,4,0,HOME_TEAM
2025-12-06T19:45:00Z,14,FINISHED,Hellas Verona FC,Atalanta BC,3,1,HOME_TEAM
2025-12-07T11:30:00Z,14,FINISHED,US Cremonese,US Lecce,2,0,HOME_TEAM
2025-12-07T14:00:00Z,14,FINISHED,Cagliari Calcio,AS Roma,1,0,HOME_TEAM
2025-12-07T17:00:00Z,14,FINISHED,SS Lazio,Bologna FC 1909,1,1,DRAW
2025-12-07T19:45:00Z,14,FINISHED,SSC Napoli,Juventus FC,2,1,HOME_TEAM
2025-12-08T14:00:00Z,14,FINISHED,AC Pisa 1909,Parma Calcio 1913,0,1,AWAY_TEAM
2025-12-08T17:00:00Z,14,FINISHED,Udinese Calcio,Genoa CFC,1,2,AWAY_TEAM
2025-12-08T19:45:00Z,14,FINISHED,Torino FC,AC Milan,2,3,AWAY_TEAM
2025-12-12T19:45:00Z,15,FINISHED,US Lecce,AC Pisa 1909,1,0,HOME_TEAM
2025-12-13T14:00:00Z,15,FINISHED,Torino FC,US Cremonese,1,0,HOME_TEAM
2025-12-13T17:00:00Z,15,FINISHED,Parma Calcio 1913,SS Lazio,0,1,AWAY_TEAM
2025-12-13T19:45:00Z,15,FINISHED,Atalanta BC,Cagliari Calcio,2,1,HOME_TEAM
2025-12-14T11:30:00Z,15,FINISHED,AC Milan,US Sassuolo Calcio,2,2,DRAW
2025-12-14T14:00:00Z,15,FINISHED,ACF Fiorentina,Hellas Verona FC,1,2,AWAY_TEAM
2025-12-14T14:00:00Z,15,FINISHED,Udinese Calcio,SSC Napoli,1,0,HOME_TEAM
2025-12-14T17:00:00Z,15,FINISHED,Genoa CFC,FC Internazionale Milano,1,2,AWAY_TEAM
2025-12-14T19:45:00Z,15,FINISHED,Bologna FC 1909,Juventus FC,0,1,AWAY_TEAM
2025-12-15T19:45:00Z,15,FINISHED,AS Roma,Como 1907,1,0,HOME_TEAM
2025-12-20T17:00:00Z,16,FINISHED,SS Lazio,US Cremonese,0,0,DRAW
2025-12-20T19:45:00Z,16,FINISHED,Juventus FC,AS Roma,2,1,HOME_TEAM
2025-12-21T11:30:00Z,16,FINISHED,Cagliari Calcio,AC Pisa 1909,2,2,DRAW
2025-12-21T14:00:00Z,16,FINISHED,US Sassuolo Calcio,Torino FC,0,1,AWAY_TEAM
2025-12-21T17:00:00Z,16,FINISHED,ACF Fiorentina,Udinese Calcio,5,1,HOME_TEAM
2025-12-21T19:45:00Z,16,FINISHED,Genoa CFC,Atalanta BC,0,1,AWAY_TEAM
2025-12-27T11:30:00Z,17,FINISHED,Parma Calcio 1913,ACF Fiorentina,1,0,HOME_TEAM
2025-12-27T14:00:00Z,17,FINISHED,Torino FC,Cagliari Calcio,1,2,AWAY_TEAM
2025-12-27T14:00:00Z,17,FINISHED,US Lecce,Como 1907,0,3,AWAY_TEAM
2025-12-27T17:00:00Z,17,FINISHED,Udinese Calcio,SS Lazio,1,1,DRAW
2025-12-27T19:45:00Z,17,FINISHED,AC Pisa 1909,Juventus FC,0,2,AWAY_TEAM
2025-12-28T11:30:00Z,17,FINISHED,AC Milan,Hellas Verona FC,3,0,HOME_TEAM
2025-12-28T14:00:00Z,17,FINISHED,US Cremonese,SSC Napoli,0,2,AWAY_TEAM
2025-12-28T17:00:00Z,17,FINISHED,Bologna FC 1909,US Sassuolo Calcio,1,1,DRAW
2025-12-28T19:45:00Z,17,FINISHED,Atalanta BC,FC Internazionale Milano,0,1,AWAY_TEAM
2025-12-29T19:45:00Z,17,FINISHED,AS Roma,Genoa CFC,3,1,HOME_TEAM
2026-01-02T19:45:00Z,18,FINISHED,Cagliari Calcio,AC Milan,0,1,AWAY_TEAM
2026-01-03T11:30:00Z,18,FINISHED,Como 1907,Udinese Calcio,1,0,HOME_TEAM
2026-01-03T14:00:00Z,18,FINISHED,Genoa CFC,AC Pisa 1909,1,1,DRAW
2026-01-03T14:00:00Z,18,FINISHED,US Sassuolo Calcio,Parma Calcio 1913,1,1,DRAW
2026-01-03T17:00:00Z,18,FINISHED,Juventus FC,US Lecce,1,1,DRAW
2026-01-03T19:45:00Z,18,FINISHED,Atalanta BC,AS Roma,1,0,HOME_TEAM
2026-01-04T11:30:00Z,18,FINISHED,SS Lazio,SSC Napoli,0,2,AWAY_TEAM
2026-01-04T14:00:00Z,18,FINISHED,ACF Fiorentina,US Cremonese,1,0,HOME_TEAM
2026-01-04T17:00:00Z,18,FINISHED,Hellas Verona FC,Torino FC,0,3,AWAY_TEAM
2026-01-04T19:45:00Z,18,FINISHED,FC Internazionale Milano,Bologna FC 1909,3,1,HOME_TEAM
2026-01-06T14:00:00Z,19,FINISHED,AC Pisa 1909,Como 1907,0,3,AWAY_TEAM
2026-01-06T17:00:00Z,19,FINISHED,US Lecce,AS Roma,0,2,AWAY_TEAM
2026-01-06T19:45:00Z,19,FINISHED,US Sassuolo Calcio,Juventus FC,0,3,AWAY_TEAM
2026-01-07T17:30:00Z,19,FINISHED,Bologna FC 1909,Atalanta BC,0,2,AWAY_TEAM
2026-01-07T17:30:00Z,19,FINISHED,SSC Napoli,Hellas Verona FC,2,2,DRAW
2026-01-07T19:45:00Z,19,FINISHED,Torino FC,Udinese Calcio,1,2,AWAY_TEAM
2026-01-07T19:45:00Z,19,FINISHED,SS Lazio,ACF Fiorentina,2,2,DRAW
2026-01-07T19:45:00Z,19,FINISHED,Parma Calcio 1913,FC Internazionale Milano,0,2,AWAY_TEAM
2026-01-08T17:30:00Z,19,FINISHED,US Cremonese,Cagliari Calcio,2,2,DRAW
2026-01-08T19:45:00Z,19,FINISHED,AC Milan,Genoa CFC,1,1,DRAW
2026-01-10T14:00:00Z,20,FINISHED,Como 1907,Bologna FC 1909,1,1,DRAW
2026-01-10T14:00:00Z,20,FINISHED,Udinese Calcio,AC Pisa 1909,2,2,DRAW
2026-01-10T17:00:00Z,20,FINISHED,AS Roma,US Sassuolo Calcio,2,0,HOME_TEAM
2026-01-10T19:45:00Z,20,FINISHED,Atalanta BC,Torino FC,2,0,HOME_TEAM
2026-01-11T11:30:00Z,20,FINISHED,US Lecce,Parma Calcio 1913,1,2,AWAY_TEAM
2026-01-11T14:00:00Z,20,FINISHED,ACF Fiorentina,AC Milan,1,1,DRAW
2026-01-11T17:00:00Z,20,FINISHED,Hellas Verona FC,SS Lazio,0,1,AWAY_TEAM
2026-01-11T19:45:00Z,20,FINISHED,FC Internazionale Milano,SSC Napoli,2,2,DRAW
2026-01-12T17:30:00Z,20,FINISHED,Genoa CFC,Cagliari Calcio,3,0,HOME_TEAM
2026-01-12T19:45:00Z,20,FINISHED,Juventus FC,US Cremonese,5,0,HOME_TEAM
2026-01-14T17:30:00Z,16,FINISHED,SSC Napoli,Parma Calcio 1913,0,0,DRAW
2026-01-14T19:45:00Z,16,FINISHED,FC Internazionale Milano,US Lecce,1,0,HOME_TEAM
2026-01-15T17:30:00Z,16,FINISHED,Hellas Verona FC,Bologna FC 1909,2,3,AWAY_TEAM
2026-01-15T19:45:00Z,16,FINISHED,Como 1907,AC Milan,1,3,AWAY_TEAM
2026-01-16T19:45:00Z,21,FINISHED,AC Pisa 1909,Atalanta BC,1,1,DRAW
2026-01-17T14:00:00Z,21,FINISHED,Udinese Calcio,FC Internazionale Milano,0,1,AWAY_TEAM
2026-01-17T17:00:00Z,21,FINISHED,SSC Napoli,US Sassuolo Calcio,1,0,HOME_TEAM
2026-01-17T19:45:00Z,21,FINISHED,Cagliari Calcio,Juventus FC,1,0,HOME_TEAM
2026-01-18T11:30:00Z,21,FINISHED,Parma Calcio 1913,Genoa CFC,0,0,DRAW
2026-01-18T14:00:00Z,21,FINISHED,Bologna FC 1909,ACF Fiorentina,1,2,AWAY_TEAM
2026-01-18T17:00:00Z,21,FINISHED,Torino FC,AS Roma,0,2,AWAY_TEAM
2026-01-18T19:45:00Z,21,FINISHED,AC Milan,US Lecce,1,0,HOME_TEAM
2026-01-19T17:30:00Z,21,FINISHED,US Cremonese,Hellas Verona FC,0,0,DRAW
2026-01-19T19:45:00Z,21,FINISHED,SS Lazio,Como 1907,0,3,AWAY_TEAM
2026-01-23T19:45:00Z,22,FINISHED,FC Internazionale Milano,AC Pisa 1909,6,2,HOME_TEAM
2026-01-24T14:00:00Z,22,FINISHED,Como 1907,Torino FC,6,0,HOME_TEAM
2026-01-24T17:00:00Z,22,FINISHED,ACF Fiorentina,Cagliari Calcio,1,2,AWAY_TEAM
2026-01-24T19:45:00Z,22,FINISHED,US Lecce,SS Lazio,0,0,DRAW
2026-01-25T11:30:00Z,22,FINISHED,US Sassuolo Calcio,US Cremonese,1,0,HOME_TEAM
2026-01-25T14:00:00Z,22,FINISHED,Atalanta BC,Parma Calcio 1913,4,0,HOME_TEAM
2026-01-25T14:00:00Z,22,FINISHED,Genoa CFC,Bologna FC 1909,3,2,HOME_TEAM
2026-01-25T17:00:00Z,22,FINISHED,Juventus FC,SSC Napoli,3,0,HOME_TEAM
2026-01-25T19:45:00Z,22,FINISHED,AS Roma,AC Milan,1,1,DRAW
2026-01-26T19:45:00Z,22,FINISHED,Hellas Verona FC,Udinese Calcio,1,3,AWAY_TEAM
2026-01-30T19:45:00Z,23,FINISHED,SS Lazio,Genoa CFC,3,2,HOME_TEAM
2026-01-31T14:00:00Z,23,FINISHED,AC Pisa 1909,US Sassuolo Calcio,1,3,AWAY_TEAM
2026-01-31T17:00:00Z,23,FINISHED,SSC Napoli,ACF Fiorentina,2,1,HOME_TEAM
2026-01-31T19:45:00Z,23,FINISHED,Cagliari Calcio,Hellas Verona FC,4,0,HOME_TEAM
2026-02-01T11:30:00Z,23,FINISHED,Torino FC,US Lecce,1,0,HOME_TEAM
2026-02-01T14:00:00Z,23,FINISHED,Como 1907,Atalanta BC,0,0,DRAW
2026-02-01T17:00:00Z,23,FINISHED,US Cremonese,FC Internazionale Milano,0,2,AWAY_TEAM
2026-02-01T19:45:00Z,23,FINISHED,Parma Calcio 1913,Juventus FC,1,4,AWAY_TEAM
2026-02-02T19:45:00Z,23,FINISHED,Udinese Calcio,AS Roma,1,0,HOME_TEAM
2026-02-03T19:45:00Z,23,FINISHED,Bologna FC 1909,AC Milan,0,3,AWAY_TEAM
2026-02-06T19:45:00Z,24,FINISHED,Hellas Verona FC,AC Pisa 1909,0,0,DRAW
2026-02-07T17:00:00Z,24,FINISHED,Genoa CFC,SSC Napoli,2,3,AWAY_TEAM
2026-02-07T19:45:00Z,24,FINISHED,ACF Fiorentina,Torino FC,2,2,DRAW
2026-02-08T11:30:00Z,24,FINISHED,Bologna FC 1909,Parma Calcio 1913,0,1,AWAY_TEAM
2026-02-08T14:00:00Z,24,FINISHED,US Lecce,Udinese Calcio,2,1,HOME_TEAM
2026-02-08T17:00:00Z,24,FINISHED,US Sassuolo Calcio,FC Internazionale Milano,0,5,AWAY_TEAM
2026-02-08T19:45:00Z,24,FINISHED,Juventus FC,SS Lazio,2,2,DRAW
2026-02-09T17:30:00Z,24,FINISHED,Atalanta BC,US Cremonese,2,1,HOME_TEAM
2026-02-09T19:45:00Z,24,FINISHED,AS Roma,Cagliari Calcio,2,0,HOME_TEAM
2026-02-13T19:45:00Z,25,FINISHED,AC Pisa 1909,AC Milan,1,2,AWAY_TEAM
2026-02-14T14:00:00Z,25,FINISHED,Como 1907,ACF Fiorentina,1,2,AWAY_TEAM
2026-02-14T17:00:00Z,25,FINISHED,SS Lazio,Atalanta BC,0,2,AWAY_TEAM
2026-02-14T19:45:00Z,25,FINISHED,FC Internazionale Milano,Juventus FC,3,2,HOME_TEAM
2026-02-15T11:30:00Z,25,FINISHED,Udinese Calcio,US Sassuolo Calcio,1,2,AWAY_TEAM
2026-02-15T14:00:00Z,25,FINISHED,Parma Calcio 1913,Hellas Verona FC,2,1,HOME_TEAM
2026-02-15T14:00:00Z,25,FINISHED,US Cremonese,Genoa CFC,0,0,DRAW
2026-02-15T17:00:00Z,25,FINISHED,Torino FC,Bologna FC 1909,1,2,AWAY_TEAM
2026-02-15T19:45:00Z,25,FINISHED,SSC Napoli,AS Roma,2,2,DRAW
2026-02-16T19:45:00Z,25,FINISHED,Cagliari Calcio,US Lecce,0,2,AWAY_TEAM
2026-02-18T19:45:00Z,24,FINISHED,AC Milan,Como 1907,1,1,DRAW
2026-02-20T19:45:00Z,26,FINISHED,US Sassuolo Calcio,Hellas Verona FC,3,0,HOME_TEAM
2026-02-21T14:00:00Z,26,FINISHED,Juventus FC,Como 1907,0,2,AWAY_TEAM
2026-02-21T17:00:00Z,26,FINISHED,US Lecce,FC Internazionale Milano,0,2,AWAY_TEAM
2026-02-21T19:45:00Z,26,FINISHED,Cagliari Calcio,SS Lazio,0,0,DRAW
2026-02-22T11:30:00Z,26,FINISHED,Genoa CFC,Torino FC,3,0,HOME_TEAM
2026-02-22T14:00:00Z,26,FINISHED,Atalanta BC,SSC Napoli,2,1,HOME_TEAM
2026-02-22T17:00:00Z,26,FINISHED,AC Milan,Parma Calcio 1913,0,1,AWAY_TEAM
2026-02-22T19:45:00Z,26,FINISHED,AS Roma,US Cremonese,3,0,HOME_TEAM
2026-02-23T17:30:00Z,26,FINISHED,ACF Fiorentina,AC Pisa 1909,1,0,HOME_TEAM
2026-02-23T19:45:00Z,26,FINISHED,Bologna FC 1909,Udinese Calcio,1,0,HOME_TEAM
2026-02-27T19:45:00Z,27,FINISHED,Parma Calcio 1913,Cagliari Calcio,1,1,DRAW
2026-02-28T14:00:00Z,27,FINISHED,Como 1907,US Lecce,3,1,HOME_TEAM
2026-02-28T17:00:00Z,27,FINISHED,Hellas Verona FC,SSC Napoli,1,2,AWAY_TEAM
2026-02-28T19:45:00Z,27,FINISHED,FC Internazionale Milano,Genoa CFC,2,0,HOME_TEAM
2026-03-01T11:30:00Z,27,FINISHED,US Cremonese,AC Milan,0,2,AWAY_TEAM
2026-03-01T14:00:00Z,27,FINISHED,US Sassuolo Calcio,Atalanta BC,2,1,HOME_TEAM
2026-03-01T17:00:00Z,27,FINISHED,Torino FC,SS Lazio,2,0,HOME_TEAM
