utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-11-02T14:00:00Z,11,FINISHED,Bologna FC 1909,US Lecce,1,0,HOME_TEAM
2024-11-02T17:00:00Z,11,FINISHED,Udinese Calcio,Juventus FC,0,2,AWAY_TEAM
2024-11-02T19:45:00Z,11,FINISHED,AC Monza,AC Milan,0,1,AWAY_TEAM
2024-11-03T11:30:00Z,11,FINISHED,SSC Napoli,Atalanta BC,0,3,AWAY_TEAM
2024-11-03T14:00:00Z,11,FINISHED,Torino FC,ACF Fiorentina,0,1,AWAY_TEAM
2024-11-03T17:00:00Z,11,FINISHED,Hellas Verona FC,AS Roma,3,2,HOME_TEAM
2024-11-03T19:45:00Z,11,FINISHED,FC Internazionale Milano,Venezia FC,1,0,HOME_TEAM
2024-11-04T17:30:00Z,11,FINISHED,Empoli FC,Como 1907,1,0,HOME_TEAM
2024-11-04T17:30:00Z,11,FINISHED,Parma Calcio 1913,Genoa CFC,0,1,AWAY_TEAM
2024-11-04T19:45:00Z,11,FINISHED,SS Lazio,Cagliari Calcio,2,1,HOME_TEAM
2024-11-07T19:45:00Z,12,FINISHED,Genoa CFC,Como 1907,1,1,DRAW
2024-11-08T19:45:00Z,12,FINISHED,US Lecce,Empoli FC,1,1,DRAW
2024-11-09T14:00:00Z,12,FINISHED,Venezia FC,Parma Calcio 1913,1,2,AWAY_TEAM
2024-11-09T17:00:00Z,12,FINISHED,Cagliari Calcio,AC Milan,3,3,DRAW
2024-11-09T19:45:00Z,12,FINISHED,Juventus FC,Torino FC,2,0,HOME_TEAM
2024-11-10T11:30:00Z,12,FINISHED,Atalanta BC,Udinese Calcio,2,1,HOME_TEAM
2024-11-10T14:00:00Z,12,FINISHED,ACF Fiorentina,Hellas Verona FC,3,1,HOME_TEAM
2024-11-10T14:00:00Z,12,FINISHED,AS Roma,Bologna FC 1909,2,3,AWAY_TEAM
2024-11-10T17:00:00Z,12,FINISHED,AC Monza,SS Lazio,0,1,AWAY_TEAM
2024-11-10T19:45:00Z,12,FINISHED,FC Internazionale Milano,SSC Napoli,1,1,DRAW
2024-11-23T14:00:00Z,13,FINISHED,Hellas Verona FC,FC Internazionale Milano,0,5,AWAY_TEAM
2024-11-23T17:00:00Z,13,FINISHED,AC Milan,Juventus FC,0,0,DRAW
2024-11-23T19:45:00Z,13,FINISHED,Parma Calcio 1913,Atalanta BC,1,3,AWAY_TEAM
2024-11-24T11:30:00Z,13,FINISHED,Genoa CFC,Cagliari Calcio,2,2,DRAW
2024-11-24T14:00:00Z,13,FINISHED,Como 1907,ACF Fiorentina,0,2,AWAY_TEAM
2024-11-24T14:00:00Z,13,FINISHED,Torino FC,AC Monza,1,1,DRAW
2024-11-24T17:00:00Z,13,FINISHED,SSC Napoli,AS Roma,1,0,HOME_TEAM
2024-11-24T19:45:00Z,13,FINISHED,SS Lazio,Bologna FC 1909,3,0,HOME_TEAM
2024-11-25T17:30:00Z,13,FINISHED,Empoli FC,Udinese Calcio,1,1,DRAW
2024-11-25T19:45:00Z,13,FINISHED,Venezia FC,US Lecce,0,1,AWAY_TEAM
2024-11-29T19:45:00Z,14,FINISHED,Cagliari Calcio,Hellas Verona FC,1,0,HOME_TEAM
2024-11-30T14:00:00Z,14,FINISHED,Como 1907,AC Monza,1,1,DRAW
2024-11-30T17:00:00Z,14,FINISHED,AC Milan,Empoli FC,3,0,HOME_TEAM
2024-11-30T19:45:00Z,14,FINISHED,Bologna FC 1909,Venezia FC,3,0,HOME_TEAM
2024-12-01T11:30:00Z,14,FINISHED,Udinese Calcio,Genoa CFC,0,2,AWAY_TEAM
2024-12-01T14:00:00Z,14,FINISHED,Parma Calcio 1913,SS Lazio,3,1,HOME_TEAM
2024-12-01T14:00:00Z,14,FINISHED,Torino FC,SSC Napoli,0,1,AWAY_TEAM
2024-12-01T19:45:00Z,14,FINISHED,US Lecce,Juventus FC,1,1,DRAW
2024-12-02T19:45:00Z,14,FINISHED,AS Roma,Atalanta BC,0,2,AWAY_TEAM
2024-12-06T17:30:00Z,15,FINISHED,FC Internazionale Milano,Parma Calcio 1913,3,1,HOME_TEAM
2024-12-06T19:45:00Z,15,FINISHED,Atalanta BC,AC Milan,2,1,HOME_TEAM
2024-12-07T14:00:00Z,15,FINISHED,Genoa CFC,Torino FC,0,0,DRAW
2024-12-07T17:00:00Z,15,FINISHED,Juventus FC,Bologna FC 1909,2,2,DRAW
2024-12-07T19:45:00Z,15,FINISHED,AS Roma,US Lecce,4,1,HOME_TEAM
2024-12-08T11:30:00Z,15,FINISHED,ACF Fiorentina,Cagliari Calcio,1,0,HOME_TEAM
2024-12-08T14:00:00Z,15,FINISHED,Hellas Verona FC,Empoli FC,1,4,AWAY_TEAM
2024-12-08T17:00:00Z,15,FINISHED,Venezia FC,Como 1907,2,2,DRAW
2024-12-08T19:45:00Z,15,FINISHED,SSC Napoli,SS Lazio,0,1,AWAY_TEAM
2024-12-09T19:45:00Z,15,FINISHED,AC Monza,Udinese Calcio,1,2,AWAY_TEAM
2024-12-13T19:45:00Z,16,FINISHED,Empoli FC,Torino FC,0,1,AWAY_TEAM
2024-12-14T14:00:00Z,16,FINISHED,Cagliari Calcio,Atalanta BC,0,1,AWAY_TEAM
2024-12-14T17:00:00Z,16,FINISHED,Udinese Calcio,SSC Napoli,1,3,AWAY_TEAM
2024-12-14T19:45:00Z,16,FINISHED,Juventus FC,Venezia FC,2,2,DRAW
2024-12-15T11:30:00Z,16,FINISHED,US Lecce,AC Monza,2,1,HOME_TEAM
2024-12-15T14:00:00Z,16,FINISHED,Bologna FC 1909,ACF Fiorentina,1,0,HOME_TEAM
2024-12-15T14:00:00Z,16,FINISHED,Parma Calcio 1913,Hellas Verona FC,2,3,AWAY_TEAM
2024-12-15T17:00:00Z,16,FINISHED,Como 1907,AS Roma,2,0,HOME_TEAM
2024-12-15T19:45:00Z,16,FINISHED,AC Milan,Genoa CFC,0,0,DRAW
2024-12-16T19:45:00Z,16,FINISHED,SS Lazio,FC Internazionale Milano,0,6,AWAY_TEAM
2024-12-20T19:45:00Z,17,FINISHED,Hellas Verona FC,AC Milan,0,1,AWAY_TEAM
2024-12-21T14:00:00Z,17,FINISHED,Torino FC,Bologna FC 1909,0,2,AWAY_TEAM
2024-12-21T17:00:00Z,17,FINISHED,Genoa CFC,SSC Napoli,1,2,AWAY_TEAM
2024-12-21T19:45:00Z,17,FINISHED,US Lecce,SS Lazio,1,2,AWAY_TEAM
2024-12-22T11:30:00Z,17,FINISHED,AS Roma,Parma Calcio 1913,5,0,HOME_TEAM
2024-12-22T14:00:00Z,17,FINISHED,Venezia FC,Cagliari Calcio,2,1,HOME_TEAM
2024-12-22T17:00:00Z,17,FINISHED,Atalanta BC,Empoli FC,3,2,HOME_TEAM
2024-12-22T19:45:00Z,17,FINISHED,AC Monza,Juventus FC,1,2,AWAY_TEAM
2024-12-23T17:30:00Z,17,FINISHED,ACF Fiorentina,Udinese Calcio,1,2,AWAY_TEAM
2024-12-23T19:45:00Z,17,FINISHED,FC Internazionale Milano,Como 1907,2,0,HOME_TEAM
2024-12-28T14:00:00Z,18,FINISHED,Empoli FC,Genoa CFC,1,2,AWAY_TEAM
2024-12-28T14:00:00Z,18,FINISHED,Parma Calcio 1913,AC Monza,2,1,HOME_TEAM
2024-12-28T17:00:00Z,18,FINISHED,Cagliari Calcio,FC Internazionale Milano,0,3,AWAY_TEAM
2024-12-28T19:45:00Z,18,FINISHED,SS Lazio,Atalanta BC,1,1,DRAW
2024-12-29T11:30:00Z,18,FINISHED,Udinese Calcio,Torino FC,2,2,DRAW
2024-12-29T14:00:00Z,18,FINISHED,SSC Napoli,Venezia FC,1,0,HOME_TEAM
2024-12-29T17:00:00Z,18,FINISHED,Juventus FC,ACF Fiorentina,2,2,DRAW
2024-12-29T19:45:00Z,18,FINISHED,AC Milan,AS Roma,1,1,DRAW
2024-12-30T17:30:00Z,18,FINISHED,Como 1907,US Lecce,2,0,HOME_TEAM
2024-12-30T19:45:00Z,18,FINISHED,Bologna FC 1909,Hellas Verona FC,2,3,AWAY_TEAM
2025-01-04T14:00:00Z,19,FINISHED,Venezia FC,Empoli FC,1,1,DRAW
2025-01-04T17:00:00Z,19,FINISHED,ACF Fiorentina,SSC Napoli,0,3,AWAY_TEAM
2025-01-04T19:45:00Z,19,FINISHED,Hellas Verona FC,Udinese Calcio,0,0,DRAW
2025-01-05T11:30:00Z,19,FINISHED,AC Monza,Cagliari Calcio,1,2,AWAY_TEAM
2025-01-05T14:00:00Z,19,FINISHED,US Lecce,Genoa CFC,0,0,DRAW
2025-01-05T17:00:00Z,19,FINISHED,Torino FC,Parma Calcio 1913,0,0,DRAW
2025-01-05T19:45:00Z,19,FINISHED,AS Roma,SS Lazio,2,0,HOME_TEAM
2025-01-10T19:45:00Z,20,FINISHED,SS Lazio,Como 1907,1,1,DRAW
2025-01-11T14:00:00Z,20,FINISHED,Empoli FC,US Lecce,1,3,AWAY_TEAM
2025-01-11T14:00:00Z,20,FINISHED,Udinese Calcio,Atalanta BC,0,0,DRAW
2025-01-11T17:00:00Z,20,FINISHED,Torino FC,Juventus FC,1,1,DRAW
2025-01-11T19:45:00Z,20,FINISHED,AC Milan,Cagliari Calcio,1,1,DRAW
2025-01-12T11:30:00Z,20,FINISHED,Genoa CFC,Parma Calcio 1913,1,0,HOME_TEAM
2025-01-12T14:00:00Z,20,FINISHED,Venezia FC,FC Internazionale Milano,0,1,AWAY_TEAM
2025-01-12T17:00:00Z,20,FINISHED,Bologna FC 1909,AS Roma,2,2,DRAW
2025-01-12T19:45:00Z,20,FINISHED,SSC Napoli,Hellas Verona FC,2,0,HOME_TEAM
2025-01-13T19:45:00Z,20,FINISHED,AC Monza,ACF Fiorentina,2,1,HOME_TEAM
2025-01-14T17:30:00Z,19,FINISHED,Como 1907,AC Milan,1,2,AWAY_TEAM
2025-01-14T19:45:00Z,19,FINISHED,Atalanta BC,Juventus FC,1,1,DRAW
2025-01-15T19:45:00Z,19,FINISHED,FC Internazionale Milano,Bologna FC 1909,2,2,DRAW
2025-01-17T19:45:00Z,21,FINISHED,AS Roma,Genoa CFC,3,1,HOME_TEAM
2025-01-18T14:00:00Z,21,FINISHED,Bologna FC 1909,AC Monza,3,1,HOME_TEAM
2025-01-18T17:00:00Z,21,FINISHED,Juventus FC,AC Milan,2,0,HOME_TEAM
2025-01-18T19:45:00Z,21,FINISHED,Atalanta BC,SSC Napoli,2,3,AWAY_TEAM
2025-01-19T11:30:00Z,21,FINISHED,ACF Fiorentina,Torino FC,1,1,DRAW
2025-01-19T14:00:00Z,21,FINISHED,Cagliari Calcio,US Lecce,4,1,HOME_TEAM
2025-01-19T14:00:00Z,21,FINISHED,Parma Calcio 1913,Venezia FC,1,1,DRAW
2025-01-19T17:00:00Z,21,FINISHED,Hellas Verona FC,SS Lazio,0,3,AWAY_TEAM
2025-01-19T19:45:00Z,21,FINISHED,FC Internazionale Milano,Empoli FC,3,1,HOME_TEAM
2025-01-20T19:45:00Z,21,FINISHED,Como 1907,Udinese Calcio,4,1,HOME_TEAM
2025-01-24T19:45:00Z,22,FINISHED,Torino FC,Cagliari Calcio,2,0,HOME_TEAM
2025-01-25T14:00:00Z,22,FINISHED,Como 1907,Atalanta BC,1,2,AWAY_TEAM
2025-01-25T17:00:00Z,22,FINISHED,SSC Napoli,Juventus FC,2,1,HOME_TEAM
2025-01-25T19:45:00Z,22,FINISHED,Empoli FC,Bologna FC 1909,1,1,DRAW
2025-01-26T11:30:00Z,22,FINISHED,AC Milan,Parma Calcio 1913,3,2,HOME_TEAM
2025-01-26T14:00:00Z,22,FINISHED,Udinese Calcio,AS Roma,1,2,AWAY_TEAM
2025-01-26T17:00:00Z,22,FINISHED,US Lecce,FC Internazionale Milano,0,4,AWAY_TEAM
2025-01-26T19:45:00Z,22,FINISHED,SS Lazio,ACF Fiorentina,1,2,AWAY_TEAM
2025-01-27T17:30:00Z,22,FINISHED,Venezia FC,Hellas Verona FC,1,1,DRAW
2025-01-27T19:45:00Z,22,FINISHED,Genoa CFC,AC Monza,2,0,HOME_TEAM
2025-01-31T19:45:00Z,23,FINISHED,Parma Calcio 1913,US Lecce,1,3,AWAY_TEAM
2025-02-01T14:00:00Z,23,FINISHED,AC Monza,Hellas Verona FC,0,1,AWAY_TEAM
2025-02-01T14:00:00Z,23,FINISHED,Udinese Calcio,Venezia FC,3,2,HOME_TEAM
2025-02-01T17:00:00Z,23,FINISHED,Atalanta BC,Torino FC,1,1,DRAW
2025-02-01T19:45:00Z,23,FINISHED,Bologna FC 1909,Como 1907,2,0,HOME_TEAM
2025-02-02T11:30:00Z,23,FINISHED,Juventus FC,Empoli FC,4,1,HOME_TEAM
2025-02-02T14:00:00Z,23,FINISHED,ACF Fiorentina,Genoa CFC,2,1,HOME_TEAM
2025-02-02T17:00:00Z,23,FINISHED,AC Milan,FC Internazionale Milano,1,1,DRAW
2025-02-02T19:45:00Z,23,FINISHED,AS Roma,SSC Napoli,1,1,DRAW
2025-02-03T19:45:00Z,23,FINISHED,Cagliari Calcio,SS Lazio,1,2,AWAY_TEAM
2025-02-06T19:45:00Z,14,FINISHED,ACF Fiorentina,FC Internazionale Milano,3,0,HOME_TEAM
2025-02-07T19:45:00Z,24,FINISHED,Como 1907,Juventus FC,1,2,AWAY_TEAM
2025-02-08T14:00:00Z,24,FINISHED,Hellas Verona FC,Atalanta BC,0,5,AWAY_TEAM
2025-02-08T17:00:00Z,24,FINISHED,Empoli FC,AC Milan,0,2,AWAY_TEAM
2025-02-08T19:45:00Z,24,FINISHED,Torino FC,Genoa CFC,1,1,DRAW
2025-02-09T11:30:00Z,24,FINISHED,Venezia FC,AS Roma,0,1,AWAY_TEAM
2025-02-09T14:00:00Z,24,FINISHED,Cagliari Calcio,Parma Calcio 1913,2,1,HOME_TEAM
2025-02-09T14:00:00Z,24,FINISHED,SS Lazio,AC Monza,5,1,HOME_TEAM
2025-02-09T17:00:00Z,24,FINISHED,US Lecce,Bologna FC 1909,0,0,DRAW
2025-02-09T19:45:00Z,24,FINISHED,SSC Napoli,Udinese Calcio,1,1,DRAW
2025-02-10T19:45:00Z,24,FINISHED,FC Internazionale Milano,ACF Fiorentina,2,1,HOME_TEAM
2025-02-14T19:45:00Z,25,FINISHED,Bologna FC 1909,Torino FC,3,2,HOME_TEAM
2025-02-15T14:00:00Z,25,FINISHED,Atalanta BC,Cagliari Calcio,0,0,DRAW
2025-02-15T17:00:00Z,25,FINISHED,SS Lazio,SSC Napoli,2,2,DRAW
2025-02-15T19:45:00Z,25,FINISHED,AC Milan,Hellas Verona FC,1,0,HOME_TEAM
2025-02-16T11:30:00Z,25,FINISHED,ACF Fiorentina,Como 1907,0,2,AWAY_TEAM
2025-02-16T14:00:00Z,25,FINISHED,AC Monza,US Lecce,0,0,DRAW
2025-02-16T14:00:00Z,25,FINISHED,Udinese Calcio,Empoli FC,3,0,HOME_TEAM
2025-02-16T17:00:00Z,25,FINISHED,Parma Calcio 1913,AS Roma,0,1,AWAY_TEAM
2025-02-16T19:45:00Z,25,FINISHED,Juventus FC,FC Internazionale Milano,1,0,HOME_TEAM
2025-02-17T19:45:00Z,25,FINISHED,Genoa CFC,Venezia FC,2,0,HOME_TEAM
2025-02-21T19:45:00Z,26,FINISHED,US Lecce,Udinese Calcio,0,1,AWAY_TEAM
2025-02-22T14:00:00Z,26,FINISHED,Parma Calcio 1913,Bologna FC 1909,2,0,HOME_TEAM
2025-02-22T14:00:00Z,26,FINISHED,Venezia FC,SS Lazio,0,0,DRAW
2025-02-22T17:00:00Z,26,FINISHED,Torino FC,AC Milan,2,1,HOME_TEAM
2025-02-22T19:45:00Z,26,FINISHED,FC Internazionale Milano,Genoa CFC,1,0,HOME_TEAM
2025-02-23T11:30:00Z,26,FINISHED,Como 1907,SSC Napoli,2,1,HOME_TEAM
2025-02-23T14:00:00Z,26,FINISHED,Hellas Verona FC,ACF Fiorentina,1,0,HOME_TEAM
2025-02-23T17:00:00Z,26,FINISHED,Empoli FC,Atalanta BC,0,5,AWAY_TEAM
2025-02-23T19:45:00Z,26,FINISHED,Cagliari Calcio,Juventus FC,0,1,AWAY_TEAM
2025-02-24T19:45:00Z,26,FINISHED,AS Roma,AC Monza,4,0,HOME_TEAM
2025-02-27T19:45:00Z,9,FINISHED,Bologna FC 1909,AC Milan,2,1,HOME_TEAM
2025-02-28T19:45:00Z,27,FINISHED,ACF Fiorentina,US Lecce,1,0,HOME_TEAM
2025-03-01T14:00:00Z,27,FINISHED,Atalanta BC,Venezia FC,0,0,DRAW
2025-03-01T17:00:00Z,27,FINISHED,SSC Napoli,FC Internazionale Milano,1,1,DRAW
2025-03-01T19:45:00Z,27,FINISHED,Udinese Calcio,Parma Calcio 1913,1,0,HOME_TEAM
2025-03-02T11:30:00Z,27,FINISHED,AC Monza,Torino FC,0,2,AWAY_TEAM
2025-03-02T14:00:00Z,27,FINISHED,Bologna FC 1909,Cagliari Calcio,2,1,HOME_TEAM
2025-03-02T14:00:00Z,27,FINISHED,Genoa CFC,Empoli FC,1,1,DRAW
2025-03-02T17:00:00Z,27,FINISHED,AS Roma,Como 1907,2,1,HOME_TEAM
2025-03-02T19:45:00Z,27,FINISHED,AC Milan,SS Lazio,1,2,AWAY_TEAM
2025-03-03T19:45:00Z,27,FINISHED,Juventus FC,Hellas Verona FC,2,0,HOME_TEAM
2025-03-07T19:45:00Z,28,FINISHED,Cagliari Calcio,Genoa CFC,1,1,DRAW
2025-03-08T14:00:00Z,28,FINISHED,Como 1907,Venezia FC,1,1,DRAW
