utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-10-30T17:00:00Z,4,FINISHED,Feyenoord Rotterdam,AFC Ajax,0,2,AWAY_TEAM
2024-11-02T15:30:00Z,11,FINISHED,Willem II Tilburg,FC Twente '65,0,1,AWAY_TEAM
2024-11-02T17:45:00Z,11,FINISHED,Heracles Almelo,NAC Breda,2,0,HOME_TEAM
2024-11-02T17:45:00Z,11,FINISHED,AFC Ajax,PSV,3,2,HOME_TEAM
2024-11-02T20:00:00Z,11,FINISHED,Feyenoord Rotterdam,AZ,3,2,HOME_TEAM
2024-11-02T20:00:00Z,11,FINISHED,Fortuna Sittard,SC Heerenveen,3,0,HOME_TEAM
2024-11-03T11:15:00Z,11,FINISHED,Go Ahead Eagles,PEC Zwolle,2,2,DRAW
2024-11-03T13:30:00Z,11,FINISHED,NEC,FC Groningen,6,0,HOME_TEAM
2024-11-03T13:30:00Z,11,FINISHED,Sparta Rotterdam,FC Utrecht,1,4,AWAY_TEAM
2024-11-03T15:45:00Z,11,FINISHED,RKC Waalwijk,Almere City FC,2,0,HOME_TEAM
2024-11-08T19:00:00Z,12,FINISHED,FC Utrecht,Heracles Almelo,1,0,HOME_TEAM
2024-11-09T15:30:00Z,12,FINISHED,FC Groningen,Sparta Rotterdam,1,0,HOME_TEAM
2024-11-09T17:45:00Z,12,FINISHED,PEC Zwolle,Fortuna Sittard,3,1,HOME_TEAM
2024-11-09T19:00:00Z,12,FINISHED,NAC Breda,PSV,0,3,AWAY_TEAM
2024-11-09T20:00:00Z,12,FINISHED,RKC Waalwijk,NEC,0,3,AWAY_TEAM
2024-11-10T11:15:00Z,12,FINISHED,Almere City FC,Feyenoord Rotterdam,1,4,AWAY_TEAM
2024-11-10T13:30:00Z,12,FINISHED,SC Heerenveen,Go Ahead Eagles,1,0,HOME_TEAM
2024-11-10T13:30:00Z,12,FINISHED,FC Twente '65,AFC Ajax,2,2,DRAW
2024-11-10T15:45:00Z,12,FINISHED,AZ,Willem II Tilburg,1,2,AWAY_TEAM
2024-11-23T15:30:00Z,13,FINISHED,Go Ahead Eagles,Almere City FC,3,0,HOME_TEAM
2024-11-23T17:45:00Z,13,FINISHED,Feyenoord Rotterdam,SC Heerenveen,3,0,HOME_TEAM
2024-11-23T17:45:00Z,13,FINISHED,Heracles Almelo,RKC Waalwijk,2,2,DRAW
2024-11-23T20:00:00Z,13,FINISHED,PSV,FC Groningen,5,0,HOME_TEAM
2024-11-23T20:00:00Z,13,FINISHED,Fortuna Sittard,FC Twente '65,1,2,AWAY_TEAM
2024-11-24T11:15:00Z,13,FINISHED,NEC,FC Utrecht,1,2,AWAY_TEAM
2024-11-24T13:30:00Z,13,FINISHED,Sparta Rotterdam,AZ,1,2,AWAY_TEAM
2024-11-24T13:30:00Z,13,FINISHED,Willem II Tilburg,NAC Breda,2,2,DRAW
2024-11-24T15:45:00Z,13,FINISHED,AFC Ajax,PEC Zwolle,2,0,HOME_TEAM
2024-11-29T19:00:00Z,14,FINISHED,SC Heerenveen,RKC Waalwijk,1,1,DRAW
2024-11-30T15:30:00Z,14,FINISHED,NAC Breda,Almere City FC,1,0,HOME_TEAM
2024-11-30T17:45:00Z,14,FINISHED,FC Groningen,Willem II Tilburg,2,0,HOME_TEAM
2024-11-30T19:00:00Z,14,FINISHED,Feyenoord Rotterdam,Fortuna Sittard,1,1,DRAW
2024-11-30T20:00:00Z,14,FINISHED,PEC Zwolle,Sparta Rotterdam,1,0,HOME_TEAM
2024-12-01T11:15:00Z,14,FINISHED,FC Utrecht,PSV,2,5,AWAY_TEAM
2024-12-01T13:30:00Z,14,FINISHED,AZ,Heracles Almelo,1,0,HOME_TEAM
2024-12-01T13:30:00Z,14,FINISHED,FC Twente '65,Go Ahead Eagles,3,2,HOME_TEAM
2024-12-01T15:45:00Z,14,FINISHED,NEC,AFC Ajax,1,2,AWAY_TEAM
2024-12-04T19:00:00Z,5,FINISHED,AFC Ajax,FC Utrecht,2,2,DRAW
2024-12-06T19:00:00Z,15,FINISHED,PSV,FC Twente '65,6,1,HOME_TEAM
2024-12-07T15:30:00Z,15,FINISHED,Go Ahead Eagles,NEC,5,0,HOME_TEAM
2024-12-07T17:45:00Z,15,FINISHED,Sparta Rotterdam,NAC Breda,0,2,AWAY_TEAM
2024-12-07T19:00:00Z,15,FINISHED,RKC Waalwijk,Feyenoord Rotterdam,2,3,AWAY_TEAM
2024-12-07T20:00:00Z,15,FINISHED,Heracles Almelo,Fortuna Sittard,2,2,DRAW
2024-12-08T11:15:00Z,15,FINISHED,FC Groningen,PEC Zwolle,0,0,DRAW
2024-12-08T13:30:00Z,15,FINISHED,AZ,AFC Ajax,2,1,HOME_TEAM
2024-12-08T13:30:00Z,15,FINISHED,Willem II Tilburg,SC Heerenveen,1,2,AWAY_TEAM
2024-12-08T15:45:00Z,15,FINISHED,Almere City FC,FC Utrecht,1,3,AWAY_TEAM
2024-12-13T19:00:00Z,16,FINISHED,PEC Zwolle,Willem II Tilburg,0,1,AWAY_TEAM
2024-12-14T17:45:00Z,16,FINISHED,SC Heerenveen,PSV,1,0,HOME_TEAM
2024-12-14T19:00:00Z,16,FINISHED,Fortuna Sittard,RKC Waalwijk,3,2,HOME_TEAM
2024-12-14T20:00:00Z,16,FINISHED,Feyenoord Rotterdam,Heracles Almelo,5,2,HOME_TEAM
2024-12-15T11:15:00Z,16,FINISHED,FC Utrecht,Go Ahead Eagles,3,3,DRAW
2024-12-15T13:30:00Z,16,FINISHED,NEC,Sparta Rotterdam,1,1,DRAW
2024-12-15T13:30:00Z,16,FINISHED,FC Twente '65,FC Groningen,2,0,HOME_TEAM
2024-12-15T15:45:00Z,16,FINISHED,AFC Ajax,Almere City FC,3,0,HOME_TEAM
2024-12-15T19:00:00Z,16,FINISHED,NAC Breda,AZ,1,2,AWAY_TEAM
2024-12-20T19:00:00Z,17,FINISHED,RKC Waalwijk,PEC Zwolle,1,1,DRAW
2024-12-21T15:30:00Z,17,FINISHED,Go Ahead Eagles,NAC Breda,2,1,HOME_TEAM
2024-12-21T17:45:00Z,17,FINISHED,Almere City FC,SC Heerenveen,3,0,HOME_TEAM
2024-12-21T19:00:00Z,17,FINISHED,AZ,FC Twente '65,1,0,HOME_TEAM
2024-12-22T11:15:00Z,17,FINISHED,Sparta Rotterdam,AFC Ajax,0,2,AWAY_TEAM
2024-12-22T13:30:00Z,17,FINISHED,FC Utrecht,Fortuna Sittard,2,5,AWAY_TEAM
2024-12-22T13:30:00Z,17,FINISHED,PSV,Feyenoord Rotterdam,3,0,HOME_TEAM
2024-12-22T15:45:00Z,17,FINISHED,Willem II Tilburg,NEC,4,1,HOME_TEAM
2025-01-10T19:00:00Z,18,FINISHED,Fortuna Sittard,Go Ahead Eagles,0,3,AWAY_TEAM
2025-01-11T15:30:00Z,18,FINISHED,Heracles Almelo,Sparta Rotterdam,1,1,DRAW
2025-01-11T17:45:00Z,18,FINISHED,AFC Ajax,RKC Waalwijk,2,1,HOME_TEAM
2025-01-11T19:00:00Z,18,FINISHED,PEC Zwolle,NEC,0,1,AWAY_TEAM
2025-01-11T20:00:00Z,18,FINISHED,PSV,AZ,2,2,DRAW
2025-01-12T11:15:00Z,18,FINISHED,FC Twente '65,Willem II Tilburg,6,2,HOME_TEAM
2025-01-12T13:30:00Z,18,FINISHED,FC Groningen,Almere City FC,0,0,DRAW
2025-01-12T13:30:00Z,18,FINISHED,Feyenoord Rotterdam,FC Utrecht,1,2,AWAY_TEAM
2025-01-12T15:45:00Z,18,FINISHED,NAC Breda,SC Heerenveen,2,4,AWAY_TEAM
2025-01-18T15:30:00Z,19,FINISHED,PEC Zwolle,PSV,3,1,HOME_TEAM
2025-01-18T17:45:00Z,19,FINISHED,FC Utrecht,AZ,0,0,DRAW
2025-01-18T19:00:00Z,19,FINISHED,Willem II Tilburg,Feyenoord Rotterdam,1,1,DRAW
2025-01-18T20:00:00Z,19,FINISHED,Go Ahead Eagles,FC Groningen,2,1,HOME_TEAM
2025-01-19T11:15:00Z,19,FINISHED,NAC Breda,FC Twente '65,2,1,HOME_TEAM
2025-01-19T13:30:00Z,19,FINISHED,Almere City FC,Heracles Almelo,0,2,AWAY_TEAM
2025-01-19T13:30:00Z,19,FINISHED,SC Heerenveen,AFC Ajax,0,2,AWAY_TEAM
2025-01-19T15:45:00Z,19,FINISHED,NEC,Fortuna Sittard,4,1,HOME_TEAM
2025-01-19T19:00:00Z,19,FINISHED,Sparta Rotterdam,RKC Waalwijk,1,1,DRAW
2025-01-24T19:00:00Z,20,FINISHED,Heracles Almelo,FC Utrecht,1,1,DRAW
2025-01-25T17:45:00Z,20,FINISHED,PSV,NAC Breda,3,2,HOME_TEAM
2025-01-25T20:15:00Z,20,FINISHED,FC Groningen,SC Heerenveen,1,0,HOME_TEAM
2025-01-26T11:15:00Z,20,FINISHED,Fortuna Sittard,PEC Zwolle,1,4,AWAY_TEAM
2025-01-26T13:30:00Z,20,FINISHED,RKC Waalwijk,Willem II Tilburg,2,0,HOME_TEAM
2025-01-26T15:45:00Z,20,FINISHED,AZ,Sparta Rotterdam,1,2,AWAY_TEAM
2025-01-28T19:00:00Z,17,FINISHED,Heracles Almelo,FC Groningen,1,1,DRAW
2025-01-31T19:00:00Z,21,FINISHED,NAC Breda,Heracles Almelo,1,1,DRAW
2025-02-01T17:45:00Z,21,FINISHED,PEC Zwolle,FC Utrecht,3,3,DRAW
2025-02-01T19:00:00Z,21,FINISHED,SC Heerenveen,Fortuna Sittard,2,2,DRAW
2025-02-01T20:00:00Z,21,FINISHED,NEC,PSV,3,3,DRAW
2025-02-02T11:15:00Z,21,FINISHED,Almere City FC,RKC Waalwijk,1,4,AWAY_TEAM
2025-02-02T13:30:00Z,21,FINISHED,AFC Ajax,Feyenoord Rotterdam,2,1,HOME_TEAM
2025-02-02T13:30:00Z,21,FINISHED,Go Ahead Eagles,FC Twente '65,2,2,DRAW
2025-02-02T15:45:00Z,21,FINISHED,Sparta Rotterdam,FC Groningen,1,0,HOME_TEAM
2025-02-02T19:00:00Z,21,FINISHED,Willem II Tilburg,AZ,0,2,AWAY_TEAM
2025-02-08T15:30:00Z,22,FINISHED,Heracles Almelo,Go Ahead Eagles,4,2,HOME_TEAM
2025-02-08T17:45:00Z,22,FINISHED,PSV,Willem II Tilburg,1,1,DRAW
2025-02-08T19:00:00Z,22,FINISHED,FC Groningen,NEC,2,1,HOME_TEAM
2025-02-08T20:00:00Z,22,FINISHED,Feyenoord Rotterdam,Sparta Rotterdam,3,0,HOME_TEAM
2025-02-09T11:15:00Z,22,FINISHED,FC Utrecht,Almere City FC,0,1,AWAY_TEAM
2025-02-09T13:30:00Z,22,FINISHED,Fortuna Sittard,AFC Ajax,0,2,AWAY_TEAM
2025-02-09T13:30:00Z,22,FINISHED,RKC Waalwijk,NAC Breda,5,0,HOME_TEAM
2025-02-09T15:45:00Z,22,FINISHED,AZ,PEC Zwolle,2,0,HOME_TEAM
2025-02-09T15:45:00Z,22,FINISHED,SC Heerenveen,FC Twente '65,3,3,DRAW
2025-02-14T19:00:00Z,23,FINISHED,Go Ahead Eagles,Sparta Rotterdam,1,0,HOME_TEAM
2025-02-15T15:30:00Z,23,FINISHED,PSV,FC Utrecht,2,2,DRAW
2025-02-15T17:45:00Z,23,FINISHED,NAC Breda,Feyenoord Rotterdam,0,0,DRAW
2025-02-15T20:00:00Z,23,FINISHED,Willem II Tilburg,FC Groningen,1,3,AWAY_TEAM
2025-02-16T11:15:00Z,23,FINISHED,NEC,Almere City FC,2,2,DRAW
2025-02-16T13:30:00Z,23,FINISHED,PEC Zwolle,SC Heerenveen,1,1,DRAW
2025-02-16T13:30:00Z,23,FINISHED,FC Twente '65,RKC Waalwijk,2,0,HOME_TEAM
2025-02-16T15:45:00Z,23,FINISHED,AFC Ajax,Heracles Almelo,4,0,HOME_TEAM
2025-02-22T19:00:00Z,20,FINISHED,Feyenoord Rotterdam,Almere City FC,2,1,HOME_TEAM
2025-02-23T13:30:00Z,20,FINISHED,AFC Ajax,Go Ahead Eagles,2,0,HOME_TEAM
2025-02-23T13:30:00Z,20,FINISHED,FC Twente '65,NEC,2,0,HOME_TEAM
2025-02-23T15:45:00Z,23,FINISHED,AZ,Fortuna Sittard,1,0,HOME_TEAM
2025-02-28T19:00:00Z,24,FINISHED,RKC Waalwijk,Fortuna Sittard,1,2,AWAY_TEAM
2025-03-01T15:30:00Z,24,FINISHED,FC Utrecht,NAC Breda,1,0,HOME_TEAM
2025-03-01T17:45:00Z,24,FINISHED,Go Ahead Eagles,PSV,3,2,HOME_TEAM
2025-03-01T19:00:00Z,24,FINISHED,FC Groningen,FC Twente '65,1,1,DRAW
2025-03-01T20:00:00Z,24,FINISHED,Feyenoord Rotterdam,NEC,0,0,DRAW
2025-03-02T11:15:00Z,24,FINISHED,SC Heerenveen,AZ,3,1,HOME_TEAM
2025-03-02T13:30:00Z,24,FINISHED,Almere City FC,AFC Ajax,0,1,AWAY_TEAM
2025-03-02T13:30:00Z,24,FINISHED,Heracles Almelo,PEC Zwolle,4,2,HOME_TEAM
2025-03-02T15:45:00Z,24,FINISHED,Sparta Rotterdam,Willem II Tilburg,4,0,HOME_TEAM
2025-03-07T19:00:00Z,25,FINISHED,NAC Breda,Sparta Rotterdam,1,1,DRAW
2025-03-08T15:30:00Z,25,FINISHED,Fortuna Sittard,Heracles Almelo,1,0,HOME_TEAM
2025-03-08T19:00:00Z,25,FINISHED,PSV,SC Heerenveen,2,1,HOME_TEAM
2025-03-09T11:15:00Z,25,FINISHED,Willem II Tilburg,FC Utrecht,2,3,AWAY_TEAM
2025-03-09T13:30:00Z,25,FINISHED,NEC,Go Ahead Eagles,2,3,AWAY_TEAM
2025-03-09T13:30:00Z,25,FINISHED,PEC Zwolle,AFC Ajax,0,1,AWAY_TEAM
2025-03-09T15:45:00Z,25,FINISHED,FC Twente '65,Almere City FC,1,0,HOME_TEAM
2025-03-14T19:00:00Z,26,FINISHED,Almere City FC,NAC Breda,1,1,DRAW
2025-03-15T15:30:00Z,26,FINISHED,FC Utrecht,NEC,0,1,AWAY_TEAM
2025-03-15T17:45:00Z,26,FINISHED,Sparta Rotterdam,PEC Zwolle,1,1,DRAW
2025-03-15T19:00:00Z,26,FINISHED,RKC Waalwijk,PSV,0,3,AWAY_TEAM
2025-03-15T20:00:00Z,26,FINISHED,SC Heerenveen,Heracles Almelo,1,1,DRAW
2025-03-16T11:15:00Z,26,FINISHED,Go Ahead Eagles,Willem II Tilburg,1,0,HOME_TEAM
2025-03-16T13:30:00Z,26,FINISHED,FC Groningen,Fortuna Sittard,1,0,HOME_TEAM
2025-03-16T13:30:00Z,26,FINISHED,FC Twente '65,Feyenoord Rotterdam,2,6,AWAY_TEAM
2025-03-16T15:45:00Z,26,FINISHED,AFC Ajax,AZ,2,2,DRAW
2025-03-29T15:30:00Z,27,FINISHED,NAC Breda,FC Groningen,1,1,DRAW
2025-03-29T17:45:00Z,27,FINISHED,Fortuna Sittard,Sparta Rotterdam,0,3,AWAY_TEAM
2025-03-29T17:45:00Z,27,FINISHED,Willem II Tilburg,Almere City FC,0,2,AWAY_TEAM
2025-03-29T20:00:00Z,27,FINISHED,NEC,AZ,3,3,DRAW
2025-03-29T20:00:00Z,27,FINISHED,PEC Zwolle,RKC Waalwijk,2,0,HOME_TEAM
2025-03-30T10:15:00Z,27,FINISHED,FC Utrecht,SC Heerenveen,2,0,HOME_TEAM
2025-03-30T12:30:00Z,27,FINISHED,Heracles Almelo,FC Twente '65,2,1,HOME_TEAM
2025-03-30T12:30:00Z,27,FINISHED,PSV,AFC Ajax,0,2,AWAY_TEAM
2025-03-30T14:45:00Z,27,FINISHED,Feyenoord Rotterdam,Go Ahead Eagles,3,2,HOME_TEAM
2025-04-01T18:00:00Z,25,FINISHED,AZ,RKC Waalwijk,2,2,DRAW
2025-04-02T18:00:00Z,25,FINISHED,Feyenoord Rotterdam,FC Groningen,4,1,HOME_TEAM
2025-04-04T18:00:00Z,28,FINISHED,SC Heerenveen,Willem II Tilburg,3,1,HOME_TEAM
2025-04-05T14:30:00Z,28,FINISHED,AZ,Feyenoord Rotterdam,0,1,AWAY_TEAM
2025-04-05T16:45:00Z,28,FINISHED,FC Twente '65,Fortuna Sittard,1,1,DRAW
2025-04-05T18:00:00Z,28,FINISHED,FC Groningen,PSV,1,3,AWAY_TEAM
2025-04-05T19:00:00Z,28,FINISHED,Almere City FC,PEC Zwolle,2,2,DRAW
2025-04-06T10:15:00Z,28,FINISHED,RKC Waalwijk,Heracles Almelo,0,0,DRAW
2025-04-06T12:30:00Z,28,FINISHED,Go Ahead Eagles,FC Utrecht,2,2,DRAW
2025-04-06T12:30:00Z,28,FINISHED,Sparta Rotterdam,NEC,2,0,HOME_TEAM
2025-04-06T14:45:00Z,28,FINISHED,AFC Ajax,NAC Breda,3,1,HOME_TEAM
2025-04-11T18:00:00Z,29,FINISHED,NEC,RKC Waalwijk,2,1,HOME_TEAM
2025-04-12T14:30:00Z,29,FINISHED,Fortuna Sittard,Feyenoord Rotterdam,0,2,AWAY_TEAM
2025-04-12T16:45:00Z,29,FINISHED,Sparta Rotterdam,SC Heerenveen,3,1,HOME_TEAM
2025-04-12T18:00:00Z,29,FINISHED,PSV,Almere City FC,5,0,HOME_TEAM
2025-04-12T19:00:00Z,29,FINISHED,NAC Breda,Go Ahead Eagles,1,1,DRAW
2025-04-13T10:15:00Z,29,FINISHED,FC Utrecht,FC Groningen,3,1,HOME_TEAM
2025-04-13T12:30:00Z,29,FINISHED,Heracles Almelo,AZ,1,0,HOME_TEAM
2025-04-13T12:30:00Z,29,FINISHED,PEC Zwolle,FC Twente '65,1,1,DRAW
2025-04-13T14:45:00Z,29,FINISHED,Willem II Tilburg,AFC Ajax,1,2,AWAY_TEAM
2025-04-19T18:00:00Z,31,FINISHED,SC Heerenveen,Almere City FC,2,1,HOME_TEAM
2025-04-20T10:15:00Z,31,FINISHED,FC Utrecht,AFC Ajax,4,0,HOME_TEAM
2025-04-23T18:00:00Z,30,FINISHED,FC Groningen,Heracles Almelo,4,1,HOME_TEAM
2025-04-24T16:45:00Z,30,FINISHED,AZ,NAC Breda,1,1,DRAW
2025-04-24T19:00:00Z,30,FINISHED,FC Twente '65,PSV,1,3,AWAY_TEAM
2025-04-25T16:45:00Z,30,FINISHED,RKC Waalwijk,FC Utrecht,0,4,AWAY_TEAM
2025-04-25T19:00:00Z,30,FINISHED,Feyenoord Rotterdam,PEC Zwolle,4,0,HOME_TEAM
