utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-08-15T18:45:00Z,1,FINISHED,Stade Rennais FC 1901,Olympique de Marseille,1,0,HOME_TEAM
2025-08-16T15:00:00Z,1,FINISHED,Racing Club de Lens,Olympique Lyonnais,0,1,AWAY_TEAM
2025-08-16T17:00:00Z,1,FINISHED,AS Monaco FC,Le Havre AC,3,1,HOME_TEAM
2025-08-16T19:05:00Z,1,FINISHED,OGC Nice,Toulouse FC,0,1,AWAY_TEAM
2025-08-17T13:00:00Z,1,FINISHED,Stade Brestois 29,Lille OSC,3,3,DRAW
2025-08-17T15:15:00Z,1,FINISHED,AJ Auxerre,FC Lorient,1,0,HOME_TEAM
2025-08-17T15:15:00Z,1,FINISHED,FC Metz,RC Strasbourg Alsace,0,1,AWAY_TEAM
2025-08-17T15:15:00Z,1,FINISHED,Angers SCO,Paris FC,1,0,HOME_TEAM
2025-08-17T18:45:00Z,1,FINISHED,FC Nantes,Paris Saint-Germain FC,0,1,AWAY_TEAM
2025-08-22T18:45:00Z,2,FINISHED,Paris Saint-Germain FC,Angers SCO,1,0,HOME_TEAM
2025-08-23T15:00:00Z,2,FINISHED,Olympique de Marseille,Paris FC,5,2,HOME_TEAM
2025-08-23T17:00:00Z,2,FINISHED,OGC Nice,AJ Auxerre,3,1,HOME_TEAM
2025-08-23T19:05:00Z,2,FINISHED,Olympique Lyonnais,FC Metz,3,0,HOME_TEAM
2025-08-24T13:00:00Z,2,FINISHED,FC Lorient,Stade Rennais FC 1901,4,0,HOME_TEAM
2025-08-24T15:15:00Z,2,FINISHED,Le Havre AC,Racing Club de Lens,1,2,AWAY_TEAM
2025-08-24T15:15:00Z,2,FINISHED,Toulouse FC,Stade Brestois 29,2,0,HOME_TEAM
2025-08-24T15:15:00Z,2,FINISHED,RC Strasbourg Alsace,FC Nantes,1,0,HOME_TEAM
