utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-08-16T18:45:00Z,1,FINISHED,Le Havre AC,Paris Saint-Germain FC,1,4,AWAY_TEAM
2024-08-17T15:00:00Z,1,FINISHED,Stade Brestois 29,Olympique de Marseille,1,5,AWAY_TEAM
2024-08-17T17:00:00Z,1,FINISHED,Stade de Reims,Lille OSC,0,2,AWAY_TEAM
2024-08-17T19:00:00Z,1,FINISHED,AS Monaco FC,AS Saint-Étienne,1,0,HOME_TEAM
2024-08-18T13:00:00Z,1,FINISHED,AJ Auxerre,OGC Nice,2,1,HOME_TEAM
2024-08-18T15:00:00Z,1,FINISHED,Montpellier HSC,RC Strasbourg Alsace,1,1,DRAW
2024-08-18T15:00:00Z,1,FINISHED,Toulouse FC,FC Nantes,0,0,DRAW
2024-08-18T15:00:00Z,1,FINISHED,Angers SCO,Racing Club de Lens,0,1,AWAY_TEAM
2024-08-18T18:45:00Z,1,FINISHED,Stade Rennais FC 1901,Olympique Lyonnais,3,0,HOME_TEAM
2024-08-23T18:45:00Z,2,FINISHED,Paris Saint-Germain FC,Montpellier HSC,6,0,HOME_TEAM
2024-08-24T15:00:00Z,2,FINISHED,Olympique Lyonnais,AS Monaco FC,0,2,AWAY_TEAM
2024-08-24T17:00:00Z,2,FINISHED,Lille OSC,Angers SCO,2,0,HOME_TEAM
2024-08-24T19:00:00Z,2,FINISHED,AS Saint-Étienne,Le Havre AC,0,2,AWAY_TEAM
2024-08-25T13:00:00Z,2,FINISHED,Racing Club de Lens,Stade Brestois 29,2,0,HOME_TEAM
2024-08-25T15:00:00Z,2,FINISHED,RC Strasbourg Alsace,Stade Rennais FC 1901,3,1,HOME_TEAM
2024-08-25T15:00:00Z,2,FINISHED,FC Nantes,AJ Auxerre,2,0,HOME_TEAM
2024-08-25T15:00:00Z,2,FINISHED,OGC Nice,Toulouse FC,1,1,DRAW
2024-08-25T18:45:00Z,2,FINISHED,Olympique de Marseille,Stade de Reims,2,2,DRAW
2024-08-30T18:45:00Z,3,FINISHED,Olympique Lyonnais,RC Strasbourg Alsace,4,3,HOME_TEAM
2024-08-31T15:00:00Z,3,FINISHED,Stade Brestois 29,AS Saint-Étienne,4,0,HOME_TEAM
2024-08-31T17:00:00Z,3,FINISHED,Montpellier HSC,FC Nantes,1,3,AWAY_TEAM
2024-08-31T19:00:00Z,3,FINISHED,Toulouse FC,Olympique de Marseille,1,3,AWAY_TEAM
2024-09-01T13:00:00Z,3,FINISHED,AS Monaco FC,Racing Club de Lens,1,1,DRAW
2024-09-01T15:00:00Z,3,FINISHED,Angers SCO,OGC Nice,1,4,AWAY_TEAM
2024-09-01T15:00:00Z,3,FINISHED,Le Havre AC,AJ Auxerre,3,1,HOME_TEAM
2024-09-01T15:00:00Z,3,FINISHED,Stade de Reims,Stade Rennais FC 1901,2,1,HOME_TEAM
2024-09-01T18:45:00Z,3,FINISHED,Lille OSC,Paris Saint-Germain FC,1,3,AWAY_TEAM
2024-09-13T18:45:00Z,4,FINISHED,AS Saint-Étienne,Lille OSC,1,0,HOME_TEAM
2024-09-14T15:00:00Z,4,FINISHED,Olympique de Marseille,OGC Nice,2,0,HOME_TEAM
2024-09-14T17:00:00Z,4,FINISHED,AJ Auxerre,AS Monaco FC,0,3,AWAY_TEAM
2024-09-14T19:00:00Z,4,FINISHED,Paris Saint-Germain FC,Stade Brestois 29,3,1,HOME_TEAM
2024-09-15T13:00:00Z,4,FINISHED,Stade Rennais FC 1901,Montpellier HSC,3,0,HOME_TEAM
2024-09-15T15:00:00Z,4,FINISHED,FC Nantes,Stade de Reims,1,2,AWAY_TEAM
2024-09-15T15:00:00Z,4,FINISHED,Toulouse FC,Le Havre AC,2,0,HOME_TEAM
2024-09-15T15:00:00Z,4,FINISHED,RC Strasbourg Alsace,Angers SCO,1,1,DRAW
2024-09-15T18:45:00Z,4,FINISHED,Racing Club de Lens,Olympique Lyonnais,0,0,DRAW
2024-09-20T18:45:00Z,5,FINISHED,OGC Nice,AS Saint-Étienne,8,0,HOME_TEAM
