utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-08-22T18:30:00Z,1,FINISHED,FC Bayern München,RB Leipzig,6,0,HOME_TEAM
2025-08-23T13:30:00Z,1,FINISHED,Eintracht Frankfurt,SV Werder Bremen,4,1,HOME_TEAM
2025-08-23T13:30:00Z,1,FINISHED,Bayer 04 Leverkusen,TSG 1899 Hoffenheim,1,2,AWAY_TEAM
2025-08-23T13:30:00Z,1,FINISHED,SC Freiburg,FC Augsburg,1,3,AWAY_TEAM
2025-08-23T13:30:00Z,1,FINISHED,1. FC Union Berlin,VfB Stuttgart,2,1,HOME_TEAM
2025-08-23T13:30:00Z,1,FINISHED,1. FC Heidenheim 1846,VfL Wolfsburg,1,3,AWAY_TEAM
2025-08-23T16:30:00Z,1,FINISHED,FC St. Pauli 1910,Borussia Dortmund,3,3,DRAW
2025-08-24T13:30:00Z,1,FINISHED,1. FSV Mainz 05,1. FC Köln,0,1,AWAY_TEAM
2025-08-24T15:30:00Z,1,FINISHED,Borussia Mönchengladbach,Hamburger SV,0,0,DRAW
2025-08-29T18:30:00Z,2,FINISHED,Hamburger SV,FC St. Pauli 1910,0,2,AWAY_TEAM
2025-08-30T13:30:00Z,2,FINISHED,RB Leipzig,1. FC Heidenheim 1846,2,0,HOME_TEAM
2025-08-30T13:30:00Z,2,FINISHED,SV Werder Bremen,Bayer 04 Leverkusen,3,3,DRAW
2025-08-30T13:30:00Z,2,FINISHED,VfB Stuttgart,Borussia Mönchengladbach,1,0,HOME_TEAM
2025-08-30T13:30:00Z,2,FINISHED,TSG 1899 Hoffenheim,Eintracht Frankfurt,1,3,AWAY_TEAM
2025-08-30T16:30:00Z,2,FINISHED,FC Augsburg,FC Bayern München,2,3,AWAY_TEAM
2025-08-31T13:30:00Z,2,FINISHED,VfL Wolfsburg,1. FSV Mainz 05,1,1,DRAW
