utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-08-08T18:00:00Z,1,FINISHED,Fortuna Sittard,Go Ahead Eagles,2,2,DRAW
2025-08-09T14:30:00Z,1,FINISHED,NEC,SBV Excelsior,5,0,HOME_TEAM
2025-08-09T16:45:00Z,1,FINISHED,Feyenoord Rotterdam,NAC Breda,2,0,HOME_TEAM
2025-08-09T18:00:00Z,1,FINISHED,SC Heerenveen,FC Volendam,1,1,DRAW
2025-08-09T19:00:00Z,1,FINISHED,PSV,Sparta Rotterdam,6,1,HOME_TEAM
2025-08-10T10:15:00Z,1,FINISHED,PEC Zwolle,FC Twente '65,1,0,HOME_TEAM
2025-08-10T12:30:00Z,1,FINISHED,AFC Ajax,Telstar 1963,2,0,HOME_TEAM
2025-08-10T12:30:00Z,1,FINISHED,AZ,FC Groningen,4,1,HOME_TEAM
2025-08-10T14:45:00Z,1,FINISHED,FC Utrecht,Heracles Almelo,4,0,HOME_TEAM
2025-08-15T18:00:00Z,2,FINISHED,Telstar 1963,PEC Zwolle,0,2,AWAY_TEAM
2025-08-16T16:45:00Z,2,FINISHED,SBV Excelsior,Feyenoord Rotterdam,1,2,AWAY_TEAM
2025-08-16T18:00:00Z,2,FINISHED,Heracles Almelo,NEC,1,4,AWAY_TEAM
2025-08-16T19:00:00Z,2,FINISHED,FC Groningen,SC Heerenveen,2,1,HOME_TEAM
2025-08-17T10:15:00Z,2,FINISHED,Go Ahead Eagles,AFC Ajax,2,2,DRAW
2025-08-17T12:30:00Z,2,FINISHED,Sparta Rotterdam,FC Utrecht,2,1,HOME_TEAM
2025-08-17T12:30:00Z,2,FINISHED,FC Twente '65,PSV,0,2,AWAY_TEAM
2025-08-17T14:45:00Z,2,FINISHED,FC Volendam,AZ,2,2,DRAW
2025-08-17T18:00:00Z,2,FINISHED,NAC Breda,Fortuna Sittard,2,1,HOME_TEAM
2025-08-23T14:30:00Z,3,FINISHED,Go Ahead Eagles,Sparta Rotterdam,0,3,AWAY_TEAM
2025-08-23T16:45:00Z,3,FINISHED,PSV,FC Groningen,4,2,HOME_TEAM
2025-08-23T19:00:00Z,3,FINISHED,Telstar 1963,FC Volendam,2,2,DRAW
2025-08-24T10:15:00Z,3,FINISHED,SC Heerenveen,FC Twente '65,1,2,AWAY_TEAM
2025-08-24T12:30:00Z,3,FINISHED,FC Utrecht,SBV Excelsior,4,1,HOME_TEAM
2025-08-24T12:30:00Z,3,FINISHED,NEC,NAC Breda,3,0,HOME_TEAM
2025-08-24T14:45:00Z,3,FINISHED,AFC Ajax,Heracles Almelo,2,0,HOME_TEAM
2025-08-29T18:00:00Z,4,FINISHED,FC Groningen,Heracles Almelo,4,0,HOME_TEAM
2025-08-30T14:30:00Z,4,FINISHED,FC Volendam,AFC Ajax,1,1,DRAW
2025-08-30T16:45:00Z,4,FINISHED,SC Heerenveen,Go Ahead Eagles,2,2,DRAW
2025-08-30T18:00:00Z,4,FINISHED,PSV,Telstar 1963,0,2,AWAY_TEAM
2025-08-30T19:00:00Z,4,FINISHED,SBV Excelsior,FC Twente '65,1,0,HOME_TEAM
2025-08-31T10:15:00Z,4,FINISHED,Fortuna Sittard,NEC,3,2,HOME_TEAM
2025-08-31T12:30:00Z,4,FINISHED,PEC Zwolle,FC Utrecht,0,2,AWAY_TEAM
2025-08-31T12:30:00Z,4,FINISHED,Sparta Rotterdam,Feyenoord Rotterdam,0,4,AWAY_TEAM
2025-08-31T14:45:00Z,4,FINISHED,NAC Breda,AZ,0,1,AWAY_TEAM
2025-09-13T14:30:00Z,5,FINISHED,AFC Ajax,PEC Zwolle,3,1,HOME_TEAM
2025-09-13T16:45:00Z,5,FINISHED,NEC,PSV,3,5,AWAY_TEAM
2025-09-13T17:10:00Z,5,FINISHED,Go Ahead Eagles,FC Volendam,3,0,HOME_TEAM
2025-09-13T19:00:00Z,5,FINISHED,Feyenoord Rotterdam,SC Heerenveen,1,0,HOME_TEAM
2025-09-13T19:00:00Z,5,FINISHED,FC Twente '65,NAC Breda,2,2,DRAW
2025-09-14T10:15:00Z,5,FINISHED,SBV Excelsior,Sparta Rotterdam,0,1,AWAY_TEAM
2025-09-14T12:30:00Z,5,FINISHED,FC Utrecht,FC Groningen,0,1,AWAY_TEAM
2025-09-14T12:30:00Z,5,FINISHED,Heracles Almelo,AZ,1,2,AWAY_TEAM
