utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-03-29T21:30:00Z,1,FINISHED,São Paulo FC,SC Recife,0,0,DRAW
2025-03-29T21:30:00Z,1,FINISHED,Cruzeiro EC,Mirassol FC,2,1,HOME_TEAM
2025-03-29T21:30:00Z,1,FINISHED,Grêmio FBPA,CA Mineiro,2,1,HOME_TEAM
2025-03-29T21:30:00Z,1,FINISHED,Fortaleza EC,Fluminense FC,2,0,HOME_TEAM
2025-03-29T21:30:00Z,1,FINISHED,EC Juventude,EC Vitória,2,0,HOME_TEAM
2025-03-30T00:00:00Z,1,FINISHED,CR Flamengo,SC Internacional,1,1,DRAW
2025-03-30T19:00:00Z,1,FINISHED,SE Palmeiras,Botafogo FR,0,0,DRAW
2025-03-30T21:30:00Z,1,FINISHED,CR Vasco da Gama,Santos FC,2,1,HOME_TEAM
2025-03-30T23:00:00Z,1,FINISHED,EC Bahia,SC Corinthians Paulista,1,1,DRAW
2025-03-31T23:00:00Z,1,FINISHED,RB Bragantino,Ceará SC,2,2,DRAW
2025-04-05T21:30:00Z,2,FINISHED,SC Corinthians Paulista,CR Vasco da Gama,3,0,HOME_TEAM
2025-04-05T21:30:00Z,2,FINISHED,Ceará SC,Grêmio FBPA,2,0,HOME_TEAM
2025-04-06T00:00:00Z,2,FINISHED,Botafogo FR,EC Juventude,2,0,HOME_TEAM
2025-04-06T19:00:00Z,2,FINISHED,Fluminense FC,RB Bragantino,2,1,HOME_TEAM
2025-04-06T19:00:00Z,2,FINISHED,CA Mineiro,São Paulo FC,0,0,DRAW
2025-04-06T21:30:00Z,2,FINISHED,Mirassol FC,Fortaleza EC,1,1,DRAW
2025-04-06T21:30:00Z,2,FINISHED,SC Internacional,Cruzeiro EC,3,0,HOME_TEAM
2025-04-06T21:30:00Z,2,FINISHED,EC Vitória,CR Flamengo,1,2,AWAY_TEAM
2025-04-06T21:30:00Z,2,FINISHED,SC Recife,SE Palmeiras,1,2,AWAY_TEAM
2025-04-06T23:30:00Z,2,FINISHED,Santos FC,EC Bahia,2,2,DRAW
2025-04-12T19:00:00Z,3,FINISHED,RB Bragantino,Botafogo FR,1,0,HOME_TEAM
2025-04-12T19:00:00Z,3,FINISHED,EC Juventude,Ceará SC,2,1,HOME_TEAM
2025-04-12T21:30:00Z,3,FINISHED,SE Palmeiras,SC Corinthians Paulista,2,0,HOME_TEAM
2025-04-13T00:00:00Z,3,FINISHED,CR Vasco da Gama,SC Recife,3,1,HOME_TEAM
2025-04-13T19:00:00Z,3,FINISHED,EC Bahia,Mirassol FC,1,1,DRAW
2025-04-13T20:30:00Z,3,FINISHED,São Paulo FC,Cruzeiro EC,1,1,DRAW
2025-04-13T20:30:00Z,3,FINISHED,Grêmio FBPA,CR Flamengo,0,2,AWAY_TEAM
2025-04-13T22:30:00Z,3,FINISHED,Fluminense FC,Santos FC,1,0,HOME_TEAM
2025-04-13T23:00:00Z,3,FINISHED,Fortaleza EC,SC Internacional,0,0,DRAW
2025-04-13T23:30:00Z,3,FINISHED,CA Mineiro,EC Vitória,2,2,DRAW
2025-04-16T00:30:00Z,4,FINISHED,Ceará SC,CR Vasco da Gama,2,1,HOME_TEAM
2025-04-16T21:30:00Z,4,FINISHED,Botafogo FR,São Paulo FC,2,2,DRAW
2025-04-16T22:00:00Z,4,FINISHED,Mirassol FC,Grêmio FBPA,4,1,HOME_TEAM
2025-04-16T22:00:00Z,4,FINISHED,SC Recife,RB Bragantino,0,1,AWAY_TEAM
2025-04-16T22:30:00Z,4,FINISHED,SC Corinthians Paulista,Fluminense FC,0,2,AWAY_TEAM
2025-04-16T22:30:00Z,4,FINISHED,SC Internacional,SE Palmeiras,0,1,AWAY_TEAM
2025-04-17T00:30:00Z,4,FINISHED,CR Flamengo,EC Juventude,6,0,HOME_TEAM
2025-04-17T00:30:00Z,4,FINISHED,Santos FC,CA Mineiro,2,0,HOME_TEAM
2025-04-17T00:30:00Z,4,FINISHED,EC Vitória,Fortaleza EC,2,1,HOME_TEAM
2025-04-18T00:30:00Z,4,FINISHED,Cruzeiro EC,EC Bahia,3,0,HOME_TEAM
2025-04-19T19:00:00Z,5,FINISHED,SC Corinthians Paulista,SC Recife,2,1,HOME_TEAM
2025-04-19T21:30:00Z,5,FINISHED,CR Vasco da Gama,CR Flamengo,0,0,DRAW
2025-04-20T00:00:00Z,5,FINISHED,Grêmio FBPA,SC Internacional,1,1,DRAW
2025-04-20T14:00:00Z,5,FINISHED,EC Juventude,Mirassol FC,2,2,DRAW
2025-04-20T19:00:00Z,5,FINISHED,São Paulo FC,Santos FC,2,1,HOME_TEAM
