utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2025-08-08T19:15:00Z,1,FINISHED,Casa Pia AC,Sporting Clube de Portugal,0,2,AWAY_TEAM
2025-08-09T14:30:00Z,1,FINISHED,CD Nacional,Gil Vicente FC,0,2,AWAY_TEAM
2025-08-09T19:30:00Z,1,FINISHED,FC Arouca,AVS,3,1,HOME_TEAM
2025-08-10T16:00:00Z,1,FINISHED,FC Famalicão,CD Santa Clara,3,0,HOME_TEAM
2025-08-10T19:30:00Z,1,FINISHED,Sporting Clube de Braga,CD Tondela,3,0,HOME_TEAM
2025-08-10T19:30:00Z,1,FINISHED,Moreirense FC,FC Alverca,2,1,HOME_TEAM
2025-08-11T17:45:00Z,1,FINISHED,GD Estoril Praia,CF Estrela da Amadora,1,1,DRAW
2025-08-11T19:45:00Z,1,FINISHED,FC Porto,Vitória SC,3,0,HOME_TEAM
2025-08-15T14:45:00Z,2,FINISHED,AVS,Casa Pia AC,0,2,AWAY_TEAM
2025-08-16T14:30:00Z,2,FINISHED,CD Tondela,FC Famalicão,0,1,AWAY_TEAM
2025-08-16T17:00:00Z,2,FINISHED,Vitória SC,GD Estoril Praia,3,2,HOME_TEAM
2025-08-16T19:30:00Z,2,FINISHED,CF Estrela da Amadora,Sport Lisboa e Benfica,0,1,AWAY_TEAM
2025-08-17T14:30:00Z,2,FINISHED,Rio Ave FC,CD Nacional,1,1,DRAW
2025-08-17T17:00:00Z,2,FINISHED,FC Alverca,Sporting Clube de Braga,0,3,AWAY_TEAM
2025-08-17T17:00:00Z,2,FINISHED,CD Santa Clara,Moreirense FC,0,1,AWAY_TEAM
2025-08-17T19:30:00Z,2,FINISHED,Sporting Clube de Portugal,FC Arouca,6,0,HOME_TEAM
2025-08-18T19:15:00Z,2,FINISHED,Gil Vicente FC,FC Porto,0,2,AWAY_TEAM
2025-08-23T15:00:00Z,3,FINISHED,Moreirense FC,Vitória SC,2,0,HOME_TEAM
2025-08-23T17:00:00Z,3,FINISHED,CD Nacional,Sporting Clube de Portugal,1,4,AWAY_TEAM
2025-08-23T19:30:00Z,3,FINISHED,FC Arouca,Rio Ave FC,3,3,DRAW
2025-08-23T19:30:00Z,3,FINISHED,Sport Lisboa e Benfica,CD Tondela,3,0,HOME_TEAM
2025-08-24T14:30:00Z,3,FINISHED,FC Famalicão,Gil Vicente FC,0,0,DRAW
2025-08-24T17:00:00Z,3,FINISHED,FC Porto,Casa Pia AC,4,0,HOME_TEAM
2025-08-24T19:30:00Z,3,FINISHED,Sporting Clube de Braga,AVS,2,2,DRAW
2025-08-25T19:15:00Z,3,FINISHED,CF Estrela da Amadora,FC Alverca,2,2,DRAW
2025-08-29T19:15:00Z,4,FINISHED,Gil Vicente FC,Moreirense FC,2,0,HOME_TEAM
2025-08-30T14:30:00Z,4,FINISHED,Casa Pia AC,CD Nacional,0,2,AWAY_TEAM
2025-08-30T17:00:00Z,4,FINISHED,AVS,FC Famalicão,0,1,AWAY_TEAM
2025-08-30T17:00:00Z,4,FINISHED,Vitória SC,FC Arouca,1,1,DRAW
2025-08-30T19:30:00Z,4,FINISHED,Sporting Clube de Portugal,FC Porto,1,2,AWAY_TEAM
2025-08-31T14:30:00Z,4,FINISHED,CD Tondela,GD Estoril Praia,2,2,DRAW
2025-08-31T17:00:00Z,4,FINISHED,FC Alverca,Sport Lisboa e Benfica,1,2,AWAY_TEAM
2025-08-31T19:30:00Z,4,FINISHED,CD Santa Clara,CF Estrela da Amadora,0,0,DRAW
2025-08-31T19:30:00Z,4,FINISHED,Rio Ave FC,Sporting Clube de Braga,2,2,DRAW
2025-09-06T19:30:00Z,3,FINISHED,GD Estoril Praia,CD Santa Clara,0,1,AWAY_TEAM
2025-09-12T19:15:00Z,5,FINISHED,FC Alverca,CD Tondela,1,0,HOME_TEAM
2025-09-12T19:15:00Z,5,FINISHED,Sport Lisboa e Benfica,CD Santa Clara,1,1,DRAW
2025-09-13T14:30:00Z,5,FINISHED,Moreirense FC,Rio Ave FC,3,1,HOME_TEAM
2025-09-13T14:30:00Z,5,FINISHED,GD Estoril Praia,AVS,3,1,HOME_TEAM
2025-09-13T17:00:00Z,5,FINISHED,FC Porto,CD Nacional,1,0,HOME_TEAM
2025-09-13T19:30:00Z,5,FINISHED,FC Famalicão,Sporting Clube de Portugal,1,2,AWAY_TEAM
2025-09-14T14:30:00Z,5,FINISHED,CF Estrela da Amadora,Vitória SC,0,2,AWAY_TEAM
2025-09-14T17:00:00Z,5,FINISHED,FC Arouca,Casa Pia AC,0,2,AWAY_TEAM
2025-09-14T19:30:00Z,5,FINISHED,Sporting Clube de Braga,Gil Vicente FC,0,1,AWAY_TEAM
2025-09-19T19:15:00Z,6,FINISHED,Rio Ave FC,FC Porto,0,3,AWAY_TEAM
2025-09-20T14:30:00Z,6,FINISHED,CD Santa Clara,FC Alverca,2,1,HOME_TEAM
2025-09-20T14:30:00Z,6,FINISHED,CD Nacional,FC Arouca,1,2,AWAY_TEAM
2025-09-20T17:00:00Z,6,FINISHED,AVS,Sport Lisboa e Benfica,0,3,AWAY_TEAM
2025-09-20T19:30:00Z,6,FINISHED,Vitória SC,Sporting Clube de Braga,1,1,DRAW
2025-09-21T14:30:00Z,6,FINISHED,CD Tondela,CF Estrela da Amadora,0,0,DRAW
2025-09-21T17:00:00Z,6,FINISHED,Gil Vicente FC,GD Estoril Praia,2,0,HOME_TEAM
2025-09-21T19:30:00Z,6,FINISHED,Casa Pia AC,FC Famalicão,1,1,DRAW
2025-09-22T19:15:00Z,6,FINISHED,Sporting Clube de Portugal,Moreirense FC,3,0,HOME_TEAM
2025-09-23T19:15:00Z,1,FINISHED,Sport Lisboa e Benfica,Rio Ave FC,1,1,DRAW
2025-09-26T19:15:00Z,7,FINISHED,Sport Lisboa e Benfica,Gil Vicente FC,2,1,HOME_TEAM
2025-09-27T14:30:00Z,7,FINISHED,Moreirense FC,Casa Pia AC,2,1,HOME_TEAM
2025-09-27T15:30:00Z,7,FINISHED,CD Santa Clara,CD Tondela,1,2,AWAY_TEAM
2025-09-27T17:00:00Z,7,FINISHED,CF Estrela da Amadora,AVS,3,0,HOME_TEAM
2025-09-27T19:30:00Z,7,FINISHED,GD Estoril Praia,Sporting Clube de Portugal,0,1,AWAY_TEAM
2025-09-28T14:30:00Z,7,FINISHED,FC Alverca,Vitória SC,2,0,HOME_TEAM
2025-09-28T17:00:00Z,7,FINISHED,Sporting Clube de Braga,CD Nacional,0,1,AWAY_TEAM
2025-09-28T19:30:00Z,7,FINISHED,FC Famalicão,Rio Ave FC,0,0,DRAW
2025-09-29T19:00:00Z,7,FINISHED,FC Arouca,FC Porto,0,4,AWAY_TEAM
2025-10-03T19:15:00Z,8,FINISHED,Casa Pia AC,GD Estoril Praia,2,2,DRAW
2025-10-04T14:30:00Z,8,FINISHED,Gil Vicente FC,CF Estrela da Amadora,2,0,HOME_TEAM
2025-10-04T14:30:00Z,8,FINISHED,CD Nacional,Moreirense FC,3,2,HOME_TEAM
2025-10-04T17:00:00Z,8,FINISHED,AVS,FC Alverca,1,3,AWAY_TEAM
2025-10-04T19:30:00Z,8,FINISHED,Vitória SC,CD Santa Clara,2,1,HOME_TEAM
2025-10-05T14:30:00Z,8,FINISHED,FC Arouca,FC Famalicão,1,1,DRAW
2025-10-05T16:30:00Z,8,FINISHED,Rio Ave FC,CD Tondela,3,0,HOME_TEAM
2025-10-05T18:15:00Z,8,FINISHED,Sporting Clube de Portugal,Sporting Clube de Braga,1,1,DRAW
2025-10-05T20:15:00Z,8,FINISHED,FC Porto,Sport Lisboa e Benfica,0,0,DRAW
