utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2026-08-22T16:30:00Z,1,FINISHED,Udinese Calcio,Como 1907,1,1,DRAW
2026-08-22T16:30:00Z,1,FINISHED,FC Internazionale Milano,AC Monza,4,1,HOME_TEAM
2026-08-22T18:45:00Z,1,FINISHED,Genoa CFC,SSC Napoli,0,2,AWAY_TEAM
2026-08-22T18:45:00Z,1,FINISHED,Parma Calcio 1913,Cagliari Calcio,0,1,AWAY_TEAM
2026-08-23T16:30:00Z,1,FINISHED,Frosinone Calcio,Juventus FC,0,1,AWAY_TEAM
2026-08-23T16:30:00Z,1,FINISHED,Venezia FC,US Lecce,0,2,AWAY_TEAM
2026-08-23T18:45:00Z,1,FINISHED,Atalanta BC,US Sassuolo Calcio,2,1,HOME_TEAM
2026-08-23T18:45:00Z,1,FINISHED,Torino FC,AC Milan,1,2,AWAY_TEAM
2026-08-24T16:30:00Z,1,FINISHED,Bologna FC 1909,SS Lazio,0,1,AWAY_TEAM
2026-08-24T18:45:00Z,1,FINISHED,AS Roma,ACF Fiorentina,4,0,HOME_TEAM
2026-08-28T18:45:00Z,2,FINISHED,AC Milan,Venezia FC,2,0,HOME_TEAM
2026-08-29T16:30:00Z,2,FINISHED,US Sassuolo Calcio,Torino FC,2,1,HOME_TEAM
2026-08-29T16:30:00Z,2,FINISHED,AC Monza,Udinese Calcio,2,3,AWAY_TEAM
2026-08-29T16:30:00Z,2,FINISHED,ACF Fiorentina,Frosinone Calcio,0,3,AWAY_TEAM
2026-08-29T18:45:00Z,2,FINISHED,Juventus FC,Parma Calcio 1913,2,0,HOME_TEAM
2026-08-30T16:30:00Z,2,FINISHED,SSC Napoli,Como 1907,1,2,AWAY_TEAM
2026-08-30T18:45:00Z,2,FINISHED,SS Lazio,Genoa CFC,1,0,HOME_TEAM
2026-08-30T18:45:00Z,2,FINISHED,Cagliari Calcio,FC Internazionale Milano,0,1,AWAY_TEAM
2026-08-31T16:30:00Z,2,FINISHED,US Lecce,AS Roma,0,4,AWAY_TEAM
2026-08-31T18:45:00Z,2,FINISHED,Atalanta BC,Bologna FC 1909,1,0,HOME_TEAM
