utcDate,matchday,status,homeTeam,awayTeam,homeGoals,awayGoals,winner
2024-08-23T18:30:00Z,1,FINISHED,Borussia Mönchengladbach,Bayer 04 Leverkusen,2,3,AWAY_TEAM
2024-08-24T13:30:00Z,1,FINISHED,RB Leipzig,VfL Bochum 1848,1,0,HOME_TEAM
2024-08-24T13:30:00Z,1,FINISHED,TSG 1899 Hoffenheim,Holstein Kiel,3,2,HOME_TEAM
2024-08-24T13:30:00Z,1,FINISHED,SC Freiburg,VfB Stuttgart,3,1,HOME_TEAM
2024-08-24T13:30:00Z,1,FINISHED,FC Augsburg,SV Werder Bremen,2,2,DRAW
2024-08-24T13:30:00Z,1,FINISHED,1. FSV Mainz 05,1. FC Union Berlin,1,1,DRAW
2024-08-24T16:30:00Z,1,FINISHED,Borussia Dortmund,Eintracht Frankfurt,2,0,HOME_TEAM
2024-08-25T13:30:00Z,1,FINISHED,VfL Wolfsburg,FC Bayern München,2,3,AWAY_TEAM
2024-08-25T15:30:00Z,1,FINISHED,FC St. Pauli 1910,1. FC Heidenheim 1846,0,2,AWAY_TEAM
2024-08-30T18:30:00Z,2,FINISHED,1. FC Union Berlin,FC St. Pauli 1910,1,0,HOME_TEAM
2024-08-31T13:30:00Z,2,FINISHED,VfB Stuttgart,1. FSV Mainz 05,3,3,DRAW
2024-08-31T13:30:00Z,2,FINISHED,Eintracht Frankfurt,TSG 1899 Hoffenheim,3,1,HOME_TEAM
2024-08-31T13:30:00Z,2,FINISHED,SV Werder Bremen,Borussia Dortmund,0,0,DRAW
2024-08-31T13:30:00Z,2,FINISHED,VfL Bochum 1848,Borussia Mönchengladbach,0,2,AWAY_TEAM
2024-08-31T13:30:00Z,2,FINISHED,Holstein Kiel,VfL Wolfsburg,0,2,AWAY_TEAM
2024-08-31T16:30:00Z,2,FINISHED,Bayer 04 Leverkusen,RB Leipzig,2,3,AWAY_TEAM
2024-09-01T13:30:00Z,2,FINISHED,1. FC Heidenheim 1846,FC Augsburg,4,0,HOME_TEAM
2024-09-01T15:30:00Z,2,FINISHED,FC Bayern München,SC Freiburg,2,0,HOME_TEAM
2024-09-13T18:30:00Z,3,FINISHED,Borussia Dortmund,1. FC Heidenheim 1846,4,2,HOME_TEAM
2024-09-14T13:30:00Z,3,FINISHED,RB Leipzig,1. FC Union Berlin,0,0,DRAW
2024-09-14T13:30:00Z,3,FINISHED,TSG 1899 Hoffenheim,Bayer 04 Leverkusen,1,4,AWAY_TEAM
2024-09-14T13:30:00Z,3,FINISHED,SC Freiburg,VfL Bochum 1848,2,1,HOME_TEAM
2024-09-14T13:30:00Z,3,FINISHED,VfL Wolfsburg,Eintracht Frankfurt,1,2,AWAY_TEAM
2024-09-14T13:30:00Z,3,FINISHED,Borussia Mönchengladbach,VfB Stuttgart,1,3,AWAY_TEAM
2024-09-14T16:30:00Z,3,FINISHED,Holstein Kiel,FC Bayern München,1,6,AWAY_TEAM
2024-09-15T13:30:00Z,3,FINISHED,FC Augsburg,FC St. Pauli 1910,3,1,HOME_TEAM
2024-09-15T15:30:00Z,3,FINISHED,1. FSV Mainz 05,SV Werder Bremen,1,2,AWAY_TEAM
2024-09-20T18:30:00Z,4,FINISHED,FC Augsburg,1. FSV Mainz 05,2,3,AWAY_TEAM
2024-09-21T13:30:00Z,4,FINISHED,1. FC Heidenheim 1846,SC Freiburg,0,3,AWAY_TEAM
2024-09-21T13:30:00Z,4,FINISHED,SV Werder Bremen,FC Bayern München,0,5,AWAY_TEAM
2024-09-21T13:30:00Z,4,FINISHED,1. FC Union Berlin,TSG 1899 Hoffenheim,2,1,HOME_TEAM
2024-09-21T13:30:00Z,4,FINISHED,VfL Bochum 1848,Holstein Kiel,2,2,DRAW
2024-09-21T16:30:00Z,4,FINISHED,Eintracht Frankfurt,Borussia Mönchengladbach,2,0,HOME_TEAM
2024-09-22T13:30:00Z,4,FINISHED,Bayer 04 Leverkusen,VfL Wolfsburg,4,3,HOME_TEAM
2024-09-22T15:30:00Z,4,FINISHED,VfB Stuttgart,Borussia Dortmund,5,1,HOME_TEAM
2024-09-22T17:30:00Z,4,FINISHED,FC St. Pauli 1910,RB Leipzig,0,0,DRAW
2024-09-27T18:30:00Z,5,FINISHED,Borussia Dortmund,VfL Bochum 1848,4,2,HOME_TEAM
2024-09-28T13:30:00Z,5,FINISHED,RB Leipzig,FC Augsburg,4,0,HOME_TEAM
2024-09-28T13:30:00Z,5,FINISHED,SC Freiburg,FC St. Pauli 1910,0,3,AWAY_TEAM
2024-09-28T13:30:00Z,5,FINISHED,VfL Wolfsburg,VfB Stuttgart,2,2,DRAW
2024-09-28T13:30:00Z,5,FINISHED,1. FSV Mainz 05,1. FC Heidenheim 1846,0,2,AWAY_TEAM
2024-09-28T13:30:00Z,5,FINISHED,Borussia Mönchengladbach,1. FC Union Berlin,1,0,HOME_TEAM
2024-09-28T16:30:00Z,5,FINISHED,FC Bayern München,Bayer 04 Leverkusen,1,1,DRAW
2024-09-29T13:30:00Z,5,FINISHED,Holstein Kiel,Eintracht Frankfurt,2,4,AWAY_TEAM
2024-09-29T15:30:00Z,5,FINISHED,TSG 1899 Hoffenheim,SV Werder Bremen,3,4,AWAY_TEAM
2024-10-04T18:30:00Z,6,FINISHED,FC Augsburg,Borussia Mönchengladbach,2,1,HOME_TEAM
2024-10-05T13:30:00Z,6,FINISHED,Bayer 04 Leverkusen,Holstein Kiel,2,2,DRAW
2024-10-05T13:30:00Z,6,FINISHED,SV Werder Bremen,SC Freiburg,0,1,AWAY_TEAM
2024-10-05T13:30:00Z,6,FINISHED,1. FC Union Berlin,Borussia Dortmund,2,1,HOME_TEAM
2024-10-05T13:30:00Z,6,FINISHED,VfL Bochum 1848,VfL Wolfsburg,1,3,AWAY_TEAM
