Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9076.0,923.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
917.0,8721.0,343.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,346.0,8094.0,945.0,220.0,179.0,209.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,10.0,1128.0,4949.0,1333.0,1322.0,1182.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,322.0,2184.0,2647.0,2254.0,2208.0,371.0,5.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,94.0,1193.0,2553.0,2405.0,2905.0,795.0,19.0,27.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,17.0,603.0,2408.0,2429.0,2512.0,1639.0,156.0,171.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,99.0,753.0,1161.0,870.0,4192.0,1097.0,1285.0,524.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,9.0,75.0,201.0,96.0,1625.0,3088.0,3122.0,1674.0,46.0,54.0,10.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,10.0,44.0,16.0,831.0,3033.0,2948.0,2622.0,222.0,199.0,68.0,6.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,5.0,2.0,399.0,2185.0,2008.0,3795.0,701.0,630.0,245.0,29.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,354.0,355.0,1012.0,3209.0,2895.0,1684.0,382.0,42.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,60.0,66.0,257.0,3222.0,2921.0,2190.0,1051.0,228.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,37.0,1939.0,2038.0,2870.0,2401.0,689.0,11.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,593.0,1040.0,2175.0,4033.0,2086.0,66.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,213.0,743.0,2052.0,6176.0,725.0,34.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,46.0,758.0,7802.0,1376.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1396.0,8585.0
