Bayern Munich,SC Freiburg,FC Augsburg,RB Leipzig,Borussia Dortmund,SV Elversberg,FC Cologne,Eintracht Frankfurt,1. FC Union Berlin,Mainz,SC Paderborn 07,Bayer Leverkusen,TSG Hoffenheim,Hamburg SV,Werder Bremen,Borussia Mönchengladbach,Schalke 04,VfB Stuttgart
9487.0,0.0,0.0,25.0,459.0,11.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,2.0,8.0
492.0,27.0,4.0,1272.0,7077.0,156.0,0.0,8.0,0.0,2.0,37.0,387.0,58.0,0.0,0.0,0.0,8.0,472.0
21.0,201.0,41.0,3484.0,1706.0,355.0,21.0,78.0,10.0,24.0,115.0,1646.0,544.0,2.0,0.0,9.0,41.0,1702.0
0.0,457.0,116.0,2240.0,516.0,389.0,79.0,258.0,37.0,96.0,181.0,2271.0,1041.0,18.0,0.0,28.0,57.0,2216.0
0.0,823.0,265.0,1382.0,156.0,419.0,175.0,444.0,84.0,272.0,212.0,2069.0,1553.0,48.0,3.0,78.0,77.0,1940.0
0.0,1259.0,460.0,794.0,57.0,481.0,332.0,795.0,206.0,417.0,248.0,1408.0,1723.0,117.0,2.0,147.0,121.0,1433.0
0.0,1399.0,746.0,416.0,16.0,521.0,581.0,1065.0,360.0,715.0,303.0,899.0,1455.0,170.0,22.0,295.0,136.0,901.0
0.0,1358.0,957.0,208.0,9.0,520.0,743.0,1220.0,516.0,952.0,303.0,542.0,1115.0,328.0,58.0,472.0,162.0,537.0
0.0,1141.0,1175.0,100.0,3.0,511.0,960.0,1299.0,684.0,988.0,338.0,333.0,834.0,468.0,83.0,610.0,156.0,317.0
0.0,890.0,1119.0,43.0,1.0,463.0,1100.0,1129.0,924.0,1099.0,364.0,209.0,606.0,646.0,141.0,857.0,193.0,216.0
0.0,796.0,1101.0,21.0,0.0,511.0,1123.0,971.0,1031.0,1135.0,416.0,112.0,413.0,802.0,228.0,1002.0,216.0,122.0
0.0,570.0,1078.0,9.0,0.0,514.0,1187.0,818.0,1175.0,1076.0,454.0,58.0,281.0,981.0,375.0,1087.0,276.0,61.0
0.0,401.0,939.0,3.0,0.0,561.0,1059.0,683.0,1210.0,1023.0,513.0,38.0,175.0,1208.0,580.0,1197.0,363.0,47.0
0.0,343.0,737.0,3.0,0.0,602.0,959.0,545.0,1183.0,858.0,665.0,16.0,114.0,1339.0,897.0,1254.0,468.0,17.0
0.0,183.0,599.0,0.0,0.0,768.0,769.0,362.0,1077.0,683.0,815.0,4.0,61.0,1483.0,1460.0,1114.0,612.0,10.0
0.0,103.0,415.0,0.0,0.0,994.0,536.0,211.0,863.0,426.0,1122.0,0.0,20.0,1223.0,2175.0,1009.0,903.0,0.0
0.0,43.0,196.0,0.0,0.0,1139.0,301.0,83.0,493.0,170.0,1793.0,1.0,7.0,869.0,2530.0,617.0,1757.0,1.0
0.0,6.0,52.0,0.0,0.0,1085.0,75.0,31.0,147.0,64.0,2120.0,0.0,0.0,298.0,1446.0,224.0,4452.0,0.0
