Swansea City,Queens Park Rangers,Charlton Athletic,Wolverhampton Wanderers,Middlesbrough,Bristol City,West Bromwich Albion,Birmingham City,Sheffield United,Millwall,Wrexham,West Ham United,Blackburn Rovers,Watford,Bolton Wanderers,Derby County,Lincoln City,Southampton,Cardiff City,Norwich City,Portsmouth,Stoke City,Burnley,Preston North End
616.0,142.0,106.0,4820.0,860.0,95.0,64.0,146.0,149.0,341.0,146.0,1100.0,11.0,10.0,1.0,105.0,0.0,1179.0,1.0,96.0,2.0,8.0,0.0,2.0
909.0,320.0,225.0,1989.0,1158.0,196.0,126.0,309.0,323.0,636.0,330.0,1439.0,43.0,23.0,3.0,192.0,1.0,1532.0,2.0,188.0,18.0,33.0,0.0,5.0
1002.0,431.0,333.0,999.0,1197.0,330.0,216.0,422.0,418.0,760.0,440.0,1290.0,81.0,68.0,5.0,311.0,0.0,1335.0,10.0,298.0,16.0,29.0,0.0,9.0
966.0,464.0,415.0,701.0,1106.0,405.0,297.0,508.0,542.0,813.0,486.0,1086.0,107.0,106.0,5.0,361.0,1.0,1045.0,22.0,431.0,40.0,76.0,0.0,17.0
948.0,553.0,511.0,455.0,931.0,479.0,355.0,531.0,555.0,794.0,608.0,919.0,169.0,131.0,14.0,449.0,0.0,953.0,29.0,413.0,76.0,94.0,0.0,33.0
778.0,640.0,528.0,308.0,844.0,556.0,430.0,629.0,640.0,767.0,626.0,755.0,210.0,180.0,14.0,536.0,3.0,782.0,32.0,482.0,89.0,128.0,0.0,43.0
730.0,642.0,567.0,220.0,717.0,604.0,505.0,679.0,616.0,759.0,712.0,640.0,249.0,196.0,22.0,548.0,2.0,640.0,47.0,536.0,137.0,168.0,0.0,64.0
700.0,652.0,605.0,161.0,586.0,645.0,530.0,657.0,647.0,658.0,708.0,542.0,323.0,265.0,51.0,604.0,6.0,538.0,67.0,583.0,159.0,223.0,0.0,90.0
602.0,648.0,635.0,108.0,536.0,653.0,557.0,688.0,681.0,664.0,669.0,485.0,384.0,337.0,58.0,598.0,7.0,424.0,90.0,637.0,184.0,251.0,2.0,102.0
510.0,660.0,656.0,72.0,460.0,650.0,608.0,691.0,626.0,589.0,646.0,383.0,444.0,402.0,80.0,639.0,11.0,368.0,122.0,664.0,240.0,305.0,0.0,174.0
460.0,639.0,658.0,60.0,342.0,679.0,586.0,651.0,695.0,539.0,650.0,332.0,502.0,481.0,100.0,685.0,30.0,257.0,173.0,630.0,284.0,364.0,0.0,203.0
396.0,625.0,624.0,33.0,300.0,658.0,651.0,638.0,657.0,514.0,613.0,260.0,527.0,527.0,141.0,644.0,32.0,244.0,226.0,664.0,360.0,436.0,1.0,229.0
318.0,589.0,668.0,26.0,233.0,648.0,666.0,604.0,593.0,440.0,568.0,218.0,606.0,550.0,189.0,708.0,68.0,200.0,272.0,617.0,397.0,516.0,5.0,301.0
261.0,579.0,608.0,16.0,188.0,624.0,677.0,588.0,564.0,387.0,558.0,152.0,672.0,637.0,262.0,611.0,102.0,157.0,354.0,591.0,505.0,548.0,5.0,354.0
208.0,506.0,609.0,13.0,163.0,579.0,663.0,509.0,500.0,333.0,479.0,131.0,705.0,696.0,296.0,587.0,113.0,127.0,414.0,608.0,625.0,647.0,13.0,476.0
190.0,476.0,522.0,11.0,133.0,489.0,630.0,446.0,421.0,291.0,438.0,97.0,757.0,757.0,407.0,566.0,178.0,74.0,538.0,581.0,661.0,762.0,20.0,555.0
148.0,432.0,472.0,6.0,104.0,444.0,610.0,388.0,419.0,188.0,372.0,64.0,755.0,846.0,534.0,481.0,255.0,58.0,675.0,496.0,804.0,747.0,36.0,666.0
91.0,353.0,405.0,2.0,46.0,391.0,515.0,284.0,321.0,195.0,289.0,49.0,773.0,853.0,726.0,401.0,389.0,27.0,794.0,452.0,870.0,880.0,72.0,822.0
72.0,256.0,340.0,0.0,53.0,328.0,434.0,232.0,238.0,139.0,243.0,25.0,797.0,766.0,921.0,344.0,526.0,28.0,968.0,367.0,959.0,918.0,117.0,929.0
48.0,173.0,237.0,0.0,24.0,269.0,369.0,188.0,190.0,86.0,180.0,17.0,655.0,735.0,1181.0,286.0,805.0,20.0,1089.0,289.0,945.0,906.0,211.0,1097.0
19.0,124.0,151.0,0.0,10.0,133.0,283.0,124.0,110.0,74.0,141.0,9.0,551.0,653.0,1383.0,189.0,1199.0,7.0,1276.0,184.0,965.0,770.0,425.0,1220.0
21.0,60.0,78.0,0.0,8.0,92.0,152.0,57.0,70.0,29.0,56.0,6.0,404.0,461.0,1559.0,97.0,1731.0,5.0,1327.0,138.0,886.0,674.0,874.0,1215.0
7.0,30.0,38.0,0.0,1.0,41.0,61.0,24.0,22.0,4.0,36.0,1.0,221.0,262.0,1416.0,48.0,2813.0,0.0,1054.0,50.0,596.0,380.0,1921.0,974.0
0.0,6.0,9.0,0.0,0.0,12.0,15.0,7.0,3.0,0.0,6.0,0.0,54.0,58.0,632.0,10.0,1728.0,0.0,418.0,5.0,182.0,137.0,6298.0,420.0
