Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Bahia,Cruzeiro,Coritiba,Atlético-MG,Red Bull Bragantino,Corinthians,São Paulo,Botafogo,Vitória,Santos,Grêmio,Mirassol,Vasco da Gama,Internacional,Remo,Chapecoense
4056.0,5894.0,47.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5550.0,3858.0,484.0,81.0,2.0,22.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353.0,231.0,6198.0,1864.0,259.0,801.0,49.0,177.0,43.0,0.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,16.0,2103.0,3829.0,823.0,1931.0,224.0,624.0,237.0,14.0,28.0,130.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0
4.0,1.0,751.0,2139.0,1765.0,2353.0,502.0,1350.0,559.0,75.0,97.0,377.0,2.0,15.0,5.0,3.0,1.0,1.0,0.0,0.0
1.0,0.0,263.0,1006.0,2050.0,1781.0,907.0,1769.0,975.0,225.0,233.0,692.0,9.0,44.0,18.0,22.0,4.0,1.0,0.0,0.0
0.0,0.0,107.0,520.0,1637.0,1286.0,1243.0,1815.0,1282.0,429.0,451.0,998.0,13.0,89.0,58.0,60.0,9.0,3.0,0.0,0.0
0.0,0.0,33.0,289.0,1282.0,829.0,1475.0,1417.0,1533.0,687.0,660.0,1260.0,66.0,208.0,119.0,113.0,18.0,11.0,0.0,0.0
0.0,0.0,8.0,172.0,904.0,478.0,1519.0,1069.0,1608.0,1009.0,951.0,1365.0,108.0,306.0,229.0,187.0,54.0,31.0,2.0,0.0
0.0,0.0,4.0,59.0,585.0,265.0,1415.0,802.0,1319.0,1328.0,1224.0,1393.0,229.0,490.0,347.0,363.0,106.0,66.0,5.0,0.0
0.0,0.0,2.0,27.0,368.0,148.0,1113.0,454.0,986.0,1503.0,1508.0,1190.0,419.0,753.0,556.0,588.0,213.0,157.0,15.0,0.0
0.0,0.0,0.0,8.0,172.0,54.0,706.0,280.0,682.0,1451.0,1488.0,1037.0,626.0,1059.0,898.0,807.0,385.0,305.0,42.0,0.0
0.0,0.0,0.0,1.0,84.0,37.0,425.0,142.0,351.0,1208.0,1161.0,657.0,938.0,1385.0,1202.0,1159.0,632.0,528.0,90.0,0.0
0.0,0.0,0.0,2.0,47.0,12.0,230.0,65.0,202.0,832.0,897.0,425.0,1195.0,1419.0,1411.0,1436.0,846.0,794.0,187.0,0.0
0.0,0.0,0.0,1.0,16.0,1.0,120.0,22.0,118.0,599.0,581.0,241.0,1415.0,1328.0,1395.0,1495.0,1220.0,1102.0,346.0,0.0
0.0,0.0,0.0,0.0,5.0,1.0,48.0,9.0,67.0,339.0,345.0,128.0,1542.0,1131.0,1429.0,1372.0,1553.0,1447.0,581.0,3.0
0.0,0.0,0.0,0.0,1.0,0.0,19.0,2.0,25.0,212.0,240.0,54.0,1491.0,917.0,1122.0,1218.0,1772.0,1807.0,1115.0,5.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,66.0,110.0,26.0,1309.0,585.0,803.0,792.0,1884.0,2279.0,2115.0,17.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,23.0,21.0,7.0,636.0,269.0,404.0,377.0,1280.0,1452.0,5382.0,145.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,23.0,16.0,120.0,9830.0
