Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
9999.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,9971.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,28.0,9327.0,645.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,645.0,9354.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,9235.0,323.0,218.0,9.0,207.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,592.0,4505.0,2174.0,428.0,1943.0,266.0,35.0,25.0,0.0,29.0,2.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,140.0,2534.0,2626.0,938.0,2591.0,844.0,137.0,90.0,11.0,70.0,16.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.0,1401.0,2229.0,1682.0,2380.0,1416.0,319.0,241.0,37.0,185.0,67.0,14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,736.0,1348.0,2314.0,1379.0,2161.0,673.0,488.0,112.0,481.0,219.0,76.0,10.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,324.0,834.0,2153.0,763.0,2269.0,1109.0,769.0,230.0,838.0,430.0,247.0,23.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,117.0,351.0,1205.0,365.0,1421.0,1715.0,1235.0,519.0,1528.0,934.0,456.0,116.0,35.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,40.0,147.0,680.0,190.0,812.0,1648.0,1499.0,850.0,1692.0,1361.0,768.0,219.0,84.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,17.0,48.0,356.0,110.0,443.0,1377.0,1643.0,1163.0,1503.0,1676.0,1116.0,385.0,141.0,22.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,23.0,182.0,52.0,224.0,1138.0,1510.0,1714.0,1192.0,1668.0,1338.0,617.0,288.0,51.0,1.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,47.0,19.0,105.0,787.0,1152.0,2094.0,1027.0,1549.0,1623.0,1044.0,407.0,143.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,29.0,586.0,800.0,1852.0,723.0,1120.0,2044.0,1618.0,881.0,331.0,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,370.0,374.0,1034.0,464.0,657.0,1574.0,2928.0,1809.0,767.0,20.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.0,154.0,346.0,232.0,252.0,617.0,2205.0,3874.0,2141.0,81.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,20.0,38.0,35.0,48.0,123.0,789.0,2344.0,6080.0,514.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,126.0,452.0,9375.0
