Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9415.0,585.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585.0,9311.0,91.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,100.0,6519.0,854.0,1457.0,913.0,145.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,2046.0,2411.0,2959.0,1905.0,558.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,846.0,2808.0,2464.0,2330.0,1147.0,402.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,365.0,2134.0,1906.0,2560.0,2068.0,936.0,8.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,113.0,1381.0,952.0,1574.0,3716.0,2028.0,59.0,142.0,34.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,20.0,380.0,241.0,668.0,2138.0,4593.0,595.0,1010.0,328.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,20.0,10.0,48.0,192.0,1308.0,2879.0,3834.0,1529.0,53.0,123.0,3.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,6.0,3.0,2.0,32.0,439.0,3261.0,2934.0,2674.0,233.0,398.0,11.0,7.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,0.0,4.0,150.0,2468.0,1646.0,3846.0,712.0,1051.0,90.0,32.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,606.0,335.0,1169.0,3026.0,3776.0,709.0,333.0,33.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,113.0,71.0,366.0,3658.0,3058.0,1582.0,985.0,166.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,8.0,46.0,1767.0,1214.0,3538.0,2719.0,693.0,3.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,496.0,339.0,3072.0,4043.0,2022.0,22.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,25.0,983.0,1863.0,6486.0,548.0,52.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.0,581.0,7359.0,2031.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,2068.0,7913.0
