Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,TSG Hoffenheim,Bayer Leverkusen,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,FC Augsburg,Mainz,Hamburg SV,Borussia Mönchengladbach,Werder Bremen,FC Cologne,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
9996.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,9820.0,115.0,27.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,160.0,5012.0,2729.0,1809.0,290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,15.0,2718.0,3900.0,2565.0,802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,1644.0,2397.0,3714.0,2239.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,511.0,944.0,1873.0,6580.0,75.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,6.0,87.0,6071.0,3264.0,224.0,119.0,107.0,86.0,29.0,1.0,2.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2726.0,4915.0,885.0,382.0,569.0,288.0,194.0,22.0,17.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,772.0,1245.0,2458.0,1308.0,1938.0,984.0,968.0,122.0,194.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,230.0,371.0,2072.0,1616.0,2195.0,1409.0,1268.0,350.0,439.0,49.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,99.0,147.0,1645.0,1658.0,1793.0,1728.0,1515.0,588.0,733.0,91.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,32.0,1152.0,1715.0,1381.0,1733.0,1660.0,976.0,1113.0,209.0,11.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.0,811.0,1438.0,1014.0,1606.0,1652.0,1479.0,1498.0,446.0,44.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.0,1051.0,646.0,1242.0,1479.0,2033.0,2136.0,801.0,123.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,211.0,566.0,282.0,715.0,930.0,2940.0,2216.0,1761.0,378.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,141.0,73.0,200.0,273.0,1363.0,1451.0,4886.0,1540.0,22.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,9.0,32.0,126.0,199.0,1712.0,7564.0,348.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,32.0,336.0,9630.0
