Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9748.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,9557.0,148.0,42.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,169.0,6631.0,2374.0,465.0,325.0,20.0,11.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,22.0,2288.0,4752.0,1513.0,1152.0,109.0,97.0,22.0,33.0,7.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,671.0,1961.0,2880.0,2834.0,629.0,546.0,131.0,250.0,40.0,38.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,204.0,662.0,2477.0,2600.0,1380.0,1177.0,380.0,698.0,195.0,138.0,71.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,48.0,153.0,1319.0,1471.0,2170.0,1793.0,789.0,1248.0,391.0,373.0,203.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7.0,47.0,720.0,810.0,1840.0,1823.0,1148.0,1708.0,614.0,730.0,441.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,5.0,348.0,424.0,1491.0,1681.0,1456.0,1742.0,950.0,1042.0,665.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,4.0,155.0,217.0,1077.0,1231.0,1765.0,1580.0,1233.0,1385.0,1009.0,334.0,7.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,82.0,103.0,674.0,839.0,1622.0,1215.0,1604.0,1735.0,1480.0,598.0,34.0,14.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,26.0,50.0,381.0,499.0,1321.0,815.0,1935.0,1831.0,1949.0,1060.0,95.0,34.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,14.0,13.0,179.0,244.0,968.0,515.0,1903.0,1659.0,2275.0,1816.0,293.0,101.0,18.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,48.0,57.0,371.0,163.0,980.0,899.0,1477.0,4289.0,1094.0,413.0,163.0,45.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,24.0,32.0,134.0,152.0,346.0,1207.0,4362.0,2155.0,1269.0,315.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,14.0,63.0,289.0,2405.0,3982.0,2340.0,893.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,39.0,1279.0,2480.0,3719.0,2475.0,4.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.0,815.0,2467.0,6197.0,56.0,35.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,73.0,7030.0,2873.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2909.0,7091.0
