Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9738.0,191.0,63.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
247.0,5748.0,2777.0,1117.0,96.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2589.0,3726.0,2886.0,599.0,180.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1114.0,2338.0,3921.0,1812.0,779.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,290.0,849.0,1572.0,4453.0,2549.0,286.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,67.0,238.0,470.0,2643.0,5354.0,1221.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,9.0,26.0,396.0,1105.0,8010.0,316.0,100.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,18.0,379.0,6090.0,1863.0,904.0,734.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,60.0,2198.0,3907.0,2124.0,1567.0,10.0,54.0,71.0,3.0,5.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,976.0,2588.0,3179.0,2684.0,76.0,253.0,184.0,18.0,38.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,376.0,1316.0,2730.0,3628.0,260.0,818.0,619.0,76.0,161.0,8.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,191.0,731.0,943.0,1264.0,3105.0,2144.0,492.0,952.0,56.0,91.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,215.0,300.0,1998.0,2368.0,2185.0,1005.0,1520.0,154.0,222.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,66.0,97.0,2292.0,1605.0,1887.0,1431.0,1881.0,329.0,404.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,2080.0,1011.0,1473.0,1928.0,2033.0,692.0,733.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,1434.0,533.0,963.0,2516.0,1789.0,1425.0,1324.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,495.0,198.0,380.0,1638.0,1103.0,3148.0,2977.0,1.0,59.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,47.0,91.0,889.0,515.0,4029.0,4090.0,21.0,227.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,156.0,145.0,3391.0,6301.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,6587.0,3406.0
