Coventry City,Middlesbrough,Ipswich Town,Millwall,Hull City,Southampton,Wrexham,Derby County,Watford,Norwich City,Birmingham City,Queens Park Rangers,Preston North End,Swansea City,Stoke City,Bristol City,Sheffield United,Charlton Athletic,Blackburn Rovers,West Bromwich Albion,Portsmouth,Leicester City,Oxford United,Sheffield Wednesday
9885.0,50.0,62.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109.0,4174.0,4859.0,775.0,39.0,38.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,3920.0,3269.0,2202.0,258.0,294.0,44.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1506.0,1322.0,4462.0,1024.0,1359.0,269.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,286.0,369.0,1783.0,2792.0,3144.0,1233.0,368.0,19.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,58.0,102.0,620.0,3108.0,2714.0,2310.0,925.0,73.0,65.0,15.0,1.0,2.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,17.0,128.0,1875.0,1603.0,3468.0,2078.0,388.0,232.0,86.0,34.0,12.0,7.0,24.0,9.0,32.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,26.0,718.0,673.0,1867.0,3865.0,1191.0,727.0,302.0,171.0,75.0,66.0,116.0,25.0,158.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,0.0,0.0,154.0,147.0,555.0,1497.0,2774.0,1775.0,866.0,433.0,294.0,244.0,446.0,194.0,508.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,28.0,21.0,176.0,692.0,1966.0,1849.0,1366.0,696.0,530.0,409.0,836.0,384.0,845.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,7.0,55.0,295.0,1328.0,1518.0,1451.0,832.0,796.0,624.0,1225.0,552.0,979.0,330.0,2.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,12.0,131.0,840.0,1136.0,1448.0,956.0,905.0,816.0,1279.0,742.0,1225.0,499.0,0.0,9.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,576.0,882.0,1232.0,1159.0,1035.0,1002.0,1322.0,866.0,1175.0,668.0,5.0,16.0,1.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0,384.0,662.0,1038.0,1210.0,1225.0,1114.0,1266.0,1035.0,1192.0,803.0,7.0,35.0,6.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,244.0,470.0,848.0,1237.0,1247.0,1298.0,1122.0,1228.0,1163.0,1004.0,30.0,67.0,12.0,18.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,337.0,602.0,1182.0,1349.0,1394.0,1002.0,1306.0,1022.0,1430.0,40.0,138.0,34.0,30.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,222.0,445.0,1148.0,1199.0,1483.0,773.0,1535.0,867.0,1671.0,112.0,325.0,67.0,90.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,104.0,244.0,809.0,973.0,1213.0,438.0,1565.0,607.0,2217.0,360.0,849.0,213.0,340.0,45.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,51.0,119.0,311.0,284.0,122.0,466.0,179.0,768.0,1974.0,2930.0,882.0,1569.0,331.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,11.0,44.0,40.0,23.0,76.0,39.0,208.0,2273.0,2602.0,1608.0,2190.0,879.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,2.0,14.0,7.0,52.0,2359.0,1687.0,2106.0,2103.0,1660.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,14.0,1886.0,1024.0,2278.0,2035.0,2760.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,952.0,316.0,2791.0,1622.0,4318.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
