Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9740.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259.0,9509.0,175.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,211.0,6543.0,2409.0,473.0,339.0,12.0,5.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.0,2302.0,4771.0,1481.0,1133.0,116.0,102.0,17.0,45.0,9.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,736.0,1897.0,2873.0,2804.0,626.0,573.0,124.0,269.0,46.0,35.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,189.0,647.0,2493.0,2617.0,1442.0,1192.0,342.0,695.0,165.0,128.0,77.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,43.0,167.0,1346.0,1469.0,2196.0,1839.0,726.0,1266.0,330.0,363.0,214.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,37.0,680.0,780.0,1916.0,1857.0,1156.0,1692.0,598.0,747.0,426.0,101.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,13.0,333.0,468.0,1388.0,1569.0,1557.0,1776.0,961.0,1050.0,690.0,188.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4.0,210.0,213.0,1061.0,1239.0,1788.0,1482.0,1191.0,1411.0,1061.0,326.0,13.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,81.0,118.0,695.0,825.0,1575.0,1233.0,1553.0,1755.0,1539.0,585.0,33.0,8.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,20.0,44.0,363.0,497.0,1346.0,846.0,2026.0,1768.0,1935.0,1021.0,93.0,34.0,5.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,15.0,144.0,243.0,985.0,502.0,1929.0,1643.0,2273.0,1859.0,298.0,88.0,10.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,0.0,40.0,57.0,342.0,171.0,1034.0,920.0,1394.0,4234.0,1149.0,443.0,170.0,44.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,37.0,20.0,142.0,147.0,329.0,1327.0,4316.0,2025.0,1308.0,346.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,29.0,47.0,263.0,2417.0,3924.0,2389.0,915.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,37.0,1226.0,2607.0,3661.0,2462.0,3.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,451.0,868.0,2447.0,6162.0,44.0,27.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,64.0,6973.0,2952.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2980.0,7020.0
