Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,TSG Hoffenheim,Bayer Leverkusen,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,FC Augsburg,Mainz,Hamburg SV,Borussia Mönchengladbach,Werder Bremen,FC Cologne,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
9998.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,9836.0,102.0,28.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,141.0,4979.0,2683.0,1914.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,19.0,2752.0,3867.0,2527.0,835.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1634.0,2481.0,3641.0,2239.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,532.0,934.0,1881.0,6543.0,85.0,24.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,6.0,6.0,96.0,6038.0,3276.0,234.0,109.0,115.0,78.0,40.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,3.0,2834.0,4831.0,849.0,404.0,579.0,257.0,197.0,23.0,22.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,689.0,1281.0,2580.0,1307.0,1969.0,914.0,919.0,131.0,192.0,17.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,239.0,419.0,2044.0,1673.0,2070.0,1490.0,1319.0,311.0,396.0,38.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,75.0,119.0,1589.0,1694.0,1811.0,1709.0,1510.0,647.0,755.0,90.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,32.0,36.0,1111.0,1651.0,1370.0,1756.0,1656.0,996.0,1162.0,222.0,8.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,811.0,1359.0,994.0,1639.0,1654.0,1382.0,1628.0,463.0,51.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,1137.0,653.0,1222.0,1493.0,2033.0,2038.0,822.0,105.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230.0,540.0,338.0,716.0,907.0,2972.0,2118.0,1812.0,365.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,121.0,93.0,213.0,285.0,1374.0,1519.0,4801.0,1510.0,33.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,6.0,20.0,130.0,166.0,1686.0,7585.0,391.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,49.0,373.0,9574.0
