Excelsior,Go Ahead Eagles,AZ Alkmaar,Ajax Amsterdam,FC Groningen,Telstar,Feyenoord Rotterdam,Heerenveen,Fortuna Sittard,PSV Eindhoven,NEC Nijmegen,FC Utrecht,Sparta Rotterdam,FC Twente,ADO Den Haag,PEC Zwolle,Willem II,SC Cambuur
10.0,64.0,134.0,1377.0,68.0,24.0,1376.0,111.0,0.0,6243.0,179.0,85.0,0.0,329.0,0.0,0.0,0.0,0.0
44.0,216.0,450.0,2477.0,205.0,109.0,2332.0,294.0,0.0,2124.0,579.0,303.0,0.0,867.0,0.0,0.0,0.0,0.0
103.0,455.0,769.0,1933.0,394.0,203.0,2002.0,597.0,4.0,839.0,932.0,551.0,0.0,1217.0,0.0,1.0,0.0,0.0
156.0,658.0,867.0,1336.0,596.0,320.0,1398.0,799.0,17.0,401.0,1223.0,784.0,1.0,1443.0,0.0,1.0,0.0,0.0
274.0,804.0,1063.0,988.0,803.0,486.0,982.0,919.0,37.0,185.0,1169.0,976.0,3.0,1311.0,0.0,0.0,0.0,0.0
435.0,899.0,1099.0,675.0,924.0,646.0,693.0,1048.0,98.0,102.0,1191.0,1019.0,9.0,1159.0,0.0,3.0,0.0,0.0
524.0,1080.0,1107.0,465.0,981.0,801.0,457.0,1174.0,136.0,55.0,1058.0,1118.0,7.0,1036.0,0.0,1.0,0.0,0.0
820.0,1051.0,1098.0,308.0,1198.0,948.0,324.0,1076.0,209.0,29.0,995.0,1103.0,30.0,796.0,0.0,15.0,0.0,0.0
985.0,1133.0,999.0,214.0,1124.0,1136.0,225.0,1091.0,313.0,15.0,924.0,1123.0,52.0,640.0,0.0,26.0,0.0,0.0
1191.0,1145.0,849.0,104.0,1142.0,1383.0,111.0,1027.0,566.0,3.0,715.0,1042.0,116.0,555.0,0.0,51.0,0.0,0.0
1526.0,1059.0,750.0,85.0,1084.0,1486.0,68.0,879.0,933.0,3.0,524.0,846.0,271.0,329.0,0.0,157.0,0.0,0.0
1864.0,850.0,515.0,29.0,871.0,1382.0,26.0,597.0,1624.0,1.0,345.0,641.0,626.0,211.0,0.0,418.0,0.0,0.0
1326.0,415.0,231.0,8.0,444.0,728.0,5.0,299.0,3141.0,0.0,124.0,314.0,1743.0,86.0,0.0,1135.0,1.0,0.0
561.0,137.0,58.0,1.0,137.0,267.0,1.0,76.0,1932.0,0.0,38.0,83.0,3855.0,20.0,0.0,2827.0,7.0,0.0
180.0,34.0,11.0,0.0,29.0,81.0,0.0,13.0,985.0,0.0,4.0,12.0,3242.0,1.0,0.0,5285.0,123.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,45.0,0.0,33.0,80.0,9836.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9141.0,0.0,33.0,826.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0,0.0,0.0,9174.0
