Coventry City,Middlesbrough,Ipswich Town,Millwall,Hull City,Southampton,Wrexham,Derby County,Watford,Norwich City,Birmingham City,Queens Park Rangers,Preston North End,Swansea City,Stoke City,Bristol City,Sheffield United,Charlton Athletic,Blackburn Rovers,West Bromwich Albion,Portsmouth,Leicester City,Oxford United,Sheffield Wednesday
9891.0,40.0,65.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,4278.0,4771.0,773.0,34.0,41.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,3908.0,3389.0,2113.0,263.0,263.0,52.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1419.0,1282.0,4510.0,1120.0,1327.0,294.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,298.0,368.0,1741.0,2739.0,3125.0,1326.0,378.0,17.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,51.0,103.0,683.0,3147.0,2741.0,2156.0,957.0,81.0,56.0,14.0,2.0,1.0,0.0,4.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,18.0,154.0,1849.0,1614.0,3507.0,2047.0,404.0,203.0,84.0,30.0,15.0,20.0,22.0,2.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,4.0,21.0,681.0,684.0,1893.0,3827.0,1192.0,763.0,294.0,128.0,73.0,67.0,165.0,38.0,145.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,137.0,154.0,547.0,1516.0,2796.0,1790.0,929.0,421.0,288.0,247.0,397.0,188.0,475.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,22.0,37.0,149.0,663.0,1965.0,1879.0,1308.0,646.0,590.0,487.0,880.0,343.0,794.0,234.0,1.0,0.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,8.0,11.0,58.0,292.0,1307.0,1532.0,1531.0,818.0,758.0,580.0,1137.0,537.0,1076.0,352.0,2.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,15.0,137.0,802.0,1154.0,1419.0,1020.0,945.0,823.0,1295.0,697.0,1191.0,489.0,3.0,6.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,88.0,550.0,872.0,1211.0,1186.0,1051.0,987.0,1331.0,883.0,1226.0,603.0,5.0,6.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,390.0,670.0,1034.0,1240.0,1165.0,1106.0,1333.0,1027.0,1146.0,801.0,10.0,42.0,7.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,258.0,466.0,883.0,1299.0,1258.0,1206.0,1097.0,1223.0,1166.0,1024.0,21.0,73.0,8.0,5.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,152.0,321.0,624.0,1246.0,1327.0,1424.0,995.0,1417.0,1010.0,1248.0,44.0,127.0,27.0,31.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,67.0,197.0,409.0,1101.0,1217.0,1436.0,745.0,1596.0,923.0,1685.0,129.0,329.0,69.0,86.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,78.0,210.0,721.0,996.0,1255.0,465.0,1495.0,604.0,2297.0,369.0,856.0,262.0,335.0,40.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,43.0,127.0,276.0,309.0,113.0,443.0,176.0,832.0,1894.0,2994.0,880.0,1529.0,370.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,36.0,50.0,20.0,95.0,34.0,228.0,2346.0,2554.0,1587.0,2084.0,945.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,14.0,6.0,56.0,2308.0,1727.0,2053.0,2140.0,1688.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1892.0,955.0,2313.0,2124.0,2704.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,976.0,330.0,2792.0,1664.0,4237.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
