Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9747.0,197.0,50.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235.0,5894.0,2699.0,1049.0,106.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.0,2556.0,3720.0,2992.0,521.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1059.0,2438.0,3889.0,1784.0,793.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,242.0,850.0,1575.0,4515.0,2547.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,52.0,240.0,451.0,2665.0,5352.0,1229.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,38.0,404.0,1082.0,8017.0,320.0,105.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,15.0,405.0,6040.0,1893.0,868.0,766.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,37.0,2220.0,3846.0,2084.0,1668.0,15.0,68.0,50.0,3.0,8.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,967.0,2559.0,3171.0,2705.0,74.0,249.0,222.0,14.0,34.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0,1361.0,2823.0,3521.0,272.0,777.0,570.0,88.0,166.0,7.0,11.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,194.0,712.0,941.0,1261.0,3056.0,2084.0,508.0,1045.0,76.0,86.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,35.0,214.0,282.0,1910.0,2396.0,2284.0,1015.0,1492.0,171.0,198.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,85.0,79.0,2315.0,1651.0,1850.0,1414.0,1905.0,304.0,391.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,2149.0,961.0,1468.0,1998.0,1976.0,683.0,729.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,1431.0,569.0,983.0,2461.0,1750.0,1402.0,1381.0,0.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,225.0,400.0,1604.0,1120.0,3231.0,2899.0,1.0,40.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,46.0,84.0,886.0,501.0,3979.0,4154.0,33.0,224.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,146.0,148.0,3412.0,6283.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6554.0,3443.0
