Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Athletic Club,Osasuna,Espanyol,Valencia,Girona,Rayo Vallecano,Sevilla,Alavés,Elche,Mallorca,Levante,Real Oviedo
8342.0,1658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1655.0,8319.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,22.0,6348.0,3627.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,3635.0,6354.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,9.0,6954.0,1565.0,939.0,177.0,67.0,196.0,58.0,18.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1881.0,3785.0,2001.0,754.0,376.0,773.0,209.0,113.0,46.0,59.0,0.0,1.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,721.0,2244.0,2563.0,1306.0,738.0,1348.0,455.0,292.0,122.0,180.0,5.0,20.0,5.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,279.0,1229.0,1730.0,1763.0,1093.0,1807.0,830.0,502.0,298.0,389.0,6.0,50.0,14.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,101.0,637.0,1128.0,1695.0,1407.0,1733.0,1198.0,719.0,475.0,684.0,42.0,108.0,47.0,24.0,2.0,0.0
0.0,0.0,0.0,0.0,42.0,307.0,670.0,1489.0,1548.0,1400.0,1353.0,1060.0,738.0,917.0,94.0,200.0,124.0,52.0,6.0,0.0
0.0,0.0,0.0,0.0,9.0,122.0,437.0,1144.0,1408.0,1019.0,1450.0,1272.0,1009.0,1205.0,175.0,413.0,195.0,126.0,16.0,0.0
0.0,0.0,0.0,0.0,4.0,68.0,229.0,740.0,1257.0,740.0,1451.0,1381.0,1288.0,1336.0,320.0,625.0,365.0,170.0,26.0,0.0
0.0,0.0,0.0,0.0,0.0,25.0,169.0,473.0,954.0,498.0,1187.0,1421.0,1394.0,1381.0,499.0,976.0,598.0,373.0,52.0,0.0
0.0,0.0,0.0,0.0,0.0,12.0,71.0,246.0,639.0,256.0,858.0,1281.0,1468.0,1295.0,835.0,1352.0,967.0,574.0,146.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,41.0,128.0,314.0,142.0,544.0,891.0,1294.0,1048.0,1340.0,1759.0,1345.0,880.0,267.0,4.0
0.0,0.0,0.0,0.0,0.0,1.0,17.0,62.0,147.0,63.0,255.0,594.0,945.0,750.0,1908.0,1654.0,1658.0,1378.0,556.0,12.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,19.0,44.0,21.0,115.0,311.0,565.0,449.0,2091.0,1488.0,1895.0,1910.0,1046.0,41.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,3.0,34.0,129.0,303.0,232.0,1714.0,1012.0,1799.0,2688.0,1964.0,110.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,16.0,48.0,66.0,923.0,332.0,920.0,1680.0,5397.0,613.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,10.0,66.0,134.0,522.0,9220.0
