Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9438.0,562.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562.0,9346.0,74.0,4.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,86.0,6521.0,881.0,1398.0,934.0,172.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,2003.0,2460.0,2891.0,1973.0,532.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,830.0,2694.0,2541.0,2355.0,1163.0,411.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,408.0,2116.0,1965.0,2435.0,2073.0,964.0,8.0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,149.0,1413.0,930.0,1576.0,3557.0,2111.0,73.0,153.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,14.0,389.0,250.0,669.0,2231.0,4533.0,596.0,997.0,312.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,40.0,10.0,52.0,232.0,1252.0,2734.0,3990.0,1534.0,43.0,108.0,4.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,3.0,4.0,36.0,436.0,3318.0,2771.0,2770.0,248.0,387.0,22.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4.0,139.0,2545.0,1621.0,3807.0,724.0,1021.0,100.0,35.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,612.0,352.0,1153.0,2994.0,3858.0,648.0,329.0,44.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,101.0,77.0,336.0,3757.0,2978.0,1620.0,970.0,159.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,47.0,1697.0,1271.0,3618.0,2657.0,689.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,340.0,3002.0,4121.0,2004.0,28.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,32.0,972.0,1860.0,6486.0,566.0,51.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,26.0,600.0,7259.0,2101.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2144.0,7842.0
