Coventry City,Middlesbrough,Ipswich Town,Millwall,Hull City,Southampton,Wrexham,Derby County,Watford,Norwich City,Birmingham City,Queens Park Rangers,Preston North End,Swansea City,Stoke City,Bristol City,Sheffield United,Charlton Athletic,Blackburn Rovers,West Bromwich Albion,Portsmouth,Leicester City,Oxford United,Sheffield Wednesday
9897.0,44.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,3978.0,5043.0,788.0,49.0,36.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,4040.0,3169.0,2186.0,278.0,288.0,31.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1568.0,1277.0,4489.0,1035.0,1362.0,218.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,311.0,338.0,1766.0,2756.0,3296.0,1112.0,399.0,10.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,55.0,105.0,640.0,3252.0,2702.0,2041.0,1042.0,83.0,55.0,17.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,8.0,113.0,1751.0,1475.0,3545.0,2200.0,423.0,213.0,122.0,41.0,11.0,12.0,40.0,3.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,3.0,16.0,690.0,624.0,2053.0,3718.0,1118.0,731.0,370.0,165.0,79.0,52.0,151.0,44.0,158.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,151.0,164.0,688.0,1403.0,2669.0,1770.0,1056.0,420.0,274.0,234.0,426.0,166.0,470.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.0,42.0,213.0,625.0,1997.0,1860.0,1473.0,666.0,552.0,341.0,810.0,366.0,813.0,205.0,1.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,7.0,77.0,292.0,1278.0,1538.0,1577.0,845.0,779.0,627.0,1051.0,542.0,1031.0,351.0,0.0,1.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,14.0,150.0,906.0,1162.0,1352.0,1081.0,901.0,790.0,1335.0,655.0,1170.0,473.0,2.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,63.0,597.0,902.0,1150.0,1181.0,1103.0,975.0,1249.0,833.0,1258.0,657.0,4.0,20.0,5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,420.0,677.0,982.0,1165.0,1161.0,1113.0,1301.0,1035.0,1215.0,857.0,7.0,26.0,4.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,257.0,481.0,707.0,1274.0,1278.0,1266.0,1213.0,1194.0,1169.0,1042.0,17.0,69.0,10.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153.0,325.0,580.0,1173.0,1388.0,1405.0,1027.0,1482.0,955.0,1284.0,38.0,134.0,24.0,25.0,6.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,196.0,375.0,1134.0,1238.0,1468.0,758.0,1595.0,889.0,1663.0,118.0,339.0,76.0,80.0,14.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,63.0,197.0,704.0,908.0,1350.0,492.0,1539.0,636.0,2283.0,402.0,807.0,226.0,323.0,44.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,38.0,129.0,274.0,317.0,111.0,436.0,163.0,771.0,1869.0,3221.0,831.0,1478.0,341.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,17.0,51.0,44.0,29.0,101.0,31.0,206.0,2325.0,2541.0,1547.0,2145.0,959.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,5.0,9.0,7.0,48.0,2384.0,1644.0,2048.0,2149.0,1696.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,14.0,1897.0,881.0,2386.0,2101.0,2719.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,936.0,311.0,2842.0,1689.0,4221.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
