Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9745.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
255.0,9557.0,128.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,164.0,6570.0,2424.0,460.0,351.0,19.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,2370.0,4678.0,1516.0,1157.0,116.0,88.0,13.0,27.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,684.0,1989.0,2863.0,2845.0,613.0,537.0,113.0,265.0,48.0,29.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,203.0,634.0,2520.0,2547.0,1400.0,1171.0,333.0,758.0,208.0,143.0,67.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,34.0,160.0,1306.0,1491.0,2222.0,1779.0,761.0,1251.0,383.0,363.0,201.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,44.0,704.0,794.0,1819.0,1810.0,1214.0,1746.0,598.0,733.0,446.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,11.0,350.0,429.0,1479.0,1669.0,1514.0,1689.0,941.0,1021.0,716.0,177.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,1.0,178.0,221.0,1078.0,1238.0,1762.0,1483.0,1260.0,1398.0,1028.0,345.0,5.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,68.0,107.0,678.0,886.0,1547.0,1160.0,1682.0,1754.0,1511.0,565.0,31.0,10.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.0,54.0,382.0,504.0,1381.0,848.0,1907.0,1852.0,1897.0,1030.0,82.0,33.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,5.0,4.0,156.0,249.0,991.0,553.0,1866.0,1594.0,2310.0,1893.0,273.0,80.0,21.0,5.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,36.0,57.0,337.0,203.0,964.0,944.0,1453.0,4199.0,1151.0,449.0,162.0,45.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,31.0,14.0,119.0,150.0,310.0,1313.0,4223.0,2164.0,1348.0,322.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,15.0,19.0,48.0,279.0,2492.0,3820.0,2378.0,947.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,1293.0,2548.0,3610.0,2501.0,1.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,447.0,890.0,2462.0,6124.0,48.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,55.0,6949.0,2975.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3002.0,6997.0
