Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Real Sociedad,Getafe,Osasuna,Espanyol,Girona,Athletic Club,Rayo Vallecano,Valencia,Mallorca,Sevilla,Alavés,Elche,Levante,Real Oviedo
9899.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101.0,9822.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,77.0,9021.0,902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,902.0,9048.0,38.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,50.0,6045.0,2050.0,1449.0,249.0,67.0,28.0,45.0,15.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2362.0,3899.0,2243.0,768.0,309.0,114.0,185.0,80.0,17.0,11.0,9.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1073.0,2357.0,2908.0,1636.0,814.0,345.0,467.0,233.0,82.0,29.0,36.0,8.0,8.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,329.0,1016.0,1616.0,2551.0,1771.0,733.0,908.0,559.0,215.0,90.0,133.0,27.0,26.0,26.0,0.0,0.0
0.0,0.0,0.0,0.0,109.0,399.0,895.0,1849.0,1831.0,1133.0,1437.0,1032.0,512.0,251.0,327.0,71.0,100.0,52.0,2.0,0.0
0.0,0.0,0.0,0.0,31.0,168.0,451.0,1256.0,1611.0,1423.0,1605.0,1247.0,735.0,421.0,543.0,153.0,202.0,152.0,2.0,0.0
0.0,0.0,0.0,0.0,12.0,69.0,229.0,813.0,1251.0,1458.0,1517.0,1442.0,947.0,643.0,774.0,272.0,327.0,236.0,10.0,0.0
0.0,0.0,0.0,0.0,1.0,25.0,117.0,447.0,905.0,1420.0,1169.0,1413.0,1196.0,867.0,930.0,491.0,576.0,425.0,17.0,1.0
0.0,0.0,0.0,0.0,0.0,6.0,58.0,251.0,662.0,1101.0,904.0,1331.0,1287.0,1067.0,1126.0,673.0,843.0,643.0,45.0,3.0
0.0,0.0,0.0,0.0,0.0,1.0,17.0,118.0,382.0,871.0,683.0,995.0,1298.0,1340.0,1263.0,968.0,1046.0,932.0,79.0,7.0
0.0,0.0,0.0,0.0,0.0,2.0,10.0,45.0,227.0,615.0,461.0,750.0,1180.0,1387.0,1268.0,1279.0,1329.0,1251.0,166.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,110.0,407.0,343.0,466.0,1054.0,1343.0,1270.0,1640.0,1537.0,1443.0,298.0,77.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,220.0,188.0,299.0,795.0,1321.0,1133.0,1934.0,1609.0,1690.0,580.0,180.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,117.0,81.0,126.0,555.0,983.0,857.0,1672.0,1720.0,2013.0,1361.0,500.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,7.0,11.0,118.0,231.0,279.0,719.0,584.0,899.0,5169.0,1967.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,8.0,15.0,52.0,90.0,93.0,234.0,2271.0,7235.0
