Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,Bayer Leverkusen,TSG Hoffenheim,Eintracht Frankfurt,SC Freiburg,Mainz,FC Augsburg,1. FC Union Berlin,Hamburg SV,FC Cologne,Borussia Mönchengladbach,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9913.0,28.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,82.0,3152.0,5715.0,791.0,260.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,5.0,3844.0,3130.0,1957.0,1064.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1986.0,884.0,4385.0,2745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,988.0,212.0,2865.0,5915.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,0.0,2.0,16.0,6148.0,3765.0,31.0,29.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3599.0,5809.0,297.0,199.0,68.0,12.0,4.0,12.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,234.0,375.0,4342.0,2267.0,1379.0,376.0,484.0,512.0,27.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,2416.0,2625.0,1827.0,907.0,1161.0,860.0,148.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1405.0,1818.0,2040.0,1493.0,1708.0,1189.0,300.0,43.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,1353.0,1743.0,1863.0,1911.0,1619.0,584.0,130.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,884.0,1450.0,2062.0,1986.0,1854.0,1035.0,266.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,612.0,1073.0,1880.0,1651.0,2235.0,1774.0,560.0,16.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,198.0,371.0,1144.0,832.0,1372.0,4204.0,1719.0,103.0,8.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,44.0,260.0,260.0,343.0,1857.0,6167.0,921.0,128.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,71.0,1010.0,6978.0,1933.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,1979.0,7930.0
