Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Watford,Preston North End,Swansea City,Birmingham City,Stoke City,Sheffield United,Charlton Athletic,Portsmouth,Blackburn Rovers,West Bromwich Albion,Oxford United,Leicester City,Sheffield Wednesday
9954.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,7339.0,790.0,905.0,920.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1476.0,2903.0,2785.0,2803.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,750.0,3055.0,2831.0,3208.0,153.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,373.0,3039.0,3064.0,2847.0,621.0,36.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,207.0,406.0,213.0,6916.0,1028.0,1157.0,54.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,6.0,7.0,8.0,1782.0,4051.0,3621.0,374.0,47.0,38.0,12.0,6.0,26.0,19.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,1.0,463.0,3833.0,3654.0,1017.0,283.0,223.0,75.0,41.0,132.0,199.0,32.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,31.0,816.0,1056.0,2848.0,1469.0,757.0,412.0,333.0,696.0,1178.0,159.0,242.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,188.0,335.0,1928.0,1610.0,1192.0,750.0,617.0,898.0,1532.0,426.0,511.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,38.0,119.0,1296.0,1486.0,1280.0,987.0,789.0,1104.0,1382.0,644.0,844.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,896.0,1373.0,1277.0,1180.0,894.0,1123.0,1301.0,857.0,985.0,56.0,16.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,643.0,1160.0,1354.0,1303.0,1041.0,1199.0,1142.0,993.0,1024.0,113.0,25.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.0,924.0,1251.0,1406.0,1200.0,1318.0,990.0,1058.0,1141.0,225.0,64.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.0,702.0,1048.0,1286.0,1471.0,1313.0,844.0,1339.0,1295.0,279.0,157.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,615.0,935.0,1213.0,1489.0,1081.0,730.0,1640.0,1342.0,534.0,206.0,2.0,22.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,292.0,562.0,1084.0,1626.0,808.0,518.0,1657.0,1692.0,1065.0,487.0,18.0,135.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,36.0,80.0,274.0,466.0,287.0,152.0,987.0,713.0,4088.0,1930.0,212.0,663.0,80.0,21.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,17.0,26.0,15.0,11.0,200.0,144.0,2186.0,3507.0,1017.0,2265.0,474.0,135.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,17.0,976.0,1990.0,2292.0,3162.0,1186.0,366.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,336.0,1024.0,3482.0,2155.0,2119.0,881.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,479.0,2192.0,1260.0,3934.0,2040.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,110.0,785.0,338.0,2204.0,6557.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
