Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Coritiba,Red Bull Bragantino,Botafogo,Vasco da Gama,Grêmio,Cruzeiro,Vitória,Corinthians,Atlético-MG,Internacional,Santos,Remo,Mirassol,Chapecoense
233.0,253.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223.0,205.0,45.0,17.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33.0,33.0,221.0,98.0,58.0,42.0,3.0,5.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
7.0,6.0,105.0,134.0,101.0,90.0,13.0,13.0,13.0,3.0,3.0,6.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
4.0,3.0,51.0,98.0,101.0,98.0,35.0,38.0,18.0,8.0,17.0,10.0,2.0,5.0,1.0,4.0,6.0,0.0,1.0,0.0
0.0,0.0,32.0,76.0,79.0,91.0,37.0,35.0,43.0,27.0,28.0,20.0,9.0,8.0,1.0,8.0,6.0,0.0,0.0,0.0
0.0,0.0,19.0,29.0,57.0,58.0,55.0,40.0,46.0,52.0,39.0,33.0,10.0,20.0,3.0,22.0,17.0,0.0,0.0,0.0
0.0,0.0,7.0,16.0,33.0,37.0,65.0,59.0,58.0,42.0,43.0,40.0,16.0,23.0,12.0,22.0,23.0,2.0,2.0,0.0
0.0,0.0,5.0,10.0,32.0,30.0,58.0,69.0,63.0,33.0,42.0,37.0,22.0,31.0,10.0,32.0,23.0,0.0,3.0,0.0
0.0,0.0,2.0,11.0,9.0,17.0,50.0,49.0,63.0,50.0,46.0,37.0,33.0,38.0,16.0,38.0,35.0,0.0,6.0,0.0
0.0,0.0,0.0,7.0,11.0,10.0,50.0,48.0,42.0,50.0,53.0,48.0,37.0,32.0,24.0,43.0,37.0,4.0,4.0,0.0
0.0,0.0,2.0,1.0,5.0,6.0,34.0,40.0,32.0,46.0,48.0,57.0,48.0,42.0,29.0,50.0,42.0,6.0,11.0,1.0
0.0,0.0,0.0,1.0,3.0,7.0,33.0,26.0,31.0,49.0,45.0,49.0,39.0,56.0,35.0,59.0,52.0,6.0,9.0,0.0
0.0,0.0,0.0,0.0,1.0,4.0,21.0,18.0,37.0,46.0,45.0,43.0,54.0,49.0,48.0,50.0,53.0,17.0,14.0,0.0
0.0,0.0,0.0,0.0,1.0,2.0,21.0,26.0,19.0,35.0,31.0,42.0,67.0,45.0,61.0,51.0,55.0,18.0,25.0,1.0
0.0,0.0,0.0,0.0,2.0,0.0,13.0,20.0,18.0,33.0,25.0,37.0,54.0,59.0,57.0,48.0,51.0,42.0,37.0,4.0
0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,9.0,11.0,20.0,21.0,63.0,44.0,98.0,36.0,55.0,62.0,57.0,5.0
0.0,0.0,0.0,1.0,0.0,0.0,4.0,3.0,5.0,7.0,12.0,12.0,33.0,34.0,67.0,24.0,32.0,132.0,118.0,16.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,7.0,2.0,5.0,13.0,8.0,31.0,10.0,11.0,167.0,170.0,71.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,0.0,1.0,44.0,43.0,402.0
