Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Fulham,Brighton & Hove Albion,Sunderland,Newcastle United,AFC Bournemouth,Crystal Palace,Leeds United,Nottingham Forest,Tottenham Hotspur,West Ham United,Burnley,Wolverhampton Wanderers
9705.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295.0,9498.0,132.0,73.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,191.0,6645.0,2353.0,451.0,322.0,21.0,8.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,2229.0,4752.0,1527.0,1183.0,132.0,107.0,16.0,30.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,697.0,1932.0,2866.0,2844.0,622.0,541.0,127.0,261.0,69.0,23.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,220.0,658.0,2437.0,2572.0,1444.0,1159.0,352.0,758.0,182.0,132.0,68.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,57.0,177.0,1309.0,1410.0,2043.0,1828.0,817.0,1334.0,382.0,391.0,199.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,13.0,43.0,700.0,821.0,1842.0,1800.0,1242.0,1677.0,631.0,723.0,407.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,11.0,407.0,478.0,1452.0,1607.0,1545.0,1691.0,884.0,1054.0,652.0,212.0,3.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,4.0,1.0,181.0,206.0,1063.0,1233.0,1817.0,1527.0,1248.0,1378.0,996.0,338.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,71.0,115.0,733.0,858.0,1554.0,1187.0,1621.0,1724.0,1496.0,598.0,35.0,7.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.0,28.0,425.0,532.0,1232.0,819.0,1935.0,1907.0,1906.0,1070.0,82.0,26.0,3.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,13.0,20.0,176.0,254.0,934.0,512.0,1926.0,1597.0,2383.0,1814.0,265.0,85.0,14.0,7.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,1.0,46.0,71.0,321.0,175.0,952.0,916.0,1503.0,4241.0,1116.0,469.0,140.0,48.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,42.0,20.0,152.0,140.0,338.0,1236.0,4382.0,2009.0,1343.0,335.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,13.0,32.0,261.0,2452.0,3943.0,2375.0,910.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,46.0,1244.0,2530.0,3676.0,2493.0,5.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,413.0,926.0,2427.0,6143.0,56.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,21.0,64.0,6969.0,2942.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2970.0,7030.0
