Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Coritiba,Red Bull Bragantino,Botafogo,Vasco da Gama,Grêmio,Cruzeiro,Vitória,Corinthians,Atlético-MG,Internacional,Santos,Remo,Mirassol,Chapecoense
4634.0,5121.0,179.0,36.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4542.0,4077.0,846.0,269.0,155.0,90.0,9.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669.0,640.0,4249.0,2060.0,1231.0,822.0,67.0,77.0,79.0,23.0,35.0,22.0,2.0,7.0,0.0,10.0,7.0,0.0,0.0,0.0
126.0,116.0,2317.0,2698.0,2038.0,1570.0,225.0,235.0,239.0,97.0,118.0,89.0,22.0,36.0,5.0,45.0,24.0,0.0,0.0,0.0
21.0,31.0,1209.0,1981.0,2213.0,1914.0,529.0,502.0,550.0,230.0,274.0,198.0,63.0,86.0,22.0,85.0,88.0,2.0,2.0,0.0
7.0,9.0,637.0,1249.0,1592.0,1852.0,886.0,863.0,827.0,467.0,515.0,359.0,148.0,156.0,48.0,218.0,157.0,4.0,6.0,0.0
1.0,2.0,272.0,707.0,1003.0,1210.0,1206.0,1204.0,1112.0,695.0,752.0,519.0,236.0,300.0,104.0,380.0,277.0,12.0,8.0,0.0
0.0,3.0,138.0,415.0,662.0,837.0,1226.0,1210.0,1152.0,826.0,889.0,638.0,386.0,484.0,169.0,521.0,393.0,18.0,33.0,0.0
0.0,1.0,74.0,234.0,426.0,573.0,1172.0,1122.0,1107.0,949.0,961.0,792.0,526.0,609.0,246.0,643.0,499.0,35.0,31.0,0.0
0.0,0.0,40.0,133.0,263.0,389.0,1016.0,1016.0,1024.0,1003.0,1052.0,924.0,581.0,715.0,353.0,748.0,629.0,49.0,65.0,0.0
0.0,0.0,20.0,97.0,142.0,269.0,894.0,849.0,887.0,1011.0,1076.0,932.0,685.0,846.0,482.0,890.0,738.0,82.0,100.0,0.0
0.0,0.0,6.0,55.0,108.0,181.0,729.0,789.0,791.0,986.0,921.0,1030.0,829.0,907.0,523.0,982.0,867.0,122.0,170.0,4.0
0.0,0.0,6.0,33.0,55.0,122.0,612.0,655.0,645.0,942.0,860.0,978.0,927.0,1005.0,758.0,956.0,1001.0,206.0,238.0,1.0
0.0,0.0,4.0,14.0,43.0,71.0,485.0,503.0,497.0,813.0,770.0,931.0,1110.0,1091.0,919.0,1004.0,1017.0,339.0,381.0,8.0
0.0,0.0,1.0,13.0,28.0,46.0,380.0,377.0,454.0,701.0,636.0,814.0,1151.0,1111.0,1119.0,1053.0,1074.0,464.0,562.0,16.0
0.0,0.0,2.0,5.0,12.0,30.0,286.0,298.0,319.0,588.0,502.0,696.0,1162.0,1008.0,1421.0,925.0,1074.0,825.0,806.0,41.0
0.0,0.0,0.0,1.0,7.0,6.0,167.0,185.0,182.0,375.0,368.0,607.0,1072.0,833.0,1596.0,756.0,1075.0,1268.0,1367.0,135.0
0.0,0.0,0.0,0.0,8.0,2.0,84.0,77.0,99.0,217.0,206.0,321.0,693.0,552.0,1317.0,519.0,691.0,2417.0,2397.0,400.0
0.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,29.0,70.0,63.0,135.0,367.0,232.0,804.0,244.0,343.0,3333.0,3020.0,1306.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,6.0,1.0,15.0,40.0,22.0,114.0,21.0,46.0,824.0,814.0,8089.0
