Arsenal,Manchester City,Manchester United,Liverpool,Aston Villa,Brentford,Brighton & Hove Albion,AFC Bournemouth,Chelsea,Fulham,Everton,Sunderland,Newcastle United,Crystal Palace,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
7727.0,2273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2273.0,7726.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,7603.0,1646.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1933.0,4487.0,3578.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,463.0,3763.0,5540.0,40.0,71.0,36.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,93.0,124.0,1464.0,3131.0,1671.0,2659.0,448.0,363.0,33.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,10.0,8.0,2008.0,2373.0,1804.0,2053.0,893.0,674.0,107.0,42.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,2223.0,1837.0,1736.0,1666.0,1106.0,1030.0,204.0,152.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2028.0,1293.0,1676.0,1281.0,1420.0,1396.0,469.0,315.0,105.0,17.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1320.0,793.0,1386.0,954.0,1787.0,1973.0,783.0,708.0,206.0,81.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,718.0,363.0,1036.0,692.0,2012.0,2089.0,1191.0,1350.0,343.0,180.0,26.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,183.0,107.0,438.0,378.0,1338.0,1256.0,2355.0,2321.0,934.0,593.0,97.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.0,27.0,184.0,175.0,684.0,760.0,2455.0,2690.0,1483.0,1270.0,257.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,45.0,265.0,367.0,1646.0,1602.0,2891.0,2464.0,674.0,3.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,8.0,41.0,87.0,691.0,662.0,3012.0,3704.0,1693.0,44.0,53.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,66.0,152.0,917.0,1625.0,6200.0,415.0,614.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,65.0,921.0,4150.0,4836.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,123.0,5388.0,4488.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7525.0,2475.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2475.0,7525.0
