Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9976.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,24.0,9405.0,571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,571.0,9427.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,2.0,9030.0,485.0,231.0,14.0,230.0,4.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,765.0,4563.0,2281.0,384.0,1642.0,276.0,39.0,29.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,160.0,2449.0,2676.0,945.0,2611.0,852.0,102.0,103.0,12.0,58.0,29.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,36.0,1330.0,2161.0,1693.0,2437.0,1483.0,262.0,282.0,40.0,165.0,84.0,26.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,704.0,1354.0,2323.0,1423.0,2195.0,605.0,556.0,111.0,382.0,231.0,96.0,12.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,301.0,756.0,2118.0,844.0,2189.0,1013.0,882.0,267.0,789.0,547.0,246.0,34.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,114.0,341.0,1257.0,416.0,1417.0,1496.0,1292.0,497.0,1315.0,1077.0,617.0,137.0,24.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,39.0,128.0,684.0,221.0,781.0,1585.0,1602.0,875.0,1497.0,1369.0,858.0,297.0,47.0,16.0,1.0
0.0,0.0,0.0,0.0,0.0,11.0,54.0,359.0,106.0,448.0,1432.0,1553.0,1153.0,1445.0,1714.0,1168.0,417.0,116.0,24.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,17.0,171.0,49.0,218.0,1153.0,1399.0,1658.0,1284.0,1710.0,1311.0,716.0,256.0,55.0,1.0
0.0,0.0,0.0,0.0,0.0,2.0,1.0,44.0,17.0,109.0,932.0,1066.0,2031.0,1121.0,1398.0,1591.0,1164.0,389.0,133.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,24.0,723.0,690.0,1850.0,943.0,997.0,1950.0,1817.0,697.0,291.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,493.0,388.0,1114.0,662.0,561.0,1508.0,2933.0,1602.0,703.0,31.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,142.0,361.0,274.0,227.0,550.0,1859.0,4195.0,2122.0,120.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,31.0,43.0,53.0,75.0,581.0,2522.0,6099.0,567.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,33.0,136.0,557.0,9271.0
