Swansea City,Queens Park Rangers,Charlton Athletic,Wolverhampton Wanderers,Middlesbrough,Bristol City,West Bromwich Albion,Birmingham City,Sheffield United,Millwall,Wrexham,West Ham United,Blackburn Rovers,Watford,Bolton Wanderers,Derby County,Lincoln City,Southampton,Cardiff City,Norwich City,Portsmouth,Stoke City,Burnley,Preston North End
397.0,102.0,79.0,3900.0,587.0,92.0,48.0,91.0,94.0,239.0,112.0,2402.0,4.0,6.0,68.0,60.0,39.0,836.0,97.0,70.0,2.0,6.0,667.0,2.0
852.0,233.0,199.0,1463.0,1165.0,222.0,133.0,266.0,254.0,567.0,271.0,1586.0,27.0,24.0,93.0,177.0,66.0,1348.0,120.0,175.0,9.0,16.0,732.0,2.0
961.0,382.0,303.0,741.0,1266.0,363.0,210.0,395.0,404.0,693.0,402.0,803.0,65.0,65.0,86.0,316.0,75.0,1434.0,123.0,311.0,28.0,36.0,533.0,5.0
874.0,479.0,399.0,497.0,1102.0,437.0,318.0,489.0,470.0,834.0,482.0,565.0,115.0,95.0,99.0,386.0,95.0,1167.0,121.0,401.0,39.0,49.0,472.0,15.0
922.0,532.0,478.0,378.0,934.0,467.0,369.0,595.0,519.0,792.0,562.0,460.0,141.0,127.0,98.0,441.0,71.0,992.0,116.0,419.0,68.0,104.0,381.0,34.0
814.0,558.0,510.0,337.0,887.0,553.0,443.0,597.0,562.0,733.0,565.0,383.0,197.0,181.0,106.0,489.0,80.0,761.0,134.0,541.0,75.0,121.0,330.0,43.0
757.0,642.0,562.0,268.0,676.0,595.0,482.0,597.0,664.0,680.0,611.0,345.0,238.0,204.0,110.0,541.0,92.0,643.0,119.0,526.0,107.0,143.0,353.0,45.0
687.0,585.0,563.0,267.0,632.0,622.0,529.0,631.0,580.0,695.0,628.0,301.0,277.0,245.0,126.0,543.0,94.0,527.0,143.0,604.0,124.0,196.0,326.0,75.0
601.0,584.0,656.0,229.0,530.0,663.0,510.0,638.0,611.0,634.0,644.0,268.0,315.0,282.0,131.0,610.0,94.0,452.0,147.0,586.0,176.0,228.0,312.0,99.0
534.0,624.0,599.0,197.0,450.0,664.0,583.0,580.0,660.0,583.0,594.0,254.0,386.0,326.0,154.0,625.0,134.0,376.0,148.0,589.0,256.0,257.0,305.0,122.0
476.0,668.0,601.0,173.0,346.0,578.0,542.0,674.0,622.0,560.0,621.0,241.0,410.0,424.0,140.0,661.0,132.0,324.0,164.0,603.0,230.0,328.0,308.0,174.0
421.0,611.0,641.0,176.0,325.0,633.0,631.0,564.0,595.0,509.0,595.0,254.0,467.0,439.0,162.0,642.0,138.0,254.0,182.0,571.0,356.0,369.0,276.0,189.0
330.0,588.0,615.0,144.0,261.0,611.0,670.0,597.0,610.0,481.0,624.0,213.0,540.0,477.0,174.0,562.0,146.0,208.0,178.0,614.0,351.0,460.0,294.0,252.0
293.0,567.0,608.0,126.0,196.0,560.0,616.0,586.0,541.0,422.0,514.0,205.0,599.0,574.0,206.0,603.0,156.0,182.0,221.0,658.0,441.0,521.0,307.0,298.0
273.0,530.0,626.0,148.0,174.0,510.0,630.0,522.0,550.0,360.0,526.0,196.0,647.0,670.0,208.0,557.0,180.0,145.0,206.0,536.0,540.0,556.0,308.0,402.0
257.0,472.0,580.0,128.0,138.0,528.0,645.0,460.0,486.0,273.0,477.0,188.0,704.0,692.0,267.0,563.0,237.0,114.0,264.0,528.0,567.0,670.0,319.0,443.0
176.0,467.0,459.0,123.0,117.0,432.0,587.0,398.0,428.0,283.0,411.0,204.0,775.0,794.0,278.0,492.0,284.0,77.0,291.0,503.0,722.0,751.0,346.0,602.0
143.0,369.0,416.0,119.0,81.0,440.0,512.0,378.0,404.0,235.0,387.0,201.0,827.0,823.0,334.0,462.0,357.0,63.0,351.0,448.0,770.0,818.0,356.0,706.0
81.0,358.0,392.0,116.0,59.0,337.0,475.0,314.0,316.0,189.0,338.0,200.0,842.0,845.0,404.0,397.0,387.0,33.0,443.0,427.0,920.0,854.0,396.0,877.0
68.0,275.0,295.0,121.0,35.0,284.0,401.0,259.0,261.0,106.0,218.0,184.0,786.0,882.0,521.0,341.0,479.0,28.0,523.0,348.0,1080.0,956.0,456.0,1093.0
41.0,181.0,199.0,118.0,24.0,207.0,314.0,201.0,191.0,70.0,214.0,189.0,690.0,769.0,730.0,277.0,721.0,19.0,693.0,249.0,1146.0,925.0,521.0,1311.0
26.0,121.0,137.0,108.0,11.0,136.0,207.0,109.0,105.0,33.0,129.0,155.0,545.0,596.0,1161.0,160.0,1110.0,8.0,1083.0,185.0,987.0,822.0,575.0,1491.0
9.0,60.0,68.0,80.0,3.0,48.0,116.0,53.0,60.0,22.0,57.0,125.0,312.0,333.0,1869.0,80.0,1906.0,8.0,1644.0,86.0,721.0,591.0,603.0,1146.0
7.0,12.0,15.0,43.0,1.0,18.0,29.0,6.0,13.0,7.0,18.0,78.0,91.0,127.0,2475.0,15.0,2927.0,1.0,2489.0,22.0,285.0,223.0,524.0,574.0
