Arsenal,Manchester City,Manchester United,Aston Villa,Liverpool,Chelsea,Brentford,Everton,Brighton & Hove Albion,Sunderland,AFC Bournemouth,Fulham,Crystal Palace,Newcastle United,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8150.0,1850.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1849.0,8106.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,43.0,6780.0,2267.0,831.0,57.0,5.0,6.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,2335.0,4629.0,2387.0,451.0,45.0,49.0,77.0,23.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,679.0,2356.0,3887.0,1744.0,345.0,307.0,483.0,103.0,50.0,31.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,127.0,554.0,1729.0,2924.0,1011.0,986.0,1652.0,402.0,325.0,188.0,39.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,29.0,131.0,670.0,1807.0,1661.0,1569.0,1952.0,803.0,665.0,420.0,115.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,11.0,40.0,284.0,1178.0,1891.0,1690.0,1751.0,979.0,976.0,682.0,211.0,306.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,10.0,132.0,829.0,1655.0,1569.0,1421.0,1236.0,1317.0,929.0,326.0,573.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2.0,4.0,53.0,489.0,1284.0,1426.0,1093.0,1532.0,1561.0,1187.0,560.0,804.0,4.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,21.0,308.0,945.0,1147.0,769.0,1656.0,1577.0,1477.0,844.0,1236.0,20.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,139.0,680.0,729.0,467.0,1598.0,1544.0,1810.0,1320.0,1646.0,52.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,65.0,350.0,379.0,238.0,1095.0,1153.0,1789.0,2437.0,2259.0,172.0,50.0,13.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,120.0,139.0,83.0,546.0,744.0,1379.0,3516.0,2483.0,685.0,213.0,73.0,10.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,25.0,84.0,101.0,571.0,391.0,5364.0,2153.0,794.0,500.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,50.0,46.0,2251.0,4262.0,1868.0,1514.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,993.0,2313.0,3694.0,2989.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,999.0,3558.0,4984.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7479.0,2518.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2518.0,7482.0
