Arsenal,Manchester City,Manchester United,Liverpool,Aston Villa,Brentford,Brighton & Hove Albion,AFC Bournemouth,Chelsea,Fulham,Everton,Sunderland,Newcastle United,Crystal Palace,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
8228.0,1772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1772.0,8228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,7606.0,1568.0,826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1876.0,4222.0,3900.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,518.0,4129.0,5194.0,32.0,46.0,24.0,56.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,76.0,75.0,1593.0,3480.0,1464.0,2275.0,541.0,432.0,49.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,5.0,4.0,2013.0,2443.0,1693.0,1896.0,969.0,773.0,133.0,29.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,2314.0,1747.0,1618.0,1591.0,1252.0,1058.0,252.0,102.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1895.0,1198.0,1637.0,1380.0,1502.0,1423.0,541.0,252.0,153.0,17.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1235.0,679.0,1555.0,1178.0,1751.0,1933.0,811.0,543.0,223.0,87.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,719.0,298.0,1191.0,883.0,1824.0,1949.0,1147.0,1212.0,447.0,292.0,38.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,176.0,87.0,526.0,446.0,1166.0,1254.0,2342.0,2148.0,968.0,750.0,137.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,22.0,17.0,236.0,220.0,659.0,720.0,2205.0,2558.0,1589.0,1421.0,353.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,5.0,50.0,61.0,278.0,351.0,1682.0,1913.0,2672.0,2207.0,779.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,54.0,104.0,754.0,986.0,2770.0,3410.0,1869.0,21.0,16.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,84.0,256.0,1049.0,1772.0,6240.0,286.0,305.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,41.0,523.0,4884.0,4542.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,54.0,4809.0,5136.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7717.0,2283.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2283.0,7717.0
