Internazionale,AC Milan,Napoli,Como,Juventus,AS Roma,Atalanta,Lazio,Bologna,Sassuolo,Udinese,Parma,Genoa,Torino,Cagliari,Fiorentina,Cremonese,Lecce,Hellas Verona,Pisa
9721.0,196.0,79.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,5857.0,2692.0,1111.0,75.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28.0,2502.0,3814.0,2933.0,534.0,187.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1092.0,2326.0,3943.0,1784.0,820.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,294.0,819.0,1488.0,4534.0,2571.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,56.0,264.0,494.0,2638.0,5282.0,1255.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,6.0,27.0,429.0,1101.0,7970.0,332.0,105.0,14.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,6.0,24.0,383.0,5953.0,1980.0,902.0,742.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,56.0,2261.0,3870.0,1990.0,1673.0,16.0,71.0,49.0,5.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,1013.0,2498.0,3183.0,2690.0,83.0,277.0,195.0,21.0,33.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,396.0,1304.0,2874.0,3506.0,250.0,821.0,580.0,83.0,165.0,5.0,15.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,206.0,713.0,956.0,1216.0,3134.0,2041.0,559.0,997.0,53.0,94.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,245.0,305.0,1902.0,2402.0,2284.0,1021.0,1467.0,144.0,195.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,59.0,85.0,2347.0,1500.0,1920.0,1516.0,1870.0,322.0,377.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,23.0,2174.0,990.0,1452.0,1877.0,2023.0,670.0,771.0,0.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,1411.0,554.0,1015.0,2476.0,1768.0,1370.0,1391.0,0.0,6.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.0,198.0,385.0,1596.0,1159.0,3117.0,2974.0,2.0,52.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,48.0,74.0,837.0,503.0,4121.0,4016.0,39.0,279.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,6.0,198.0,162.0,3345.0,6279.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6614.0,3382.0
