Paris Saint-Germain,Lens,Marseille,Lyon,Lille,AS Monaco,Stade Rennais,Strasbourg,Toulouse,Lorient,Brest,Angers,Paris FC,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9356.0,644.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644.0,9258.0,79.0,8.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,95.0,6563.0,787.0,1468.0,930.0,146.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1990.0,2451.0,2982.0,1951.0,499.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,812.0,2848.0,2532.0,2224.0,1225.0,352.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,397.0,2135.0,1910.0,2503.0,2060.0,955.0,8.0,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,138.0,1358.0,878.0,1634.0,3674.0,2076.0,63.0,139.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,21.0,379.0,215.0,710.0,2181.0,4594.0,581.0,949.0,357.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,33.0,5.0,44.0,176.0,1263.0,2911.0,3771.0,1603.0,71.0,116.0,6.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,2.0,35.0,452.0,3228.0,2882.0,2799.0,230.0,348.0,18.0,5.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,4.0,154.0,2499.0,1765.0,3713.0,718.0,1011.0,87.0,46.0,2.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,588.0,374.0,1122.0,2958.0,3935.0,639.0,341.0,25.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,73.0,330.0,3709.0,2989.0,1612.0,1011.0,167.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,14.0,34.0,1753.0,1244.0,3550.0,2723.0,670.0,1.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,516.0,327.0,3069.0,4000.0,2056.0,28.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,22.0,1007.0,1859.0,6482.0,529.0,62.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.0,581.0,7306.0,2087.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,2136.0,7847.0
