Bayern Munich,Borussia Dortmund,VfB Stuttgart,RB Leipzig,TSG Hoffenheim,Bayer Leverkusen,Eintracht Frankfurt,SC Freiburg,1. FC Union Berlin,FC Augsburg,Mainz,Hamburg SV,Borussia Mönchengladbach,Werder Bremen,FC Cologne,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9851.0,108.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,131.0,5004.0,2751.0,1814.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16.0,2722.0,3858.0,2511.0,893.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,1635.0,2411.0,3765.0,2185.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,528.0,953.0,1886.0,6558.0,57.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,4.0,5.0,61.0,5972.0,3345.0,222.0,162.0,124.0,72.0,27.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,0.0,3.0,2894.0,4846.0,816.0,389.0,548.0,267.0,191.0,19.0,26.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,719.0,1255.0,2572.0,1158.0,2063.0,964.0,940.0,130.0,185.0,14.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,255.0,382.0,2041.0,1685.0,2005.0,1538.0,1269.0,351.0,438.0,36.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,74.0,111.0,1585.0,1740.0,1734.0,1730.0,1509.0,656.0,747.0,107.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,22.0,35.0,1186.0,1647.0,1470.0,1738.0,1641.0,941.0,1080.0,219.0,21.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,821.0,1424.0,1005.0,1536.0,1676.0,1412.0,1680.0,395.0,39.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,508.0,1077.0,636.0,1216.0,1511.0,2122.0,2026.0,787.0,116.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.0,590.0,322.0,726.0,912.0,2828.0,2239.0,1824.0,364.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,125.0,91.0,201.0,300.0,1396.0,1386.0,4832.0,1589.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,12.0,24.0,143.0,189.0,1740.0,7501.0,380.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,46.0,363.0,9588.0
