Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,998.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2.0,940.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,58.0,941.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,1.0,906.0,44.0,28.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,73.0,466.0,224.0,46.0,149.0,35.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,17.0,241.0,286.0,79.0,251.0,94.0,11.0,11.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,123.0,208.0,172.0,262.0,156.0,24.0,30.0,2.0,9.0,9.0,3.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,75.0,127.0,247.0,138.0,217.0,62.0,56.0,11.0,36.0,25.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,31.0,78.0,227.0,97.0,227.0,98.0,91.0,22.0,61.0,43.0,21.0,3.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,14.0,29.0,101.0,52.0,127.0,171.0,109.0,60.0,140.0,125.0,62.0,7.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,13.0,65.0,16.0,78.0,162.0,154.0,70.0,157.0,146.0,91.0,31.0,11.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,7.0,36.0,5.0,33.0,119.0,169.0,122.0,148.0,166.0,121.0,58.0,13.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,9.0,25.0,105.0,144.0,167.0,131.0,156.0,145.0,73.0,20.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,5.0,102.0,106.0,203.0,102.0,144.0,152.0,112.0,54.0,12.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,73.0,72.0,185.0,108.0,109.0,187.0,165.0,77.0,20.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,43.0,120.0,68.0,48.0,133.0,287.0,173.0,71.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.0,31.0,29.0,21.0,67.0,209.0,388.0,218.0,12.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,5.0,13.0,52.0,240.0,614.0,64.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,56.0,921.0
