Palmeiras,Flamengo,Athletico Paranaense,Fluminense,Bahia,Cruzeiro,Coritiba,Atlético-MG,Red Bull Bragantino,Corinthians,São Paulo,Botafogo,Vitória,Santos,Grêmio,Mirassol,Vasco da Gama,Internacional,Remo,Chapecoense
4480.0,5460.0,48.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5182.0,4215.0,394.0,140.0,16.0,42.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
297.0,287.0,4981.0,2504.0,485.0,934.0,50.0,340.0,76.0,7.0,3.0,34.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
35.0,32.0,2393.0,3261.0,1158.0,1586.0,172.0,825.0,284.0,24.0,46.0,165.0,1.0,13.0,2.0,3.0,0.0,0.0,0.0,0.0
5.0,5.0,1133.0,1811.0,1933.0,2029.0,441.0,1372.0,621.0,91.0,112.0,379.0,6.0,35.0,18.0,7.0,2.0,0.0,0.0,0.0
1.0,1.0,563.0,1091.0,1840.0,1793.0,732.0,1662.0,1004.0,208.0,239.0,690.0,19.0,76.0,49.0,29.0,2.0,1.0,0.0,0.0
0.0,0.0,290.0,557.0,1585.0,1370.0,1042.0,1657.0,1268.0,401.0,474.0,977.0,33.0,154.0,117.0,52.0,16.0,7.0,0.0,0.0
0.0,0.0,123.0,330.0,1109.0,929.0,1374.0,1411.0,1494.0,617.0,669.0,1220.0,86.0,260.0,197.0,127.0,34.0,19.0,1.0,0.0
0.0,0.0,50.0,150.0,816.0,608.0,1422.0,1022.0,1432.0,952.0,967.0,1318.0,173.0,440.0,320.0,220.0,61.0,45.0,4.0,0.0
0.0,0.0,17.0,79.0,489.0,339.0,1366.0,696.0,1259.0,1273.0,1171.0,1333.0,258.0,592.0,543.0,354.0,129.0,97.0,5.0,0.0
0.0,0.0,4.0,43.0,282.0,203.0,1178.0,456.0,923.0,1378.0,1348.0,1211.0,450.0,838.0,775.0,530.0,188.0,182.0,11.0,0.0
0.0,0.0,3.0,18.0,162.0,102.0,869.0,254.0,683.0,1380.0,1331.0,915.0,674.0,1076.0,1028.0,795.0,384.0,298.0,28.0,0.0
0.0,0.0,1.0,4.0,70.0,40.0,643.0,169.0,405.0,1183.0,1212.0,709.0,934.0,1229.0,1234.0,1026.0,588.0,497.0,56.0,0.0
0.0,0.0,0.0,1.0,32.0,13.0,362.0,73.0,276.0,927.0,907.0,460.0,1266.0,1357.0,1341.0,1312.0,787.0,773.0,113.0,0.0
0.0,0.0,0.0,1.0,18.0,7.0,183.0,36.0,149.0,686.0,673.0,319.0,1395.0,1293.0,1323.0,1409.0,1141.0,1119.0,248.0,0.0
0.0,0.0,0.0,0.0,3.0,3.0,97.0,16.0,76.0,465.0,401.0,162.0,1540.0,1070.0,1218.0,1462.0,1455.0,1530.0,500.0,2.0
0.0,0.0,0.0,0.0,1.0,1.0,46.0,4.0,38.0,245.0,284.0,77.0,1478.0,862.0,913.0,1275.0,1907.0,1958.0,908.0,3.0
0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,11.0,133.0,123.0,28.0,1193.0,506.0,683.0,996.0,2044.0,2236.0,1998.0,31.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,30.0,40.0,3.0,489.0,197.0,237.0,397.0,1234.0,1211.0,5886.0,274.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,6.0,28.0,27.0,242.0,9690.0
