Coventry City,Ipswich Town,Millwall,Southampton,Middlesbrough,Hull City,Wrexham,Derby County,Norwich City,Bristol City,Queens Park Rangers,Sheffield United,Watford,Birmingham City,Swansea City,Preston North End,Stoke City,Portsmouth,Charlton Athletic,West Bromwich Albion,Blackburn Rovers,Oxford United,Leicester City,Sheffield Wednesday
9984.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.0,6315.0,1498.0,1915.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2025.0,3299.0,2927.0,1747.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1141.0,2796.0,3095.0,2941.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,2382.0,2022.0,4862.0,195.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4.0,25.0,41.0,187.0,5497.0,2272.0,1841.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.0,2800.0,3330.0,3433.0,430.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1317.0,3702.0,3824.0,1144.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,163.0,663.0,866.0,5938.0,280.0,388.0,575.0,55.0,649.0,324.0,74.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,1372.0,1359.0,1148.0,2264.0,292.0,2216.0,683.0,361.0,270.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,1411.0,1462.0,2084.0,545.0,1814.0,1111.0,530.0,452.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,1539.0,1599.0,1653.0,791.0,1467.0,1221.0,615.0,749.0,45.0,28.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,1510.0,1514.0,1187.0,1121.0,1250.0,1325.0,902.0,943.0,108.0,36.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1174.0,1276.0,869.0,1537.0,936.0,1563.0,1222.0,1098.0,195.0,107.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1152.0,1082.0,637.0,1571.0,725.0,1422.0,1488.0,1365.0,302.0,235.0,18.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1001.0,925.0,424.0,1790.0,475.0,1149.0,1746.0,1588.0,456.0,324.0,122.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,526.0,248.0,1729.0,362.0,880.0,2326.0,1654.0,860.0,579.0,321.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,69.0,56.0,494.0,94.0,289.0,683.0,1338.0,2489.0,2955.0,1421.0,56.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,74.0,11.0,32.0,51.0,463.0,2740.0,2828.0,3307.0,460.0,30.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,55.0,2290.0,2161.0,3590.0,1633.0,229.0,37.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,479.0,685.0,1096.0,5934.0,1435.0,371.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,124.0,1765.0,6214.0,1837.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,152.0,2092.0,7755.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
