Arsenal,Manchester City,Manchester United,Liverpool,Aston Villa,Brentford,Brighton & Hove Albion,AFC Bournemouth,Chelsea,Fulham,Everton,Sunderland,Newcastle United,Crystal Palace,Leeds United,Nottingham Forest,West Ham United,Tottenham Hotspur,Burnley,Wolverhampton Wanderers
405.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,390.0,64.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,88.0,250.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,22.0,183.0,283.0,2.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,3.0,8.0,80.0,132.0,96.0,146.0,23.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,102.0,136.0,93.0,87.0,40.0,31.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,105.0,88.0,92.0,89.0,48.0,53.0,12.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,109.0,65.0,69.0,64.0,64.0,79.0,25.0,20.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,66.0,42.0,65.0,45.0,89.0,98.0,49.0,30.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,29.0,24.0,40.0,27.0,107.0,97.0,62.0,83.0,22.0,8.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.0,9.0,28.0,24.0,70.0,61.0,102.0,124.0,38.0,33.0,5.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,10.0,44.0,41.0,120.0,105.0,93.0,66.0,9.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,15.0,21.0,81.0,71.0,145.0,125.0,34.0,0.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,39.0,50.0,141.0,190.0,68.0,0.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,42.0,67.0,335.0,23.0,24.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,215.0,235.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,262.0,237.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,142.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.0,358.0
