Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,482.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,18.0,482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,464.0,19.0,10.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,29.0,241.0,114.0,12.0,88.0,12.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,4.0,124.0,133.0,49.0,125.0,48.0,2.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,65.0,102.0,86.0,125.0,80.0,19.0,4.0,2.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,29.0,80.0,125.0,62.0,96.0,29.0,37.0,5.0,14.0,13.0,7.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,13.0,33.0,112.0,44.0,126.0,51.0,32.0,11.0,35.0,32.0,9.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,6.0,23.0,62.0,25.0,58.0,71.0,51.0,32.0,77.0,48.0,34.0,13.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,3.0,1.0,23.0,10.0,40.0,87.0,81.0,46.0,66.0,78.0,44.0,18.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,4.0,20.0,59.0,86.0,59.0,72.0,84.0,60.0,26.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,8.0,13.0,70.0,66.0,85.0,69.0,69.0,73.0,32.0,5.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,6.0,41.0,62.0,83.0,59.0,78.0,85.0,55.0,20.0,5.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,45.0,97.0,47.0,59.0,88.0,87.0,31.0,16.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,20.0,59.0,35.0,23.0,65.0,148.0,82.0,34.0,2.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,21.0,10.0,10.0,30.0,84.0,209.0,118.0,9.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,30.0,134.0,302.0,25.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,23.0,464.0
