Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,497.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,471.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,26.0,474.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,461.0,20.0,10.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,35.0,251.0,103.0,13.0,80.0,12.0,1.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,121.0,152.0,47.0,123.0,41.0,7.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,2.0,49.0,112.0,91.0,125.0,75.0,14.0,17.0,0.0,9.0,5.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,38.0,55.0,124.0,75.0,101.0,34.0,27.0,4.0,21.0,14.0,6.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,8.0,41.0,110.0,52.0,112.0,45.0,47.0,11.0,35.0,20.0,15.0,4.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,9.0,18.0,51.0,19.0,67.0,96.0,66.0,23.0,76.0,44.0,25.0,5.0,1.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,5.0,33.0,8.0,39.0,69.0,77.0,34.0,92.0,86.0,35.0,16.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,2.0,2.0,23.0,5.0,28.0,70.0,82.0,49.0,69.0,78.0,61.0,23.0,6.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,4.0,17.0,56.0,69.0,83.0,59.0,96.0,65.0,33.0,9.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,46.0,58.0,110.0,51.0,75.0,76.0,58.0,16.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,28.0,28.0,117.0,43.0,42.0,101.0,91.0,38.0,10.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,18.0,45.0,33.0,32.0,75.0,152.0,82.0,35.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,21.0,6.0,7.0,35.0,84.0,224.0,106.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,5.0,32.0,112.0,309.0,37.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,35.0,456.0
