Palmeiras,Flamengo,Fluminense,São Paulo,Athletico Paranaense,Bahia,Coritiba,Red Bull Bragantino,Botafogo,Vasco da Gama,Grêmio,Cruzeiro,Vitória,Corinthians,Atlético-MG,Internacional,Santos,Remo,Mirassol,Chapecoense
237.0,255.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209.0,199.0,55.0,17.0,12.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,35.0,196.0,99.0,64.0,40.0,2.0,6.0,7.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
8.0,9.0,111.0,134.0,110.0,71.0,11.0,15.0,12.0,8.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
1.0,2.0,64.0,92.0,109.0,99.0,31.0,22.0,26.0,13.0,12.0,7.0,3.0,3.0,2.0,7.0,6.0,0.0,1.0,0.0
0.0,0.0,32.0,62.0,92.0,96.0,32.0,42.0,37.0,22.0,27.0,20.0,5.0,7.0,5.0,12.0,9.0,0.0,0.0,0.0
0.0,0.0,17.0,43.0,47.0,72.0,52.0,59.0,57.0,36.0,36.0,25.0,9.0,17.0,6.0,12.0,11.0,1.0,0.0,0.0
0.0,0.0,9.0,24.0,24.0,38.0,59.0,67.0,65.0,35.0,45.0,38.0,17.0,23.0,10.0,27.0,18.0,1.0,0.0,0.0
0.0,0.0,3.0,12.0,13.0,28.0,69.0,65.0,43.0,56.0,46.0,44.0,18.0,36.0,13.0,20.0,31.0,2.0,1.0,0.0
0.0,0.0,4.0,8.0,6.0,22.0,41.0,54.0,39.0,56.0,59.0,43.0,38.0,35.0,18.0,41.0,31.0,1.0,4.0,0.0
0.0,0.0,2.0,5.0,8.0,9.0,58.0,32.0,51.0,43.0,49.0,50.0,37.0,36.0,32.0,46.0,33.0,2.0,6.0,1.0
0.0,0.0,1.0,1.0,5.0,5.0,42.0,40.0,37.0,45.0,51.0,51.0,39.0,41.0,34.0,42.0,47.0,10.0,9.0,0.0
0.0,0.0,0.0,0.0,5.0,4.0,33.0,27.0,35.0,52.0,37.0,51.0,45.0,61.0,31.0,57.0,44.0,8.0,10.0,0.0
0.0,0.0,0.0,1.0,0.0,3.0,26.0,25.0,30.0,44.0,43.0,48.0,43.0,60.0,38.0,56.0,46.0,22.0,15.0,0.0
0.0,0.0,0.0,0.0,3.0,2.0,16.0,20.0,23.0,28.0,35.0,36.0,62.0,53.0,49.0,51.0,71.0,29.0,22.0,0.0
0.0,0.0,0.0,1.0,1.0,1.0,12.0,12.0,20.0,24.0,20.0,33.0,72.0,53.0,75.0,58.0,46.0,33.0,39.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,8.0,23.0,24.0,28.0,62.0,34.0,75.0,40.0,57.0,61.0,65.0,6.0
0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,5.0,11.0,7.0,18.0,34.0,25.0,66.0,18.0,31.0,128.0,130.0,13.0
0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,5.0,13.0,16.0,42.0,8.0,16.0,166.0,148.0,74.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,1.0,36.0,50.0,406.0
