Barcelona,Real Madrid,Villarreal,Atlético Madrid,Real Betis,Celta Vigo,Getafe,Athletic Club,Real Sociedad,Osasuna,Rayo Vallecano,Espanyol,Valencia,Elche,Mallorca,Girona,Alavés,Sevilla,Levante,Real Oviedo
500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,499.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,1.0,470.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,29.0,471.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,447.0,23.0,10.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,41.0,239.0,103.0,16.0,77.0,21.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,9.0,122.0,143.0,46.0,119.0,40.0,7.0,5.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,3.0,58.0,111.0,83.0,125.0,79.0,14.0,16.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,37.0,71.0,128.0,72.0,100.0,31.0,28.0,1.0,16.0,12.0,2.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,15.0,36.0,105.0,52.0,109.0,53.0,35.0,10.0,46.0,22.0,15.0,2.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,16.0,66.0,19.0,66.0,87.0,65.0,29.0,64.0,42.0,26.0,13.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,9.0,46.0,75.0,79.0,37.0,75.0,78.0,44.0,14.0,4.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.0,17.0,5.0,22.0,68.0,84.0,62.0,63.0,89.0,62.0,21.0,6.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,3.0,9.0,66.0,73.0,67.0,67.0,93.0,56.0,39.0,16.0,3.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,41.0,60.0,96.0,54.0,80.0,81.0,56.0,21.0,4.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,30.0,36.0,107.0,46.0,37.0,99.0,88.0,43.0,10.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,10.0,64.0,34.0,29.0,80.0,142.0,80.0,34.0,4.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,25.0,19.0,7.0,27.0,100.0,212.0,92.0,7.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,8.0,21.0,111.0,322.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,35.0,458.0
