Paris Saint-Germain,Lens,Lyon,Lille,Stade Rennais,Marseille,AS Monaco,Strasbourg,Lorient,Paris FC,Toulouse,Brest,Angers,Le Havre AC,Nice,AJ Auxerre,Nantes,Metz
9275.0,725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725.0,9239.0,20.0,12.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,33.0,2772.0,3564.0,1386.0,2142.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,2429.0,3012.0,1907.0,2342.0,306.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,2299.0,2072.0,2402.0,2467.0,754.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,1814.0,996.0,3221.0,2026.0,1852.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,654.0,338.0,1061.0,981.0,5907.0,1047.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,12.0,6.0,22.0,39.0,1071.0,7043.0,1618.0,12.0,87.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.0,1481.0,6253.0,493.0,967.0,796.0,3.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,1572.0,2456.0,2864.0,2760.0,75.0,2.0,1.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,466.0,3049.0,3317.0,2827.0,254.0,26.0,9.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,77.0,3545.0,2372.0,2969.0,856.0,120.0,52.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,432.0,366.0,526.0,5913.0,1955.0,764.0,42.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,31.0,2383.0,4335.0,2772.0,440.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,503.0,3080.0,4592.0,1822.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,482.0,1808.0,7626.0,70.0,1.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,70.0,9420.0,508.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509.0,9491.0
