Bayern Munich,Borussia Dortmund,RB Leipzig,VfB Stuttgart,TSG Hoffenheim,Bayer Leverkusen,SC Freiburg,Eintracht Frankfurt,FC Augsburg,Mainz,1. FC Union Berlin,FC Cologne,Borussia Mönchengladbach,Hamburg SV,Werder Bremen,St. Pauli,VfL Wolfsburg,1. FC Heidenheim 1846
10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,9651.0,340.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,343.0,8217.0,995.0,358.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,6.0,1263.0,5348.0,2588.0,795.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,164.0,2544.0,4575.0,2717.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,16.0,1104.0,2479.0,6397.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,4.0,5326.0,4548.0,114.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,4416.0,4777.0,652.0,146.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,246.0,621.0,4767.0,3355.0,428.0,148.0,296.0,89.0,50.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,8.0,54.0,2831.0,3799.0,1143.0,833.0,769.0,345.0,215.0,3.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,1535.0,2106.0,2043.0,1538.0,1077.0,751.0,21.0,2.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,452.0,686.0,1970.0,2060.0,1988.0,1489.0,1286.0,62.0,7.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,313.0,1751.0,1993.0,1909.0,1889.0,1739.0,175.0,25.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,118.0,1458.0,1624.0,1712.0,2257.0,2311.0,381.0,99.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,35.0,1007.0,1089.0,1394.0,2294.0,3022.0,930.0,218.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,131.0,206.0,382.0,551.0,617.0,5799.0,2279.0,30.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,8.0,9.0,2558.0,7055.0,356.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,315.0,9614.0
